keypopulacao;contagempop;faixaetariapop;sexopop;nomecidadepopulacao;ufpopulacao;codigoibge
7382;319;45-49;M;Getulina;SP;3517000
7383;325;50-54;M;Getulina;SP;3517000
7384;293;55-59;M;Getulina;SP;3517000
7385;307;60-64;M;Getulina;SP;3517000
7386;233;65-69;M;Getulina;SP;3517000
7387;201;70-74;M;Getulina;SP;3517000
7388;134;75-79;M;Getulina;SP;3517000
7389;82;80-84;M;Getulina;SP;3517000
7390;51;85-89;M;Getulina;SP;3517000
7391;36;90+;M;Getulina;SP;3517000
7392;237;00-04;H;Getulina;SP;3517000
7393;246;05-09;H;Getulina;SP;3517000
7394;260;10-14;H;Getulina;SP;3517000
7395;288;15-19;H;Getulina;SP;3517000
7396;393;20-24;H;Getulina;SP;3517000
7397;570;25-29;H;Getulina;SP;3517000
7398;560;30-34;H;Getulina;SP;3517000
7399;578;35-39;H;Getulina;SP;3517000
7400;526;40-44;H;Getulina;SP;3517000
7401;403;45-49;H;Getulina;SP;3517000
7402;323;50-54;H;Getulina;SP;3517000
7403;318;55-59;H;Getulina;SP;3517000
7404;283;60-64;H;Getulina;SP;3517000
7405;225;65-69;H;Getulina;SP;3517000
7406;160;70-74;H;Getulina;SP;3517000
7407;121;75-79;H;Getulina;SP;3517000
7408;67;80-84;H;Getulina;SP;3517000
7409;43;85-89;H;Getulina;SP;3517000
7410;12;90+;H;Getulina;SP;3517000
7411;109;00-04;M;Glicério;SP;3517109
7412;119;05-09;M;Glicério;SP;3517109
7413;137;10-14;M;Glicério;SP;3517109
7414;116;15-19;M;Glicério;SP;3517109
7415;136;20-24;M;Glicério;SP;3517109
7416;125;25-29;M;Glicério;SP;3517109
7417;135;30-34;M;Glicério;SP;3517109
7418;141;35-39;M;Glicério;SP;3517109
7419;144;40-44;M;Glicério;SP;3517109
7420;149;45-49;M;Glicério;SP;3517109
7421;161;50-54;M;Glicério;SP;3517109
7422;155;55-59;M;Glicério;SP;3517109
7423;149;60-64;M;Glicério;SP;3517109
7424;113;65-69;M;Glicério;SP;3517109
7425;83;70-74;M;Glicério;SP;3517109
7426;62;75-79;M;Glicério;SP;3517109
7427;43;80-84;M;Glicério;SP;3517109
7428;18;85-89;M;Glicério;SP;3517109
7429;13;90+;M;Glicério;SP;3517109
7430;134;00-04;H;Glicério;SP;3517109
7431;132;05-09;H;Glicério;SP;3517109
7432;127;10-14;H;Glicério;SP;3517109
7433;120;15-19;H;Glicério;SP;3517109
7434;129;20-24;H;Glicério;SP;3517109
7435;101;25-29;H;Glicério;SP;3517109
7436;126;30-34;H;Glicério;SP;3517109
7437;128;35-39;H;Glicério;SP;3517109
7438;150;40-44;H;Glicério;SP;3517109
7439;135;45-49;H;Glicério;SP;3517109
7440;155;50-54;H;Glicério;SP;3517109
7441;136;55-59;H;Glicério;SP;3517109
7442;129;60-64;H;Glicério;SP;3517109
7443;140;65-69;H;Glicério;SP;3517109
7444;89;70-74;H;Glicério;SP;3517109
7445;40;75-79;H;Glicério;SP;3517109
7446;30;80-84;H;Glicério;SP;3517109
7447;23;85-89;H;Glicério;SP;3517109
7448;6;90+;H;Glicério;SP;3517109
7449;343;00-04;M;Guaiçara;SP;3517208
7450;384;05-09;M;Guaiçara;SP;3517208
7451;379;10-14;M;Guaiçara;SP;3517208
7452;349;15-19;M;Guaiçara;SP;3517208
7453;350;20-24;M;Guaiçara;SP;3517208
7454;430;25-29;M;Guaiçara;SP;3517208
7455;431;30-34;M;Guaiçara;SP;3517208
7456;438;35-39;M;Guaiçara;SP;3517208
7457;443;40-44;M;Guaiçara;SP;3517208
7458;386;45-49;M;Guaiçara;SP;3517208
7459;378;50-54;M;Guaiçara;SP;3517208
7460;381;55-59;M;Guaiçara;SP;3517208
7461;309;60-64;M;Guaiçara;SP;3517208
7462;255;65-69;M;Guaiçara;SP;3517208
7463;166;70-74;M;Guaiçara;SP;3517208
7464;117;75-79;M;Guaiçara;SP;3517208
7465;76;80-84;M;Guaiçara;SP;3517208
7466;39;85-89;M;Guaiçara;SP;3517208
7467;28;90+;M;Guaiçara;SP;3517208
7468;370;00-04;H;Guaiçara;SP;3517208
7469;387;05-09;H;Guaiçara;SP;3517208
7470;429;10-14;H;Guaiçara;SP;3517208
7472;434;20-24;H;Guaiçara;SP;3517208
7473;366;25-29;H;Guaiçara;SP;3517208
7474;390;30-34;H;Guaiçara;SP;3517208
7475;447;35-39;H;Guaiçara;SP;3517208
7476;426;40-44;H;Guaiçara;SP;3517208
7477;345;45-49;H;Guaiçara;SP;3517208
7478;373;50-54;H;Guaiçara;SP;3517208
7479;308;55-59;H;Guaiçara;SP;3517208
7480;277;60-64;H;Guaiçara;SP;3517208
7481;244;65-69;H;Guaiçara;SP;3517208
7482;138;70-74;H;Guaiçara;SP;3517208
7483;107;75-79;H;Guaiçara;SP;3517208
7484;66;80-84;H;Guaiçara;SP;3517208
7485;22;85-89;H;Guaiçara;SP;3517208
7486;11;90+;H;Guaiçara;SP;3517208
7487;156;00-04;M;Guaimbê;SP;3517307
7488;158;05-09;M;Guaimbê;SP;3517307
7489;182;10-14;M;Guaimbê;SP;3517307
7490;185;15-19;M;Guaimbê;SP;3517307
7491;187;20-24;M;Guaimbê;SP;3517307
7492;171;25-29;M;Guaimbê;SP;3517307
7493;197;30-34;M;Guaimbê;SP;3517307
7494;182;35-39;M;Guaimbê;SP;3517307
7495;220;40-44;M;Guaimbê;SP;3517307
7496;173;45-49;M;Guaimbê;SP;3517307
7497;199;50-54;M;Guaimbê;SP;3517307
7498;178;55-59;M;Guaimbê;SP;3517307
7499;176;60-64;M;Guaimbê;SP;3517307
7500;138;65-69;M;Guaimbê;SP;3517307
7501;93;70-74;M;Guaimbê;SP;3517307
7502;80;75-79;M;Guaimbê;SP;3517307
7503;53;80-84;M;Guaimbê;SP;3517307
7504;25;85-89;M;Guaimbê;SP;3517307
7505;20;90+;M;Guaimbê;SP;3517307
7506;160;00-04;H;Guaimbê;SP;3517307
7507;209;05-09;H;Guaimbê;SP;3517307
7508;183;10-14;H;Guaimbê;SP;3517307
7509;203;15-19;H;Guaimbê;SP;3517307
7510;192;20-24;H;Guaimbê;SP;3517307
7511;184;25-29;H;Guaimbê;SP;3517307
7512;173;30-34;H;Guaimbê;SP;3517307
7513;214;35-39;H;Guaimbê;SP;3517307
7514;203;40-44;H;Guaimbê;SP;3517307
7515;165;45-49;H;Guaimbê;SP;3517307
7516;163;50-54;H;Guaimbê;SP;3517307
7517;163;55-59;H;Guaimbê;SP;3517307
7518;156;60-64;H;Guaimbê;SP;3517307
7519;137;65-69;H;Guaimbê;SP;3517307
7520;95;70-74;H;Guaimbê;SP;3517307
7521;74;75-79;H;Guaimbê;SP;3517307
7522;37;80-84;H;Guaimbê;SP;3517307
7523;20;85-89;H;Guaimbê;SP;3517307
7524;8;90+;H;Guaimbê;SP;3517307
7525;1034;00-04;M;Guaíra;SP;3517406
7526;1134;05-09;M;Guaíra;SP;3517406
7527;1210;10-14;M;Guaíra;SP;3517406
7528;1351;15-19;M;Guaíra;SP;3517406
7529;1307;20-24;M;Guaíra;SP;3517406
7530;1434;25-29;M;Guaíra;SP;3517406
7531;1455;30-34;M;Guaíra;SP;3517406
7532;1668;35-39;M;Guaíra;SP;3517406
7533;1622;40-44;M;Guaíra;SP;3517406
7534;1437;45-49;M;Guaíra;SP;3517406
7535;1421;50-54;M;Guaíra;SP;3517406
7536;1299;55-59;M;Guaíra;SP;3517406
7537;1144;60-64;M;Guaíra;SP;3517406
7538;905;65-69;M;Guaíra;SP;3517406
7539;717;70-74;M;Guaíra;SP;3517406
7540;478;75-79;M;Guaíra;SP;3517406
7541;306;80-84;M;Guaíra;SP;3517406
7542;134;85-89;M;Guaíra;SP;3517406
7543;77;90+;M;Guaíra;SP;3517406
7544;1128;00-04;H;Guaíra;SP;3517406
7545;1122;05-09;H;Guaíra;SP;3517406
7546;1209;10-14;H;Guaíra;SP;3517406
7547;1360;15-19;H;Guaíra;SP;3517406
7548;1372;20-24;H;Guaíra;SP;3517406
7549;1320;25-29;H;Guaíra;SP;3517406
7550;1416;30-34;H;Guaíra;SP;3517406
7551;1526;35-39;H;Guaíra;SP;3517406
7552;1522;40-44;H;Guaíra;SP;3517406
7553;1385;45-49;H;Guaíra;SP;3517406
7554;1351;50-54;H;Guaíra;SP;3517406
7555;1210;55-59;H;Guaíra;SP;3517406
7556;1057;60-64;H;Guaíra;SP;3517406
7557;833;65-69;H;Guaíra;SP;3517406
7558;580;70-74;H;Guaíra;SP;3517406
7559;403;75-79;H;Guaíra;SP;3517406
7560;227;80-84;H;Guaíra;SP;3517406
7561;86;85-89;H;Guaíra;SP;3517406
7562;39;90+;H;Guaíra;SP;3517406
7563;653;00-04;M;Guapiaçu;SP;3517505
7564;683;05-09;M;Guapiaçu;SP;3517505
7565;670;10-14;M;Guapiaçu;SP;3517505
7566;707;15-19;M;Guapiaçu;SP;3517505
7567;830;20-24;M;Guapiaçu;SP;3517505
7568;846;25-29;M;Guapiaçu;SP;3517505
7569;881;30-34;M;Guapiaçu;SP;3517505
7570;867;35-39;M;Guapiaçu;SP;3517505
7571;852;40-44;M;Guapiaçu;SP;3517505
7572;762;45-49;M;Guapiaçu;SP;3517505
7573;702;50-54;M;Guapiaçu;SP;3517505
7574;609;55-59;M;Guapiaçu;SP;3517505
7575;550;60-64;M;Guapiaçu;SP;3517505
7576;464;65-69;M;Guapiaçu;SP;3517505
7577;363;70-74;M;Guapiaçu;SP;3517505
7578;242;75-79;M;Guapiaçu;SP;3517505
7579;124;80-84;M;Guapiaçu;SP;3517505
7580;112;85-89;M;Guapiaçu;SP;3517505
7581;35;90+;M;Guapiaçu;SP;3517505
7582;633;00-04;H;Guapiaçu;SP;3517505
7583;746;05-09;H;Guapiaçu;SP;3517505
7584;673;10-14;H;Guapiaçu;SP;3517505
7585;701;15-19;H;Guapiaçu;SP;3517505
7586;839;20-24;H;Guapiaçu;SP;3517505
7587;860;25-29;H;Guapiaçu;SP;3517505
7588;827;30-34;H;Guapiaçu;SP;3517505
7589;897;35-39;H;Guapiaçu;SP;3517505
7590;888;40-44;H;Guapiaçu;SP;3517505
7591;701;45-49;H;Guapiaçu;SP;3517505
7592;714;50-54;H;Guapiaçu;SP;3517505
7593;595;55-59;H;Guapiaçu;SP;3517505
7594;530;60-64;H;Guapiaçu;SP;3517505
7595;416;65-69;H;Guapiaçu;SP;3517505
7596;310;70-74;H;Guapiaçu;SP;3517505
7597;201;75-79;H;Guapiaçu;SP;3517505
7598;131;80-84;H;Guapiaçu;SP;3517505
7599;76;85-89;H;Guapiaçu;SP;3517505
7600;21;90+;H;Guapiaçu;SP;3517505
7601;530;00-04;M;Guapiara;SP;3517604
7602;551;05-09;M;Guapiara;SP;3517604
7603;593;10-14;M;Guapiara;SP;3517604
7604;583;15-19;M;Guapiara;SP;3517604
7605;532;20-24;M;Guapiara;SP;3517604
7606;582;25-29;M;Guapiara;SP;3517604
7607;632;30-34;M;Guapiara;SP;3517604
7608;586;35-39;M;Guapiara;SP;3517604
7609;638;40-44;M;Guapiara;SP;3517604
7610;541;45-49;M;Guapiara;SP;3517604
7611;553;50-54;M;Guapiara;SP;3517604
7612;557;55-59;M;Guapiara;SP;3517604
7613;496;60-64;M;Guapiara;SP;3517604
7614;381;65-69;M;Guapiara;SP;3517604
7615;263;70-74;M;Guapiara;SP;3517604
7616;194;75-79;M;Guapiara;SP;3517604
7617;111;80-84;M;Guapiara;SP;3517604
7618;69;85-89;M;Guapiara;SP;3517604
7619;31;90+;M;Guapiara;SP;3517604
7620;482;00-04;H;Guapiara;SP;3517604
7621;579;05-09;H;Guapiara;SP;3517604
7622;578;10-14;H;Guapiara;SP;3517604
7623;634;15-19;H;Guapiara;SP;3517604
7624;625;20-24;H;Guapiara;SP;3517604
7625;564;25-29;H;Guapiara;SP;3517604
7626;582;30-34;H;Guapiara;SP;3517604
7627;581;35-39;H;Guapiara;SP;3517604
7628;632;40-44;H;Guapiara;SP;3517604
7629;632;45-49;H;Guapiara;SP;3517604
7630;608;50-54;H;Guapiara;SP;3517604
7631;565;55-59;H;Guapiara;SP;3517604
7632;498;60-64;H;Guapiara;SP;3517604
7633;399;65-69;H;Guapiara;SP;3517604
7634;327;70-74;H;Guapiara;SP;3517604
7635;175;75-79;H;Guapiara;SP;3517604
7636;117;80-84;H;Guapiara;SP;3517604
7637;37;85-89;H;Guapiara;SP;3517604
7638;33;90+;H;Guapiara;SP;3517604
7639;548;00-04;M;Guará;SP;3517703
7640;586;05-09;M;Guará;SP;3517703
7641;572;10-14;M;Guará;SP;3517703
7642;709;15-19;M;Guará;SP;3517703
7643;755;20-24;M;Guará;SP;3517703
7644;676;25-29;M;Guará;SP;3517703
7645;619;30-34;M;Guará;SP;3517703
7646;722;35-39;M;Guará;SP;3517703
7647;747;40-44;M;Guará;SP;3517703
7648;661;45-49;M;Guará;SP;3517703
7649;623;50-54;M;Guará;SP;3517703
7650;536;55-59;M;Guará;SP;3517703
7651;511;60-64;M;Guará;SP;3517703
7652;427;65-69;M;Guará;SP;3517703
7653;360;70-74;M;Guará;SP;3517703
7654;223;75-79;M;Guará;SP;3517703
7655;130;80-84;M;Guará;SP;3517703
7656;62;85-89;M;Guará;SP;3517703
7657;53;90+;M;Guará;SP;3517703
7658;541;00-04;H;Guará;SP;3517703
7659;601;05-09;H;Guará;SP;3517703
7660;624;10-14;H;Guará;SP;3517703
7661;721;15-19;H;Guará;SP;3517703
7662;732;20-24;H;Guará;SP;3517703
7663;668;25-29;H;Guará;SP;3517703
7664;640;30-34;H;Guará;SP;3517703
7665;675;35-39;H;Guará;SP;3517703
7666;697;40-44;H;Guará;SP;3517703
7667;611;45-49;H;Guará;SP;3517703
7668;564;50-54;H;Guará;SP;3517703
7669;539;55-59;H;Guará;SP;3517703
7670;461;60-64;H;Guará;SP;3517703
7671;391;65-69;H;Guará;SP;3517703
7672;289;70-74;H;Guará;SP;3517703
7673;171;75-79;H;Guará;SP;3517703
7674;95;80-84;H;Guará;SP;3517703
7675;43;85-89;H;Guará;SP;3517703
7676;23;90+;H;Guará;SP;3517703
7677;155;00-04;M;Guaraçaí;SP;3517802
7678;165;05-09;M;Guaraçaí;SP;3517802
7679;189;10-14;M;Guaraçaí;SP;3517802
7680;224;15-19;M;Guaraçaí;SP;3517802
7681;213;20-24;M;Guaraçaí;SP;3517802
7682;199;25-29;M;Guaraçaí;SP;3517802
7683;210;30-34;M;Guaraçaí;SP;3517802
7684;251;35-39;M;Guaraçaí;SP;3517802
7685;281;40-44;M;Guaraçaí;SP;3517802
7686;286;45-49;M;Guaraçaí;SP;3517802
7687;308;50-54;M;Guaraçaí;SP;3517802
7688;282;55-59;M;Guaraçaí;SP;3517802
7689;261;60-64;M;Guaraçaí;SP;3517802
7690;235;65-69;M;Guaraçaí;SP;3517802
7691;183;70-74;M;Guaraçaí;SP;3517802
7692;143;75-79;M;Guaraçaí;SP;3517802
7693;90;80-84;M;Guaraçaí;SP;3517802
7694;70;85-89;M;Guaraçaí;SP;3517802
7695;29;90+;M;Guaraçaí;SP;3517802
7696;170;00-04;H;Guaraçaí;SP;3517802
7697;191;05-09;H;Guaraçaí;SP;3517802
7698;214;10-14;H;Guaraçaí;SP;3517802
7699;211;15-19;H;Guaraçaí;SP;3517802
7700;220;20-24;H;Guaraçaí;SP;3517802
7701;206;25-29;H;Guaraçaí;SP;3517802
7702;225;30-34;H;Guaraçaí;SP;3517802
7703;242;35-39;H;Guaraçaí;SP;3517802
7704;260;40-44;H;Guaraçaí;SP;3517802
7705;273;45-49;H;Guaraçaí;SP;3517802
7706;287;50-54;H;Guaraçaí;SP;3517802
7707;269;55-59;H;Guaraçaí;SP;3517802
7708;254;60-64;H;Guaraçaí;SP;3517802
7709;221;65-69;H;Guaraçaí;SP;3517802
7710;160;70-74;H;Guaraçaí;SP;3517802
7711;119;75-79;H;Guaraçaí;SP;3517802
7712;79;80-84;H;Guaraçaí;SP;3517802
7713;47;85-89;H;Guaraçaí;SP;3517802
7714;19;90+;H;Guaraçaí;SP;3517802
7715;261;00-04;M;Guaraci;SP;3517901
7716;287;05-09;M;Guaraci;SP;3517901
7717;378;10-14;M;Guaraci;SP;3517901
7718;342;15-19;M;Guaraci;SP;3517901
7719;319;20-24;M;Guaraci;SP;3517901
7720;349;25-29;M;Guaraci;SP;3517901
7721;379;30-34;M;Guaraci;SP;3517901
7722;406;35-39;M;Guaraci;SP;3517901
7723;372;40-44;M;Guaraci;SP;3517901
7724;357;45-49;M;Guaraci;SP;3517901
7725;350;50-54;M;Guaraci;SP;3517901
7726;333;55-59;M;Guaraci;SP;3517901
7727;292;60-64;M;Guaraci;SP;3517901
7728;241;65-69;M;Guaraci;SP;3517901
7729;203;70-74;M;Guaraci;SP;3517901
7730;132;75-79;M;Guaraci;SP;3517901
7731;79;80-84;M;Guaraci;SP;3517901
7732;73;85-89;M;Guaraci;SP;3517901
7733;22;90+;M;Guaraci;SP;3517901
7734;278;00-04;H;Guaraci;SP;3517901
7735;322;05-09;H;Guaraci;SP;3517901
7736;340;10-14;H;Guaraci;SP;3517901
7737;363;15-19;H;Guaraci;SP;3517901
7738;368;20-24;H;Guaraci;SP;3517901
7739;336;25-29;H;Guaraci;SP;3517901
7740;355;30-34;H;Guaraci;SP;3517901
7741;443;35-39;H;Guaraci;SP;3517901
7742;399;40-44;H;Guaraci;SP;3517901
7743;352;45-49;H;Guaraci;SP;3517901
7744;344;50-54;H;Guaraci;SP;3517901
7745;323;55-59;H;Guaraci;SP;3517901
7746;288;60-64;H;Guaraci;SP;3517901
7747;240;65-69;H;Guaraci;SP;3517901
7748;185;70-74;H;Guaraci;SP;3517901
7749;124;75-79;H;Guaraci;SP;3517901
7750;64;80-84;H;Guaraci;SP;3517901
7751;28;85-89;H;Guaraci;SP;3517901
7752;23;90+;H;Guaraci;SP;3517901
7753;51;00-04;M;Guarani d'Oeste;SP;3518008
7754;46;05-09;M;Guarani d'Oeste;SP;3518008
7755;57;10-14;M;Guarani d'Oeste;SP;3518008
7756;53;15-19;M;Guarani d'Oeste;SP;3518008
7757;42;20-24;M;Guarani d'Oeste;SP;3518008
7758;57;25-29;M;Guarani d'Oeste;SP;3518008
7759;61;30-34;M;Guarani d'Oeste;SP;3518008
7760;81;35-39;M;Guarani d'Oeste;SP;3518008
7761;64;40-44;M;Guarani d'Oeste;SP;3518008
7762;73;45-49;M;Guarani d'Oeste;SP;3518008
7763;87;50-54;M;Guarani d'Oeste;SP;3518008
7764;80;55-59;M;Guarani d'Oeste;SP;3518008
7765;78;60-64;M;Guarani d'Oeste;SP;3518008
7766;46;65-69;M;Guarani d'Oeste;SP;3518008
7767;46;70-74;M;Guarani d'Oeste;SP;3518008
7768;31;75-79;M;Guarani d'Oeste;SP;3518008
7769;19;80-84;M;Guarani d'Oeste;SP;3518008
7770;9;85-89;M;Guarani d'Oeste;SP;3518008
7771;6;90+;M;Guarani d'Oeste;SP;3518008
7772;45;00-04;H;Guarani d'Oeste;SP;3518008
7773;67;05-09;H;Guarani d'Oeste;SP;3518008
7774;63;10-14;H;Guarani d'Oeste;SP;3518008
7775;65;15-19;H;Guarani d'Oeste;SP;3518008
7776;49;20-24;H;Guarani d'Oeste;SP;3518008
7777;64;25-29;H;Guarani d'Oeste;SP;3518008
7778;64;30-34;H;Guarani d'Oeste;SP;3518008
7779;54;35-39;H;Guarani d'Oeste;SP;3518008
7780;75;40-44;H;Guarani d'Oeste;SP;3518008
7781;71;45-49;H;Guarani d'Oeste;SP;3518008
7782;63;50-54;H;Guarani d'Oeste;SP;3518008
7783;67;55-59;H;Guarani d'Oeste;SP;3518008
7784;62;60-64;H;Guarani d'Oeste;SP;3518008
7785;57;65-69;H;Guarani d'Oeste;SP;3518008
7786;43;70-74;H;Guarani d'Oeste;SP;3518008
7787;29;75-79;H;Guarani d'Oeste;SP;3518008
7788;23;80-84;H;Guarani d'Oeste;SP;3518008
7789;15;85-89;H;Guarani d'Oeste;SP;3518008
7790;5;90+;H;Guarani d'Oeste;SP;3518008
7791;194;00-04;M;Guarantã;SP;3518107
7792;201;05-09;M;Guarantã;SP;3518107
7793;252;10-14;M;Guarantã;SP;3518107
7794;208;15-19;M;Guarantã;SP;3518107
7795;248;20-24;M;Guarantã;SP;3518107
7796;219;25-29;M;Guarantã;SP;3518107
7797;215;30-34;M;Guarantã;SP;3518107
7798;249;35-39;M;Guarantã;SP;3518107
7799;236;40-44;M;Guarantã;SP;3518107
7800;221;45-49;M;Guarantã;SP;3518107
7801;196;50-54;M;Guarantã;SP;3518107
7802;197;55-59;M;Guarantã;SP;3518107
7803;169;60-64;M;Guarantã;SP;3518107
7804;159;65-69;M;Guarantã;SP;3518107
7805;121;70-74;M;Guarantã;SP;3518107
7806;82;75-79;M;Guarantã;SP;3518107
7807;49;80-84;M;Guarantã;SP;3518107
7808;22;85-89;M;Guarantã;SP;3518107
7809;14;90+;M;Guarantã;SP;3518107
7810;211;00-04;H;Guarantã;SP;3518107
7811;203;05-09;H;Guarantã;SP;3518107
7812;241;10-14;H;Guarantã;SP;3518107
7813;228;15-19;H;Guarantã;SP;3518107
7814;231;20-24;H;Guarantã;SP;3518107
7815;220;25-29;H;Guarantã;SP;3518107
7816;209;30-34;H;Guarantã;SP;3518107
7817;234;35-39;H;Guarantã;SP;3518107
7818;247;40-44;H;Guarantã;SP;3518107
7819;232;45-49;H;Guarantã;SP;3518107
7820;193;50-54;H;Guarantã;SP;3518107
7821;159;55-59;H;Guarantã;SP;3518107
7822;178;60-64;H;Guarantã;SP;3518107
7823;152;65-69;H;Guarantã;SP;3518107
7824;115;70-74;H;Guarantã;SP;3518107
7825;51;75-79;H;Guarantã;SP;3518107
7826;39;80-84;H;Guarantã;SP;3518107
7827;22;85-89;H;Guarantã;SP;3518107
7828;10;90+;H;Guarantã;SP;3518107
7829;775;00-04;M;Guararapes;SP;3518206
7830;953;05-09;M;Guararapes;SP;3518206
7831;922;10-14;M;Guararapes;SP;3518206
7832;850;15-19;M;Guararapes;SP;3518206
7833;917;20-24;M;Guararapes;SP;3518206
7834;985;25-29;M;Guararapes;SP;3518206
7835;1129;30-34;M;Guararapes;SP;3518206
7836;1244;35-39;M;Guararapes;SP;3518206
7837;1227;40-44;M;Guararapes;SP;3518206
7838;1094;45-49;M;Guararapes;SP;3518206
7839;1160;50-54;M;Guararapes;SP;3518206
7840;1104;55-59;M;Guararapes;SP;3518206
7841;1030;60-64;M;Guararapes;SP;3518206
7842;805;65-69;M;Guararapes;SP;3518206
7843;619;70-74;M;Guararapes;SP;3518206
7844;487;75-79;M;Guararapes;SP;3518206
7845;333;80-84;M;Guararapes;SP;3518206
7846;201;85-89;M;Guararapes;SP;3518206
7847;103;90+;M;Guararapes;SP;3518206
7848;800;00-04;H;Guararapes;SP;3518206
7849;959;05-09;H;Guararapes;SP;3518206
7850;968;10-14;H;Guararapes;SP;3518206
7851;985;15-19;H;Guararapes;SP;3518206
7852;970;20-24;H;Guararapes;SP;3518206
7853;984;25-29;H;Guararapes;SP;3518206
7854;1052;30-34;H;Guararapes;SP;3518206
7855;1254;35-39;H;Guararapes;SP;3518206
7856;1161;40-44;H;Guararapes;SP;3518206
7857;1054;45-49;H;Guararapes;SP;3518206
7858;1061;50-54;H;Guararapes;SP;3518206
7859;1063;55-59;H;Guararapes;SP;3518206
7860;856;60-64;H;Guararapes;SP;3518206
7861;648;65-69;H;Guararapes;SP;3518206
7862;501;70-74;H;Guararapes;SP;3518206
7863;372;75-79;H;Guararapes;SP;3518206
7864;240;80-84;H;Guararapes;SP;3518206
7865;133;85-89;H;Guararapes;SP;3518206
7866;44;90+;H;Guararapes;SP;3518206
7867;840;00-04;M;Guararema;SP;3518305
7868;993;05-09;M;Guararema;SP;3518305
7869;988;10-14;M;Guararema;SP;3518305
7870;1013;15-19;M;Guararema;SP;3518305
7871;1072;20-24;M;Guararema;SP;3518305
7872;1024;25-29;M;Guararema;SP;3518305
7873;1191;30-34;M;Guararema;SP;3518305
7874;1209;35-39;M;Guararema;SP;3518305
7875;1295;40-44;M;Guararema;SP;3518305
7876;1106;45-49;M;Guararema;SP;3518305
7877;1080;50-54;M;Guararema;SP;3518305
7878;1014;55-59;M;Guararema;SP;3518305
7879;896;60-64;M;Guararema;SP;3518305
7880;745;65-69;M;Guararema;SP;3518305
7881;576;70-74;M;Guararema;SP;3518305
7882;373;75-79;M;Guararema;SP;3518305
7883;236;80-84;M;Guararema;SP;3518305
7884;115;85-89;M;Guararema;SP;3518305
7885;72;90+;M;Guararema;SP;3518305
7886;922;00-04;H;Guararema;SP;3518305
7887;1123;05-09;H;Guararema;SP;3518305
7888;1082;10-14;H;Guararema;SP;3518305
7889;1121;15-19;H;Guararema;SP;3518305
7890;1149;20-24;H;Guararema;SP;3518305
7891;1055;25-29;H;Guararema;SP;3518305
7892;1050;30-34;H;Guararema;SP;3518305
7893;1168;35-39;H;Guararema;SP;3518305
7894;1190;40-44;H;Guararema;SP;3518305
7895;1052;45-49;H;Guararema;SP;3518305
7896;1024;50-54;H;Guararema;SP;3518305
7897;888;55-59;H;Guararema;SP;3518305
7898;784;60-64;H;Guararema;SP;3518305
7899;682;65-69;H;Guararema;SP;3518305
7900;522;70-74;H;Guararema;SP;3518305
7901;344;75-79;H;Guararema;SP;3518305
7902;151;80-84;H;Guararema;SP;3518305
7903;69;85-89;H;Guararema;SP;3518305
7904;22;90+;H;Guararema;SP;3518305
7905;3174;00-04;M;Guaratinguetá;SP;3518404
7906;3485;05-09;M;Guaratinguetá;SP;3518404
7907;3473;10-14;M;Guaratinguetá;SP;3518404
7908;3554;15-19;M;Guaratinguetá;SP;3518404
7909;3891;20-24;M;Guaratinguetá;SP;3518404
7910;4021;25-29;M;Guaratinguetá;SP;3518404
7911;4462;30-34;M;Guaratinguetá;SP;3518404
7912;4674;35-39;M;Guaratinguetá;SP;3518404
7913;4913;40-44;M;Guaratinguetá;SP;3518404
7914;4386;45-49;M;Guaratinguetá;SP;3518404
7915;4348;50-54;M;Guaratinguetá;SP;3518404
7916;4192;55-59;M;Guaratinguetá;SP;3518404
7917;3917;60-64;M;Guaratinguetá;SP;3518404
7918;3024;65-69;M;Guaratinguetá;SP;3518404
7919;2382;70-74;M;Guaratinguetá;SP;3518404
7920;1634;75-79;M;Guaratinguetá;SP;3518404
7921;1028;80-84;M;Guaratinguetá;SP;3518404
7922;570;85-89;M;Guaratinguetá;SP;3518404
7923;378;90+;M;Guaratinguetá;SP;3518404
7924;3298;00-04;H;Guaratinguetá;SP;3518404
7925;3581;05-09;H;Guaratinguetá;SP;3518404
7926;3504;10-14;H;Guaratinguetá;SP;3518404
7927;3685;15-19;H;Guaratinguetá;SP;3518404
7928;3928;20-24;H;Guaratinguetá;SP;3518404
7929;3972;25-29;H;Guaratinguetá;SP;3518404
7930;4212;30-34;H;Guaratinguetá;SP;3518404
7931;4405;35-39;H;Guaratinguetá;SP;3518404
7932;4530;40-44;H;Guaratinguetá;SP;3518404
7933;4064;45-49;H;Guaratinguetá;SP;3518404
7934;3995;50-54;H;Guaratinguetá;SP;3518404
7935;3634;55-59;H;Guaratinguetá;SP;3518404
7936;3201;60-64;H;Guaratinguetá;SP;3518404
7937;2489;65-69;H;Guaratinguetá;SP;3518404
7938;1765;70-74;H;Guaratinguetá;SP;3518404
7939;1151;75-79;H;Guaratinguetá;SP;3518404
7940;676;80-84;H;Guaratinguetá;SP;3518404
7941;309;85-89;H;Guaratinguetá;SP;3518404
7942;139;90+;H;Guaratinguetá;SP;3518404
7943;365;00-04;M;Guareí;SP;3518503
7944;390;05-09;M;Guareí;SP;3518503
7945;376;10-14;M;Guareí;SP;3518503
7946;381;15-19;M;Guareí;SP;3518503
