keypib;valorpib;anopib;setorpib;nomecidadepib;ufpib;codigoibge
8821;;2011;Comércio e Serviços;PIRACAIA;SP;3538600
8822;6483968000;2011;Comércio e Serviços;PIRACICABA;SP;3538709
8823;;2011;Comércio e Serviços;PIRAJU;SP;3538808
8824;;2011;Comércio e Serviços;PIRAJUÍ;SP;3538907
8825;;2011;Comércio e Serviços;PIRANGI;SP;3539004
8826;332798000;2011;Comércio e Serviços;PIRAPORA DO BOM JESUS;SP;3539103
8827;;2011;Comércio e Serviços;PIRAPOZINHO;SP;3539202
8828;0;2011;Comércio e Serviços;PIRASSUNUNGA;SP;3539301
8829;;2011;Comércio e Serviços;PIRATININGA;SP;3539400
8830;;2011;Comércio e Serviços;PITANGUEIRAS;SP;3539509
8831;;2011;Comércio e Serviços;PLANALTO;SP;3539608
8832;0;2011;Comércio e Serviços;PLATINA;SP;3539707
8833;1386472000;2011;Comércio e Serviços;POÁ;SP;3539806
8834;;2011;Comércio e Serviços;POLONI;SP;3539905
8835;;2011;Comércio e Serviços;POMPÉIA;SP;3540002
8836;0;2011;Comércio e Serviços;PONGAÍ;SP;3540101
8837;;2011;Comércio e Serviços;PONTAL;SP;3540200
8838;0;2011;Comércio e Serviços;PONTALINDA;SP;3540259
8839;;2011;Comércio e Serviços;PONTES GESTAL;SP;3540309
8840;0;2011;Comércio e Serviços;POPULINA;SP;3540408
8841;;2011;Comércio e Serviços;PORANGABA;SP;3540507
8842;0;2011;Comércio e Serviços;PORTO FELIZ;SP;3540606
8843;;2011;Comércio e Serviços;PORTO FERREIRA;SP;3540705
8844;0;2011;Comércio e Serviços;POTIM;SP;3540754
8845;;2011;Comércio e Serviços;POTIRENDABA;SP;3540804
8846;3868331000;2011;Comércio e Serviços;PRACINHA;SP;3540853
8847;;2011;Comércio e Serviços;PRADÓPOLIS;SP;3540903
8848;2144402000;2011;Comércio e Serviços;PRAIA GRANDE;SP;3541000
8849;0;2011;Comércio e Serviços;PRATÂNIA;SP;3541059
8850;0;2011;Comércio e Serviços;PRESIDENTE ALVES;SP;3541109
8851;;2011;Comércio e Serviços;PRESIDENTE BERNARDES;SP;3541208
8852;;2011;Comércio e Serviços;PRESIDENTE EPITÁCIO;SP;3541307
8853;3125414000;2011;Comércio e Serviços;PRESIDENTE PRUDENTE;SP;3541406
8854;;2011;Comércio e Serviços;PRESIDENTE VENCESLAU;SP;3541505
8855;;2011;Comércio e Serviços;PROMISSÃO;SP;3541604
8856;0;2011;Comércio e Serviços;QUADRA;SP;3541653
8857;;2011;Comércio e Serviços;QUATÁ;SP;3541703
8858;;2011;Comércio e Serviços;QUEIROZ;SP;3541802
8859;0;2011;Comércio e Serviços;QUELUZ;SP;3541901
8860;;2011;Comércio e Serviços;QUINTANA;SP;3542008
8861;;2011;Comércio e Serviços;RAFARD;SP;3542107
8862;0;2011;Comércio e Serviços;RANCHARIA;SP;3542206
8863;0;2011;Comércio e Serviços;REDENÇÃO DA SERRA;SP;3542305
8864;;2011;Comércio e Serviços;REGENTE FEIJÓ;SP;3542404
8865;23900000;2011;Comércio e Serviços;REGINÓPOLIS;SP;3542503
8866;;2011;Comércio e Serviços;REGISTRO;SP;3542602
8867;;2011;Comércio e Serviços;RESTINGA;SP;3542701
8868;5904596000;2011;Comércio e Serviços;RIBEIRA;SP;3542800
8869;;2011;Comércio e Serviços;RIBEIRÃO BONITO;SP;3542909
8870;0;2011;Comércio e Serviços;RIBEIRÃO BRANCO;SP;3543006
8871;0;2011;Comércio e Serviços;RIBEIRÃO CORRENTE;SP;3543105
8872;0;2011;Comércio e Serviços;RIBEIRÃO DO SUL;SP;3543204
8873;0;2011;Comércio e Serviços;RIBEIRÃO DOS ÍNDIOS;SP;3543238
8874;0;2011;Comércio e Serviços;RIBEIRÃO GRANDE;SP;3543253
8875;1004697000;2011;Comércio e Serviços;RIBEIRÃO PIRES;SP;3543303
8876;13334238000;2011;Comércio e Serviços;RIBEIRÃO PRETO;SP;3543402
8877;0;2011;Comércio e Serviços;RIFAINA;SP;3543600
8878;;2011;Comércio e Serviços;RINCÃO;SP;3543709
8879;;2011;Comércio e Serviços;RINÓPOLIS;SP;3543808
8880;2483035000;2011;Comércio e Serviços;RIO CLARO;SP;3543907
8881;;2011;Comércio e Serviços;RIO DAS PEDRAS;SP;3544004
8882;0;2011;Comércio e Serviços;RIO GRANDE DA SERRA;SP;3544103
8883;;2011;Comércio e Serviços;RIOLÂNDIA;SP;3544202
8884;8818843000;2011;Comércio e Serviços;RIVERSUL;SP;3543501
8885;0;2011;Comércio e Serviços;ROSANA;SP;3544251
8886;;2011;Comércio e Serviços;ROSEIRA;SP;3544301
8887;0;2011;Comércio e Serviços;RUBIÁCEA;SP;3544400
8888;0;2011;Comércio e Serviços;RUBINÉIA;SP;3544509
8889;0;2011;Comércio e Serviços;SABINO;SP;3544608
8890;0;2011;Comércio e Serviços;SAGRES;SP;3544707
8891;0;2011;Comércio e Serviços;SALES;SP;3544806
8892;;2011;Comércio e Serviços;SALES OLIVEIRA;SP;3544905
8893;0;2011;Comércio e Serviços;SALESÓPOLIS;SP;3545001
8894;0;2011;Comércio e Serviços;SALMOURÃO;SP;3545100
8895;;2011;Comércio e Serviços;SALTINHO;SP;3545159
8896;1784963000;2011;Comércio e Serviços;SALTO;SP;3545209
8897;0;2011;Comércio e Serviços;SALTO DE PIRAPORA;SP;3545308
8898;;2011;Comércio e Serviços;SALTO GRANDE;SP;3545407
8899;;2011;Comércio e Serviços;SANDOVALINA;SP;3545506
8900;0;2011;Comércio e Serviços;SANTA ADÉLIA;SP;3545605
8901;;2011;Comércio e Serviços;SANTA ALBERTINA;SP;3545704
8902;1515128000;2011;Comércio e Serviços;SANTA BÁRBARA D'OESTE;SP;3545803
8903;;2011;Comércio e Serviços;SANTA BRANCA;SP;3546009
8904;6709358000;2011;Comércio e Serviços;SANTA CLARA D'OESTE;SP;3546108
8905;;2011;Comércio e Serviços;SANTA CRUZ DA CONCEIÇÃO;SP;3546207
8906;5286994000;2011;Comércio e Serviços;SANTA CRUZ DA ESPERANÇA;SP;3546256
8907;;2011;Comércio e Serviços;SANTA CRUZ DAS PALMEIRAS;SP;3546306
8908;;2011;Comércio e Serviços;SANTA CRUZ DO RIO PARDO;SP;3546405
8909;0;2011;Comércio e Serviços;SANTA ERNESTINA;SP;3546504
8910;310079000;2011;Comércio e Serviços;SANTA FÉ DO SUL;SP;3546603
8911;0;2011;Comércio e Serviços;SANTA GERTRUDES;SP;3546702
8912;444800000;2011;Comércio e Serviços;SANTA ISABEL;SP;3546801
8913;0;2011;Comércio e Serviços;SANTA LÚCIA;SP;3546900
8914;;2011;Comércio e Serviços;SANTA MARIA DA SERRA;SP;3547007
8915;0;2011;Comércio e Serviços;SANTA MERCEDES;SP;3547106
8916;0;2011;Comércio e Serviços;SANTA RITA D'OESTE;SP;3547403
8917;0;2011;Comércio e Serviços;SANTA RITA DO PASSA QUATRO;SP;3547502
8918;192051000;2011;Comércio e Serviços;SANTA ROSA DE VITERBO;SP;3547601
8919;3513514000;2011;Comércio e Serviços;SANTA SALETE;SP;3547650
8920;4518849000;2011;Comércio e Serviços;SANTANA DA PONTE PENSA;SP;3547205
8921;3393672000;2011;Comércio e Serviços;SANTANA DE PARNAÍBA;SP;3547304
8922;122154000;2011;Comércio e Serviços;SANTO ANASTÁCIO;SP;3547700
8923;11399246000;2011;Comércio e Serviços;SANTO ANDRÉ;SP;3547809
8924;;2011;Comércio e Serviços;SANTO ANTÔNIO DA ALEGRIA;SP;3547908
8925;;2011;Comércio e Serviços;SANTO ANTÔNIO DE POSSE;SP;3548005
8926;;2011;Comércio e Serviços;SANTO ANTÔNIO DO ARACANGUÁ;SP;3548054
8927;;2011;Comércio e Serviços;SANTO ANTÔNIO DO JARDIM;SP;3548104
8928;0;2011;Comércio e Serviços;SANTO ANTÔNIO DO PINHAL;SP;3548203
8929;5883581000;2011;Comércio e Serviços;SANTO EXPEDITO;SP;3548302
8930;0;2011;Comércio e Serviços;SANTÓPOLIS DO AGUAPEÍ;SP;3548401
8931;10013487000;2011;Comércio e Serviços;SANTOS;SP;3548500
8932;0;2011;Comércio e Serviços;SÃO BENTO DO SAPUCAÍ;SP;3548609
8933;18740739000;2011;Comércio e Serviços;SÃO BERNARDO DO CAMPO;SP;3548708
8934;5703460000;2011;Comércio e Serviços;SÃO CAETANO DO SUL;SP;3548807
8935;3091530000;2011;Comércio e Serviços;SÃO CARLOS;SP;3548906
8936;6764957000;2011;Comércio e Serviços;SÃO FRANCISCO;SP;3549003
8937;;2011;Comércio e Serviços;SÃO JOÃO DA BOA VISTA;SP;3549102
8938;6045365000;2011;Comércio e Serviços;SÃO JOÃO DAS DUAS PONTES;SP;3549201
8939;0;2011;Comércio e Serviços;SÃO JOÃO DE IRACEMA;SP;3549250
8940;6714957000;2011;Comércio e Serviços;SÃO JOÃO DO PAU D'ALHO;SP;3549300
8941;;2011;Comércio e Serviços;SÃO JOAQUIM DA BARRA;SP;3549409
8942;0;2011;Comércio e Serviços;SÃO JOSÉ DA BELA VISTA;SP;3549508
8943;9759733000;2011;Comércio e Serviços;SÃO JOSÉ DO BARREIRO;SP;3549607
8944;;2011;Comércio e Serviços;SÃO JOSÉ DO RIO PARDO;SP;3549706
8945;7242095000;2011;Comércio e Serviços;SÃO JOSÉ DO RIO PRETO;SP;3549805
8946;10938465000;2011;Comércio e Serviços;SÃO JOSÉ DOS CAMPOS;SP;3549904
8947;0;2011;Comércio e Serviços;SÃO LOURENÇO DA SERRA;SP;3549953
8948;;2011;Comércio e Serviços;SÃO LUIZ DO PARAITINGA;SP;3550001
8949;;2011;Comércio e Serviços;SÃO MANUEL;SP;3550100
8950;121807000;2011;Comércio e Serviços;SÃO MIGUEL ARCANJO;SP;3550209
8951;312593327000;2011;Comércio e Serviços;SÃO PAULO;SP;3550308
8952;;2011;Comércio e Serviços;SÃO PEDRO;SP;3550407
8953;0;2011;Comércio e Serviços;SÃO PEDRO DO TURVO;SP;3550506
8954;;2011;Comércio e Serviços;SÃO ROQUE;SP;3550605
8955;1515818000;2011;Comércio e Serviços;SÃO SEBASTIÃO;SP;3550704
8956;;2011;Comércio e Serviços;SÃO SEBASTIÃO DA GRAMA;SP;3550803
8957;;2011;Comércio e Serviços;SÃO SIMÃO;SP;3550902
8958;2084778000;2011;Comércio e Serviços;SÃO VICENTE;SP;3551009
8959;;2011;Comércio e Serviços;SARAPUÍ;SP;3551108
8960;9372931000;2011;Comércio e Serviços;SARUTAIÁ;SP;3551207
8961;;2011;Comércio e Serviços;SEBASTIANÓPOLIS DO SUL;SP;3551306
8962;;2011;Comércio e Serviços;SERRA AZUL;SP;3551405
8963;;2011;Comércio e Serviços;SERRA NEGRA;SP;3551603
8964;0;2011;Comércio e Serviços;SERRANA;SP;3551504
8965;1460858000;2011;Comércio e Serviços;SERTÃOZINHO;SP;3551702
8966;;2011;Comércio e Serviços;SETE BARRAS;SP;3551801
8967;;2011;Comércio e Serviços;SEVERÍNIA;SP;3551900
8968;0;2011;Comércio e Serviços;SILVEIRAS;SP;3552007
8969;;2011;Comércio e Serviços;SOCORRO;SP;3552106
8970;9981845000;2011;Comércio e Serviços;SOROCABA;SP;3552205
8971;;2011;Comércio e Serviços;SUD MENNUCCI;SP;3552304
8972;3308649000;2011;Comércio e Serviços;SUMARÉ;SP;3552403
8973;;2011;Comércio e Serviços;SUZANÁPOLIS;SP;3552551
8974;2295664000;2011;Comércio e Serviços;SUZANO;SP;3552502
8975;;2011;Comércio e Serviços;TABAPUÃ;SP;3552601
8976;;2011;Comércio e Serviços;TABATINGA;SP;3552700
8977;2602041000;2011;Comércio e Serviços;TABOÃO DA SERRA;SP;3552809
8978;0;2011;Comércio e Serviços;TACIBA;SP;3552908
8979;;2011;Comércio e Serviços;TAGUAÍ;SP;3553005
8980;0;2011;Comércio e Serviços;TAIAÇU;SP;3553104
8981;0;2011;Comércio e Serviços;TAIÚVA;SP;3553203
8982;;2011;Comércio e Serviços;TAMBAÚ;SP;3553302
8983;;2011;Comércio e Serviços;TANABI;SP;3553401
8984;0;2011;Comércio e Serviços;TAPIRAÍ;SP;3553500
8985;;2011;Comércio e Serviços;TAPIRATIBA;SP;3553609
8986;5630549000;2011;Comércio e Serviços;TAQUARAL;SP;3553658
8987;453526000;2011;Comércio e Serviços;TAQUARITINGA;SP;3553708
8988;;2011;Comércio e Serviços;TAQUARITUBA;SP;3553807
8989;0;2011;Comércio e Serviços;TAQUARIVAÍ;SP;3553856
8990;0;2011;Comércio e Serviços;TARABAI;SP;3553906
8991;;2011;Comércio e Serviços;TARUMÃ;SP;3553955
8992;1075548000;2011;Comércio e Serviços;TATUÍ;SP;3554003
8993;4299144000;2011;Comércio e Serviços;TAUBATÉ;SP;3554102
8994;8418818000;2011;Comércio e Serviços;TEJUPÁ;SP;3554201
8995;;2011;Comércio e Serviços;TEODORO SAMPAIO;SP;3554300
8996;0;2011;Comércio e Serviços;TERRA ROXA;SP;3554409
8997;;2011;Comércio e Serviços;TIETÊ;SP;3554508
8998;8038029000;2011;Comércio e Serviços;TIMBURI;SP;3554607
8999;4167766000;2011;Comércio e Serviços;TORRE DE PEDRA;SP;3554656
9000;;2011;Comércio e Serviços;TORRINHA;SP;3554706
9001;0;2011;Comércio e Serviços;TRABIJU;SP;3554755
9002;0;2011;Comércio e Serviços;TREMEMBÉ;SP;3554805
9003;0;2011;Comércio e Serviços;TRÊS FRONTEIRAS;SP;3554904
9004;;2011;Comércio e Serviços;TUIUTI;SP;3554953
9005;;2011;Comércio e Serviços;TUPÃ;SP;3555000
9006;96642000;2011;Comércio e Serviços;TUPI PAULISTA;SP;3555109
9007;7364765000;2011;Comércio e Serviços;TURIÚBA;SP;3555208
9008;5908265000;2011;Comércio e Serviços;TURMALINA;SP;3555307
9009;;2011;Comércio e Serviços;UBARANA;SP;3555356
9010;;2011;Comércio e Serviços;UBATUBA;SP;3555406
9011;0;2011;Comércio e Serviços;UBIRAJARA;SP;3555505
9012;;2011;Comércio e Serviços;UCHOA;SP;3555604
9013;6859777000;2011;Comércio e Serviços;UNIÃO PAULISTA;SP;3555703
9014;;2011;Comércio e Serviços;URÂNIA;SP;3555802
9015;5097481000;2011;Comércio e Serviços;URU;SP;3555901
9016;;2011;Comércio e Serviços;URUPÊS;SP;3556008
9017;;2011;Comércio e Serviços;VALENTIM GENTIL;SP;3556107
9018;1795050000;2011;Comércio e Serviços;VALINHOS;SP;3556206
9019;;2011;Comércio e Serviços;VALPARAÍSO;SP;3556305
9020;0;2011;Comércio e Serviços;VARGEM;SP;3556354
9021;;2011;Comércio e Serviços;VARGEM GRANDE DO SUL;SP;3556404
9022;403009000;2011;Comércio e Serviços;VARGEM GRANDE PAULISTA;SP;3556453
9023;0;2011;Comércio e Serviços;VÁRZEA PAULISTA;SP;3556503
9024;0;2011;Comércio e Serviços;VERA CRUZ;SP;3556602
9025;1735972000;2011;Comércio e Serviços;VINHEDO;SP;3556701
9026;;2011;Comércio e Serviços;VIRADOURO;SP;3556800
9027;;2011;Comércio e Serviços;VISTA ALEGRE DO ALTO;SP;3556909
9028;4364086000;2011;Comércio e Serviços;VITÓRIA BRASIL;SP;3556958
9029;779130000;2011;Comércio e Serviços;VOTORANTIM;SP;3557006
9030;;2011;Comércio e Serviços;VOTUPORANGA;SP;3557105
9031;0;2011;Comércio e Serviços;ZACARIAS;SP;3557154
9032;;2012;Comércio e Serviços;ADAMANTINA;SP;3500105
9033;0;2012;Comércio e Serviços;ADOLFO;SP;3500204
9034;;2012;Comércio e Serviços;AGUAÍ;SP;3500303
9035;;2012;Comércio e Serviços;ÁGUAS DA PRATA;SP;3500402
9036;0;2012;Comércio e Serviços;ÁGUAS DE LINDÓIA;SP;3500501
9037;0;2012;Comércio e Serviços;ÁGUAS DE SANTA BÁRBARA;SP;3500550
9038;;2012;Comércio e Serviços;ÁGUAS DE SÃO PEDRO;SP;3500600
9039;;2012;Comércio e Serviços;AGUDOS;SP;3500709
9040;0;2012;Comércio e Serviços;ALAMBARI;SP;3500758
9041;0;2012;Comércio e Serviços;ALFREDO MARCONDES;SP;3500808
9042;0;2012;Comércio e Serviços;ALTAIR;SP;3500907
9043;;2012;Comércio e Serviços;ALTINÓPOLIS;SP;3501004
9044;0;2012;Comércio e Serviços;ALTO ALEGRE;SP;3501103
9045;307985000;2012;Comércio e Serviços;ALUMÍNIO;SP;3501152
9046;;2012;Comércio e Serviços;ÁLVARES FLORENCE;SP;3501202
9047;;2012;Comércio e Serviços;ÁLVARES MACHADO;SP;3501301
9048;0;2012;Comércio e Serviços;ÁLVARO DE CARVALHO;SP;3501400
9049;0;2012;Comércio e Serviços;ALVINLÂNDIA;SP;3501509
9050;4173424000;2012;Comércio e Serviços;AMERICANA;SP;3501608
9051;;2012;Comércio e Serviços;AMÉRICO BRASILIENSE;SP;3501707
9052;;2012;Comércio e Serviços;AMÉRICO DE CAMPOS;SP;3501806
9053;1057148000;2012;Comércio e Serviços;AMPARO;SP;3501905
9054;;2012;Comércio e Serviços;ANALÂNDIA;SP;3502002
9055;;2012;Comércio e Serviços;ANDRADINA;SP;3502101
9056;;2012;Comércio e Serviços;ANGATUBA;SP;3502200
9057;;2012;Comércio e Serviços;ANHEMBI;SP;3502309
9058;0;2012;Comércio e Serviços;ANHUMAS;SP;3502408
9059;0;2012;Comércio e Serviços;APARECIDA;SP;3502507
9060;0;2012;Comércio e Serviços;APARECIDA D'OESTE;SP;3502606
9061;;2012;Comércio e Serviços;APIAÍ;SP;3502705
9062;0;2012;Comércio e Serviços;ARAÇARIGUAMA;SP;3502754
9063;3221080000;2012;Comércio e Serviços;ARAÇATUBA;SP;3502804
9064;;2012;Comércio e Serviços;ARAÇOIABA DA SERRA;SP;3502903
9065;0;2012;Comércio e Serviços;ARAMINA;SP;3503000
9066;0;2012;Comércio e Serviços;ARANDU;SP;3503109
9067;6096586000;2012;Comércio e Serviços;ARAPEÍ;SP;3503158
9068;3608851000;2012;Comércio e Serviços;ARARAQUARA;SP;3503208
9069;1863345000;2012;Comércio e Serviços;ARARAS;SP;3503307
9070;5944466000;2012;Comércio e Serviços;ARCO-ÍRIS;SP;3503356
9071;;2012;Comércio e Serviços;AREALVA;SP;3503406
9072;7654357000;2012;Comércio e Serviços;AREIAS;SP;3503505
9073;0;2012;Comércio e Serviços;AREIÓPOLIS;SP;3503604
9074;147713000;2012;Comércio e Serviços;ARIRANHA;SP;3503703
9075;0;2012;Comércio e Serviços;ARTUR NOGUEIRA;SP;3503802
9076;985215000;2012;Comércio e Serviços;ARUJÁ;SP;3503901
9077;5004585000;2012;Comércio e Serviços;ASPÁSIA;SP;3503950
9078;1299828000;2012;Comércio e Serviços;ASSIS;SP;3504008
9079;2086342000;2012;Comércio e Serviços;ATIBAIA;SP;3504107
9080;0;2012;Comércio e Serviços;AURIFLAMA;SP;3504206
9081;0;2012;Comércio e Serviços;AVAÍ;SP;3504305
9082;;2012;Comércio e Serviços;AVANHANDAVA;SP;3504404
9083;;2012;Comércio e Serviços;AVARÉ;SP;3504503
9084;;2012;Comércio e Serviços;BADY BASSITT;SP;3504602
9085;5267495000;2012;Comércio e Serviços;BALBINOS;SP;3504701
9086;;2012;Comércio e Serviços;BÁLSAMO;SP;3504800
9087;0;2012;Comércio e Serviços;BANANAL;SP;3504909
9088;14926000;2012;Comércio e Serviços;BARÃO DE ANTONINA;SP;3505005
9089;0;2012;Comércio e Serviços;BARBOSA;SP;3505104
9090;;2012;Comércio e Serviços;BARIRI;SP;3505203
9091;;2012;Comércio e Serviços;BARRA BONITA;SP;3505302
9092;0;2012;Comércio e Serviços;BARRA DO CHAPÉU;SP;3505351
9093;0;2012;Comércio e Serviços;BARRA DO TURVO;SP;3505401
9094;1538449000;2012;Comércio e Serviços;BARRETOS;SP;3505500
9095;;2012;Comércio e Serviços;BARRINHA;SP;3505609
9096;22705316000;2012;Comércio e Serviços;BARUERI;SP;3505708
9097;;2012;Comércio e Serviços;BASTOS;SP;3505807
9098;;2012;Comércio e Serviços;BATATAIS;SP;3505906
9099;6063778000;2012;Comércio e Serviços;BAURU;SP;3506003
9100;1053348000;2012;Comércio e Serviços;BEBEDOURO;SP;3506102
9101;;2012;Comércio e Serviços;BENTO DE ABREU;SP;3506201
9102;;2012;Comércio e Serviços;BERNARDINO DE CAMPOS;SP;3506300
9103;671808000;2012;Comércio e Serviços;BERTIOGA;SP;3506359
9104;0;2012;Comércio e Serviços;BILAC;SP;3506409
9105;1057364000;2012;Comércio e Serviços;BIRIGUI;SP;3506508
9106;;2012;Comércio e Serviços;BIRITIBA MIRIM;SP;3506607
9107;;2012;Comércio e Serviços;BOA ESPERANÇA DO SUL;SP;3506706
9108;;2012;Comércio e Serviços;BOCAINA;SP;3506805
9109;;2012;Comércio e Serviços;BOFETE;SP;3506904
9110;0;2012;Comércio e Serviços;BOITUVA;SP;3507001
9111;0;2012;Comércio e Serviços;BOM JESUS DOS PERDÕES;SP;3507100
9112;9558365000;2012;Comércio e Serviços;BOM SUCESSO DE ITARARÉ;SP;3507159
9113;0;2012;Comércio e Serviços;BORÁ;SP;3507209
9114;;2012;Comércio e Serviços;BORACÉIA;SP;3507308
9115;;2012;Comércio e Serviços;BORBOREMA;SP;3507407
9116;0;2012;Comércio e Serviços;BOREBI;SP;3507456
9117;1572943000;2012;Comércio e Serviços;BOTUCATU;SP;3507506
9118;1948855000;2012;Comércio e Serviços;BRAGANÇA PAULISTA;SP;3507605
9119;0;2012;Comércio e Serviços;BRAÚNA;SP;3507704
9120;;2012;Comércio e Serviços;BREJO ALEGRE;SP;3507753
9121;;2012;Comércio e Serviços;BRODOWSKI;SP;3507803
9122;211635000;2012;Comércio e Serviços;BROTAS;SP;3507902
9123;;2012;Comércio e Serviços;BURI;SP;3508009
9124;;2012;Comércio e Serviços;BURITAMA;SP;3508108
9125;0;2012;Comércio e Serviços;BURITIZAL;SP;3508207
9126;0;2012;Comércio e Serviços;CABRÁLIA PAULISTA;SP;3508306
9127;;2012;Comércio e Serviços;CABREÚVA;SP;3508405
9128;1086424000;2012;Comércio e Serviços;CAÇAPAVA;SP;3508504
9129;0;2012;Comércio e Serviços;CACHOEIRA PAULISTA;SP;3508603
9130;;2012;Comércio e Serviços;CACONDE;SP;3508702
9131;;2012;Comércio e Serviços;CAFELÂNDIA;SP;3508801
9132;0;2012;Comércio e Serviços;CAIABU;SP;3508900
9133;0;2012;Comércio e Serviços;CAIEIRAS;SP;3509007
9134;0;2012;Comércio e Serviços;CAIUÁ;SP;3509106
9135;3300994000;2012;Comércio e Serviços;CAJAMAR;SP;3509205
9136;;2012;Comércio e Serviços;CAJATI;SP;3509254
9137;0;2012;Comércio e Serviços;CAJOBI;SP;3509304
9138;;2012;Comércio e Serviços;CAJURU;SP;3509403
9139;0;2012;Comércio e Serviços;CAMPINA DO MONTE ALEGRE;SP;3509452
9140;27198880000;2012;Comércio e Serviços;CAMPINAS;SP;3509502
9141;0;2012;Comércio e Serviços;CAMPO LIMPO PAULISTA;SP;3509601
9142;0;2012;Comércio e Serviços;CAMPOS DO JORDÃO;SP;3509700
9143;0;2012;Comércio e Serviços;CAMPOS NOVOS PAULISTA;SP;3509809
9144;129932000;2012;Comércio e Serviços;CANANÉIA;SP;3509908
9145;0;2012;Comércio e Serviços;CANAS;SP;3509957
9146;;2012;Comércio e Serviços;CÂNDIDO MOTA;SP;3510005
9147;0;2012;Comércio e Serviços;CÂNDIDO RODRIGUES;SP;3510104
9148;0;2012;Comércio e Serviços;CANITAR;SP;3510153
9149;;2012;Comércio e Serviços;CAPÃO BONITO;SP;3510203
9150;;2012;Comércio e Serviços;CAPELA DO ALTO;SP;3510302
9151;;2012;Comércio e Serviços;CAPIVARI;SP;3510401
9152;1200182000;2012;Comércio e Serviços;CARAGUATATUBA;SP;3510500
9153;1968462000;2012;Comércio e Serviços;CARAPICUÍBA;SP;3510609
9154;;2012;Comércio e Serviços;CARDOSO;SP;3510708
9155;;2012;Comércio e Serviços;CASA BRANCA;SP;3510807
9156;0;2012;Comércio e Serviços;CÁSSIA DOS COQUEIROS;SP;3510906
9157;;2012;Comércio e Serviços;CASTILHO;SP;3511003
9158;1701985000;2012;Comércio e Serviços;CATANDUVA;SP;3511102
9159;0;2012;Comércio e Serviços;CATIGUÁ;SP;3511201
9160;;2012;Comércio e Serviços;CEDRAL;SP;3511300
9161;;2012;Comércio e Serviços;CERQUEIRA CÉSAR;SP;3511409
9162;;2012;Comércio e Serviços;CERQUILHO;SP;3511508
9163;;2012;Comércio e Serviços;CESÁRIO LANGE;SP;3511607
9164;;2012;Comércio e Serviços;CHARQUEADA;SP;3511706
9165;;2012;Comércio e Serviços;CHAVANTES;SP;3557204
9166;0;2012;Comércio e Serviços;CLEMENTINA;SP;3511904
9167;;2012;Comércio e Serviços;COLINA;SP;3512001
9168;;2012;Comércio e Serviços;COLÔMBIA;SP;3512100
9169;;2012;Comércio e Serviços;CONCHAL;SP;3512209
9170;;2012;Comércio e Serviços;CONCHAS;SP;3512308
9171;;2012;Comércio e Serviços;CORDEIRÓPOLIS;SP;3512407
9172;;2012;Comércio e Serviços;COROADOS;SP;3512506
9173;0;2012;Comércio e Serviços;CORONEL MACEDO;SP;3512605
9174;0;2012;Comércio e Serviços;CORUMBATAÍ;SP;3512704
9175;0;2012;Comércio e Serviços;COSMÓPOLIS;SP;3512803
9176;;2012;Comércio e Serviços;COSMORAMA;SP;3512902
9177;4013138000;2012;Comércio e Serviços;COTIA;SP;3513009
9178;313015000;2012;Comércio e Serviços;CRAVINHOS;SP;3513108
9179;;2012;Comércio e Serviços;CRISTAIS PAULISTA;SP;3513207
9180;0;2012;Comércio e Serviços;CRUZÁLIA;SP;3513306
9181;0;2012;Comércio e Serviços;CRUZEIRO;SP;3513405
9182;3124661000;2012;Comércio e Serviços;CUBATÃO;SP;3513504
9183;0;2012;Comércio e Serviços;CUNHA;SP;3513603
9184;;2012;Comércio e Serviços;DESCALVADO;SP;3513702
9185;4719272000;2012;Comércio e Serviços;DIADEMA;SP;3513801
9186;7705633000;2012;Comércio e Serviços;DIRCE REIS;SP;3513850
9187;102402000;2012;Comércio e Serviços;DIVINOLÂNDIA;SP;3513900
9188;0;2012;Comércio e Serviços;DOBRADA;SP;3514007
9189;;2012;Comércio e Serviços;DOIS CÓRREGOS;SP;3514106
9190;8183916000;2012;Comércio e Serviços;DOLCINÓPOLIS;SP;3514205
9191;;2012;Comércio e Serviços;DOURADO;SP;3514304
9192;;2012;Comércio e Serviços;DRACENA;SP;3514403
9193;;2012;Comércio e Serviços;DUARTINA;SP;3514502
9194;;2012;Comércio e Serviços;DUMONT;SP;3514601
9195;;2012;Comércio e Serviços;ECHAPORÃ;SP;3514700
9196;0;2012;Comércio e Serviços;ELDORADO;SP;3514809
9197;;2012;Comércio e Serviços;ELIAS FAUSTO;SP;3514908
9198;0;2012;Comércio e Serviços;ELISIÁRIO;SP;3514924
9199;9158255000;2012;Comércio e Serviços;EMBAÚBA;SP;3514957
9200;3215517000;2012;Comércio e Serviços;EMBU DAS ARTES;SP;3515004
9201;0;2012;Comércio e Serviços;EMBU-GUAÇU;SP;3515103
9202;0;2012;Comércio e Serviços;EMILIANÓPOLIS;SP;3515129
9203;0;2012;Comércio e Serviços;ENGENHEIRO COELHO;SP;3515152
9204;;2012;Comércio e Serviços;ESPÍRITO SANTO DO PINHAL;SP;3515186
9205;;2012;Comércio e Serviços;ESPÍRITO SANTO DO TURVO;SP;3515194
9206;;2012;Comércio e Serviços;ESTIVA GERBI;SP;3557303
9207;0;2012;Comércio e Serviços;ESTRELA D'OESTE;SP;3515202
9208;0;2012;Comércio e Serviços;ESTRELA DO NORTE;SP;3515301
