keypib;valorpib;anopib;setorpib;nomecidadepib;ufpib;codigoibge
27935;0;2017;Administração Pública;GUAIMBÊ;SP;3517307
27936;0;2017;Administração Pública;GUAÍRA;SP;3517406
27937;;2017;Administração Pública;GUAPIAÇU;SP;3517505
27938;;2017;Administração Pública;GUAPIARA;SP;3517604
27939;;2017;Administração Pública;GUARÁ;SP;3517703
27940;;2017;Administração Pública;GUARAÇAÍ;SP;3517802
27941;;2017;Administração Pública;GUARACI;SP;3517901
27942;0;2017;Administração Pública;GUARANI D'OESTE;SP;3518008
27943;;2017;Administração Pública;GUARANTÃ;SP;3518107
27944;;2017;Administração Pública;GUARARAPES;SP;3518206
27945;;2017;Administração Pública;GUARAREMA;SP;3518305
27946;0;2017;Administração Pública;GUARATINGUETÁ;SP;3518404
27947;0;2017;Administração Pública;GUAREÍ;SP;3518503
27948;144569000;2017;Administração Pública;GUARIBA;SP;3518602
27949;1392762000;2017;Administração Pública;GUARUJÁ;SP;3518701
27950;5192962000;2017;Administração Pública;GUARULHOS;SP;3518800
27951;0;2017;Administração Pública;GUATAPARÁ;SP;3518859
27952;0;2017;Administração Pública;GUZOLÂNDIA;SP;3518909
27953;;2017;Administração Pública;HERCULÂNDIA;SP;3519006
27954;;2017;Administração Pública;HOLAMBRA;SP;3519055
27955;0;2017;Administração Pública;HORTOLÂNDIA;SP;3519071
27956;0;2017;Administração Pública;IACANGA;SP;3519105
27957;;2017;Administração Pública;IACRI;SP;3519204
27958;0;2017;Administração Pública;IARAS;SP;3519253
27959;124109000;2017;Administração Pública;IBATÉ;SP;3519303
27960;;2017;Administração Pública;IBIRÁ;SP;3519402
27961;;2017;Administração Pública;IBIRAREMA;SP;3519501
27962;0;2017;Administração Pública;IBITINGA;SP;3519600
27963;;2017;Administração Pública;IBIÚNA;SP;3519709
27964;;2017;Administração Pública;ICÉM;SP;3519808
27965;;2017;Administração Pública;IEPÊ;SP;3519907
27966;;2017;Administração Pública;IGARAÇU DO TIETÊ;SP;3520004
27967;;2017;Administração Pública;IGARAPAVA;SP;3520103
27968;0;2017;Administração Pública;IGARATÁ;SP;3520202
27969;0;2017;Administração Pública;IGUAPE;SP;3520301
27970;0;2017;Administração Pública;ILHA COMPRIDA;SP;3520426
27971;0;2017;Administração Pública;ILHA SOLTEIRA;SP;3520442
27972;219988000;2017;Administração Pública;ILHABELA;SP;3520400
27973;1017718000;2017;Administração Pública;INDAIATUBA;SP;3520509
27974;0;2017;Administração Pública;INDIANA;SP;3520608
27975;0;2017;Administração Pública;INDIAPORÃ;SP;3520707
27976;0;2017;Administração Pública;INÚBIA PAULISTA;SP;3520806
27977;;2017;Administração Pública;IPAUSSU;SP;3520905
27978;;2017;Administração Pública;IPERÓ;SP;3521002
27979;;2017;Administração Pública;IPEÚNA;SP;3521101
27980;;2017;Administração Pública;IPIGUÁ;SP;3521150
27981;0;2017;Administração Pública;IPORANGA;SP;3521200
27982;;2017;Administração Pública;IPUÃ;SP;3521309
27983;;2017;Administração Pública;IRACEMÁPOLIS;SP;3521408
27984;0;2017;Administração Pública;IRAPUÃ;SP;3521507
27985;0;2017;Administração Pública;IRAPURU;SP;3521606
27986;;2017;Administração Pública;ITABERÁ;SP;3521705
27987;0;2017;Administração Pública;ITAÍ;SP;3521804
27988;0;2017;Administração Pública;ITAJOBI;SP;3521903
27989;;2017;Administração Pública;ITAJU;SP;3522000
27990;445585000;2017;Administração Pública;ITANHAÉM;SP;3522109
27991;0;2017;Administração Pública;ITAOCA;SP;3522158
27992;0;2017;Administração Pública;ITAPECERICA DA SERRA;SP;3522208
27993;0;2017;Administração Pública;ITAPETININGA;SP;3522307
27994;0;2017;Administração Pública;ITAPEVA;SP;3522406
27995;0;2017;Administração Pública;ITAPEVI;SP;3522505
27996;0;2017;Administração Pública;ITAPIRA;SP;3522604
27997;0;2017;Administração Pública;ITAPIRAPUÃ PAULISTA;SP;3522653
27998;;2017;Administração Pública;ITÁPOLIS;SP;3522703
27999;;2017;Administração Pública;ITAPORANGA;SP;3522802
28000;53897000;2017;Administração Pública;ITAPUÍ;SP;3522901
28001;0;2017;Administração Pública;ITAPURA;SP;3523008
28002;1168908000;2017;Administração Pública;ITAQUAQUECETUBA;SP;3523107
28003;;2017;Administração Pública;ITARARÉ;SP;3523206
28004;;2017;Administração Pública;ITARIRI;SP;3523305
28005;0;2017;Administração Pública;ITATIBA;SP;3523404
28006;;2017;Administração Pública;ITATINGA;SP;3523503
28007;;2017;Administração Pública;ITIRAPINA;SP;3523602
28008;0;2017;Administração Pública;ITIRAPUÃ;SP;3523701
28009;0;2017;Administração Pública;ITOBI;SP;3523800
28010;0;2017;Administração Pública;ITU;SP;3523909
28011;0;2017;Administração Pública;ITUPEVA;SP;3524006
28012;;2017;Administração Pública;ITUVERAVA;SP;3524105
28013;;2017;Administração Pública;JABORANDI;SP;3524204
28014;0;2017;Administração Pública;JABOTICABAL;SP;3524303
28015;0;2017;Administração Pública;JACAREÍ;SP;3524402
28016;;2017;Administração Pública;JACI;SP;3524501
28017;;2017;Administração Pública;JACUPIRANGA;SP;3524600
28018;0;2017;Administração Pública;JAGUARIÚNA;SP;3524709
28019;;2017;Administração Pública;JALES;SP;3524808
28020;0;2017;Administração Pública;JAMBEIRO;SP;3524907
28021;0;2017;Administração Pública;JANDIRA;SP;3525003
28022;;2017;Administração Pública;JARDINÓPOLIS;SP;3525102
28023;0;2017;Administração Pública;JARINU;SP;3525201
28024;0;2017;Administração Pública;JAÚ;SP;3525300
28025;;2017;Administração Pública;JERIQUARA;SP;3525409
28026;;2017;Administração Pública;JOANÓPOLIS;SP;3525508
28027;0;2017;Administração Pública;JOÃO RAMALHO;SP;3525607
28028;0;2017;Administração Pública;JOSÉ BONIFÁCIO;SP;3525706
28029;0;2017;Administração Pública;JÚLIO MESQUITA;SP;3525805
28030;0;2017;Administração Pública;JUMIRIM;SP;3525854
28031;1915874000;2017;Administração Pública;JUNDIAÍ;SP;3525904
28032;;2017;Administração Pública;JUNQUEIRÓPOLIS;SP;3526001
28033;;2017;Administração Pública;JUQUIÁ;SP;3526100
28034;0;2017;Administração Pública;JUQUITIBA;SP;3526209
28035;0;2017;Administração Pública;LAGOINHA;SP;3526308
28036;109869000;2017;Administração Pública;LARANJAL PAULISTA;SP;3526407
28037;0;2017;Administração Pública;LAVÍNIA;SP;3526506
28038;0;2017;Administração Pública;LAVRINHAS;SP;3526605
28039;0;2017;Administração Pública;LEME;SP;3526704
28040;0;2017;Administração Pública;LENÇÓIS PAULISTA;SP;3526803
28041;1137999000;2017;Administração Pública;LIMEIRA;SP;3526902
28042;0;2017;Administração Pública;LINDÓIA;SP;3527009
28043;0;2017;Administração Pública;LINS;SP;3527108
28044;0;2017;Administração Pública;LORENA;SP;3527207
28045;0;2017;Administração Pública;LOURDES;SP;3527256
28046;0;2017;Administração Pública;LOUVEIRA;SP;3527306
28047;;2017;Administração Pública;LUCÉLIA;SP;3527405
28048;0;2017;Administração Pública;LUCIANÓPOLIS;SP;3527504
28049;69814000;2017;Administração Pública;LUÍS ANTÔNIO;SP;3527603
28050;0;2017;Administração Pública;LUIZIÂNIA;SP;3527702
28051;;2017;Administração Pública;LUPÉRCIO;SP;3527801
28052;0;2017;Administração Pública;LUTÉCIA;SP;3527900
28053;;2017;Administração Pública;MACATUBA;SP;3528007
28054;0;2017;Administração Pública;MACAUBAL;SP;3528106
28055;0;2017;Administração Pública;MACEDÔNIA;SP;3528205
28056;0;2017;Administração Pública;MAGDA;SP;3528304
28057;;2017;Administração Pública;MAIRINQUE;SP;3528403
28058;0;2017;Administração Pública;MAIRIPORÃ;SP;3528502
28059;;2017;Administração Pública;MANDURI;SP;3528601
28060;0;2017;Administração Pública;MARABÁ PAULISTA;SP;3528700
28061;;2017;Administração Pública;MARACAÍ;SP;3528809
28062;;2017;Administração Pública;MARAPOAMA;SP;3528858
28063;0;2017;Administração Pública;MARIÁPOLIS;SP;3528908
28064;0;2017;Administração Pública;MARÍLIA;SP;3529005
28065;0;2017;Administração Pública;MARINÓPOLIS;SP;3529104
28066;;2017;Administração Pública;MARTINÓPOLIS;SP;3529203
28067;303191000;2017;Administração Pública;MATÃO;SP;3529302
28068;1407372000;2017;Administração Pública;MAUÁ;SP;3529401
28069;;2017;Administração Pública;MENDONÇA;SP;3529500
28070;;2017;Administração Pública;MERIDIANO;SP;3529609
28071;0;2017;Administração Pública;MESÓPOLIS;SP;3529658
28072;;2017;Administração Pública;MIGUELÓPOLIS;SP;3529708
28073;;2017;Administração Pública;MINEIROS DO TIETÊ;SP;3529807
28074;0;2017;Administração Pública;MIRA ESTRELA;SP;3530003
28075;;2017;Administração Pública;MIRACATU;SP;3529906
28076;;2017;Administração Pública;MIRANDÓPOLIS;SP;3530102
28077;;2017;Administração Pública;MIRANTE DO PARANAPANEMA;SP;3530201
28078;;2017;Administração Pública;MIRASSOL;SP;3530300
28079;;2017;Administração Pública;MIRASSOLÂNDIA;SP;3530409
28080;0;2017;Administração Pública;MOCOCA;SP;3530508
28081;1460490000;2017;Administração Pública;MOGI DAS CRUZES;SP;3530607
28082;0;2017;Administração Pública;MOGI GUAÇU;SP;3530706
28083;0;2017;Administração Pública;MOGI MIRIM;SP;3530805
28084;;2017;Administração Pública;MOMBUCA;SP;3530904
28085;0;2017;Administração Pública;MONÇÕES;SP;3531001
28086;0;2017;Administração Pública;MONGAGUÁ;SP;3531100
28087;;2017;Administração Pública;MONTE ALEGRE DO SUL;SP;3531209
28088;;2017;Administração Pública;MONTE ALTO;SP;3531308
28089;0;2017;Administração Pública;MONTE APRAZÍVEL;SP;3531407
28090;0;2017;Administração Pública;MONTE AZUL PAULISTA;SP;3531506
28091;0;2017;Administração Pública;MONTE CASTELO;SP;3531605
28092;0;2017;Administração Pública;MONTE MOR;SP;3531803
28093;0;2017;Administração Pública;MONTEIRO LOBATO;SP;3531704
28094;0;2017;Administração Pública;MORRO AGUDO;SP;3531902
28095;;2017;Administração Pública;MORUNGABA;SP;3532009
28096;0;2017;Administração Pública;MOTUCA;SP;3532058
28097;0;2017;Administração Pública;MURUTINGA DO SUL;SP;3532108
28098;0;2017;Administração Pública;NANTES;SP;3532157
28099;;2017;Administração Pública;NARANDIBA;SP;3532207
28100;0;2017;Administração Pública;NATIVIDADE DA SERRA;SP;3532306
28101;;2017;Administração Pública;NAZARÉ PAULISTA;SP;3532405
28102;;2017;Administração Pública;NEVES PAULISTA;SP;3532504
28103;;2017;Administração Pública;NHANDEARA;SP;3532603
28104;;2017;Administração Pública;NIPOÃ;SP;3532702
28105;;2017;Administração Pública;NOVA ALIANÇA;SP;3532801
28106;;2017;Administração Pública;NOVA CAMPINA;SP;3532827
28107;0;2017;Administração Pública;NOVA CANAÃ PAULISTA;SP;3532843
28108;0;2017;Administração Pública;NOVA CASTILHO;SP;3532868
28109;;2017;Administração Pública;NOVA EUROPA;SP;3532900
28110;;2017;Administração Pública;NOVA GRANADA;SP;3533007
28111;0;2017;Administração Pública;NOVA GUATAPORANGA;SP;3533106
28112;;2017;Administração Pública;NOVA INDEPENDÊNCIA;SP;3533205
28113;0;2017;Administração Pública;NOVA LUZITÂNIA;SP;3533304
28114;0;2017;Administração Pública;NOVA ODESSA;SP;3533403
28115;0;2017;Administração Pública;NOVAIS;SP;3533254
28116;;2017;Administração Pública;NOVO HORIZONTE;SP;3533502
28117;;2017;Administração Pública;NUPORANGA;SP;3533601
28118;;2017;Administração Pública;OCAUÇU;SP;3533700
28119;0;2017;Administração Pública;ÓLEO;SP;3533809
28120;;2017;Administração Pública;OLÍMPIA;SP;3533908
28121;;2017;Administração Pública;ONDA VERDE;SP;3534005
28122;;2017;Administração Pública;ORIENTE;SP;3534104
28123;;2017;Administração Pública;ORINDIÚVA;SP;3534203
28124;;2017;Administração Pública;ORLÂNDIA;SP;3534302
28125;2701829000;2017;Administração Pública;OSASCO;SP;3534401
28126;14220000;2017;Administração Pública;OSCAR BRESSANE;SP;3534500
28127;;2017;Administração Pública;OSVALDO CRUZ;SP;3534609
28128;0;2017;Administração Pública;OURINHOS;SP;3534708
28129;0;2017;Administração Pública;OURO VERDE;SP;3534807
28130;;2017;Administração Pública;OUROESTE;SP;3534757
28131;0;2017;Administração Pública;PACAEMBU;SP;3534906
28132;;2017;Administração Pública;PALESTINA;SP;3535002
28133;0;2017;Administração Pública;PALMARES PAULISTA;SP;3535101
28134;;2017;Administração Pública;PALMEIRA D'OESTE;SP;3535200
28135;;2017;Administração Pública;PALMITAL;SP;3535309
28136;;2017;Administração Pública;PANORAMA;SP;3535408
28137;;2017;Administração Pública;PARAGUAÇU PAULISTA;SP;3535507
28138;0;2017;Administração Pública;PARAIBUNA;SP;3535606
28139;;2017;Administração Pública;PARAÍSO;SP;3535705
28140;;2017;Administração Pública;PARANAPANEMA;SP;3535804
28141;0;2017;Administração Pública;PARANAPUÃ;SP;3535903
28142;0;2017;Administração Pública;PARAPUÃ;SP;3536000
28143;;2017;Administração Pública;PARDINHO;SP;3536109
28144;;2017;Administração Pública;PARIQUERA-AÇU;SP;3536208
28145;0;2017;Administração Pública;PARISI;SP;3536257
28146;;2017;Administração Pública;PATROCÍNIO PAULISTA;SP;3536307
28147;;2017;Administração Pública;PAULICÉIA;SP;3536406
28148;0;2017;Administração Pública;PAULÍNIA;SP;3536505
28149;0;2017;Administração Pública;PAULISTÂNIA;SP;3536570
28150;38985000;2017;Administração Pública;PAULO DE FARIA;SP;3536604
28151;0;2017;Administração Pública;PEDERNEIRAS;SP;3536703
28152;0;2017;Administração Pública;PEDRA BELA;SP;3536802
28153;0;2017;Administração Pública;PEDRANÓPOLIS;SP;3536901
28154;;2017;Administração Pública;PEDREGULHO;SP;3537008
28155;0;2017;Administração Pública;PEDREIRA;SP;3537107
28156;;2017;Administração Pública;PEDRINHAS PAULISTA;SP;3537156
28157;0;2017;Administração Pública;PEDRO DE TOLEDO;SP;3537206
28158;;2017;Administração Pública;PENÁPOLIS;SP;3537305
28159;;2017;Administração Pública;PEREIRA BARRETO;SP;3537404
28160;;2017;Administração Pública;PEREIRAS;SP;3537503
28161;;2017;Administração Pública;PERUÍBE;SP;3537602
28162;0;2017;Administração Pública;PIACATU;SP;3537701
28163;;2017;Administração Pública;PIEDADE;SP;3537800
28164;;2017;Administração Pública;PILAR DO SUL;SP;3537909
28165;0;2017;Administração Pública;PINDAMONHANGABA;SP;3538006
28166;;2017;Administração Pública;PINDORAMA;SP;3538105
28167;;2017;Administração Pública;PINHALZINHO;SP;3538204
28168;0;2017;Administração Pública;PIQUEROBI;SP;3538303
28169;;2017;Administração Pública;PIQUETE;SP;3538501
28170;0;2017;Administração Pública;PIRACAIA;SP;3538600
28171;1621039000;2017;Administração Pública;PIRACICABA;SP;3538709
28172;;2017;Administração Pública;PIRAJU;SP;3538808
28173;;2017;Administração Pública;PIRAJUÍ;SP;3538907
28174;;2017;Administração Pública;PIRANGI;SP;3539004
28175;0;2017;Administração Pública;PIRAPORA DO BOM JESUS;SP;3539103
28176;;2017;Administração Pública;PIRAPOZINHO;SP;3539202
28177;0;2017;Administração Pública;PIRASSUNUNGA;SP;3539301
28178;;2017;Administração Pública;PIRATININGA;SP;3539400
28179;;2017;Administração Pública;PITANGUEIRAS;SP;3539509
28180;;2017;Administração Pública;PLANALTO;SP;3539608
28181;0;2017;Administração Pública;PLATINA;SP;3539707
28182;0;2017;Administração Pública;POÁ;SP;3539806
28183;;2017;Administração Pública;POLONI;SP;3539905
28184;;2017;Administração Pública;POMPÉIA;SP;3540002
28185;0;2017;Administração Pública;PONGAÍ;SP;3540101
28186;162993000;2017;Administração Pública;PONTAL;SP;3540200
28187;0;2017;Administração Pública;PONTALINDA;SP;3540259
28188;;2017;Administração Pública;PONTES GESTAL;SP;3540309
28189;0;2017;Administração Pública;POPULINA;SP;3540408
28190;;2017;Administração Pública;PORANGABA;SP;3540507
28191;;2017;Administração Pública;PORTO FELIZ;SP;3540606
28192;;2017;Administração Pública;PORTO FERREIRA;SP;3540705
28193;0;2017;Administração Pública;POTIM;SP;3540754
28194;;2017;Administração Pública;POTIRENDABA;SP;3540804
28195;0;2017;Administração Pública;PRACINHA;SP;3540853
28196;;2017;Administração Pública;PRADÓPOLIS;SP;3540903
28197;1372878000;2017;Administração Pública;PRAIA GRANDE;SP;3541000
28198;0;2017;Administração Pública;PRATÂNIA;SP;3541059
28199;;2017;Administração Pública;PRESIDENTE ALVES;SP;3541109
28200;;2017;Administração Pública;PRESIDENTE BERNARDES;SP;3541208
28201;;2017;Administração Pública;PRESIDENTE EPITÁCIO;SP;3541307
28202;0;2017;Administração Pública;PRESIDENTE PRUDENTE;SP;3541406
28203;139142000;2017;Administração Pública;PRESIDENTE VENCESLAU;SP;3541505
28204;;2017;Administração Pública;PROMISSÃO;SP;3541604
28205;;2017;Administração Pública;QUADRA;SP;3541653
28206;;2017;Administração Pública;QUATÁ;SP;3541703
28207;;2017;Administração Pública;QUEIROZ;SP;3541802
28208;0;2017;Administração Pública;QUELUZ;SP;3541901
28209;;2017;Administração Pública;QUINTANA;SP;3542008
28210;;2017;Administração Pública;RAFARD;SP;3542107
28211;;2017;Administração Pública;RANCHARIA;SP;3542206
28212;0;2017;Administração Pública;REDENÇÃO DA SERRA;SP;3542305
28213;;2017;Administração Pública;REGENTE FEIJÓ;SP;3542404
28214;0;2017;Administração Pública;REGINÓPOLIS;SP;3542503
28215;0;2017;Administração Pública;REGISTRO;SP;3542602
28216;;2017;Administração Pública;RESTINGA;SP;3542701
28217;;2017;Administração Pública;RIBEIRA;SP;3542800
28218;;2017;Administração Pública;RIBEIRÃO BONITO;SP;3542909
28219;;2017;Administração Pública;RIBEIRÃO BRANCO;SP;3543006
28220;;2017;Administração Pública;RIBEIRÃO CORRENTE;SP;3543105
28221;;2017;Administração Pública;RIBEIRÃO DO SUL;SP;3543204
28222;0;2017;Administração Pública;RIBEIRÃO DOS ÍNDIOS;SP;3543238
28223;;2017;Administração Pública;RIBEIRÃO GRANDE;SP;3543253
28224;0;2017;Administração Pública;RIBEIRÃO PIRES;SP;3543303
28225;2781990000;2017;Administração Pública;RIBEIRÃO PRETO;SP;3543402
28226;;2017;Administração Pública;RIFAINA;SP;3543600
28227;;2017;Administração Pública;RINCÃO;SP;3543709
28228;0;2017;Administração Pública;RINÓPOLIS;SP;3543808
28229;0;2017;Administração Pública;RIO CLARO;SP;3543907
28230;;2017;Administração Pública;RIO DAS PEDRAS;SP;3544004
28231;0;2017;Administração Pública;RIO GRANDE DA SERRA;SP;3544103
28232;;2017;Administração Pública;RIOLÂNDIA;SP;3544202
28233;0;2017;Administração Pública;RIVERSUL;SP;3543501
28234;;2017;Administração Pública;ROSANA;SP;3544251
28235;0;2017;Administração Pública;ROSEIRA;SP;3544301
28236;0;2017;Administração Pública;RUBIÁCEA;SP;3544400
28237;0;2017;Administração Pública;RUBINÉIA;SP;3544509
28238;0;2017;Administração Pública;SABINO;SP;3544608
28239;0;2017;Administração Pública;SAGRES;SP;3544707
28240;0;2017;Administração Pública;SALES;SP;3544806
28241;0;2017;Administração Pública;SALES OLIVEIRA;SP;3544905
28242;;2017;Administração Pública;SALESÓPOLIS;SP;3545001
28243;;2017;Administração Pública;SALMOURÃO;SP;3545100
28244;;2017;Administração Pública;SALTINHO;SP;3545159
28245;0;2017;Administração Pública;SALTO;SP;3545209
28246;;2017;Administração Pública;SALTO DE PIRAPORA;SP;3545308
28247;;2017;Administração Pública;SALTO GRANDE;SP;3545407
28248;;2017;Administração Pública;SANDOVALINA;SP;3545506
28249;;2017;Administração Pública;SANTA ADÉLIA;SP;3545605
28250;;2017;Administração Pública;SANTA ALBERTINA;SP;3545704
28251;0;2017;Administração Pública;SANTA BÁRBARA D'OESTE;SP;3545803
28252;0;2017;Administração Pública;SANTA BRANCA;SP;3546009
28253;0;2017;Administração Pública;SANTA CLARA D'OESTE;SP;3546108
28254;;2017;Administração Pública;SANTA CRUZ DA CONCEIÇÃO;SP;3546207
28255;0;2017;Administração Pública;SANTA CRUZ DA ESPERANÇA;SP;3546256
28256;0;2017;Administração Pública;SANTA CRUZ DAS PALMEIRAS;SP;3546306
28257;0;2017;Administração Pública;SANTA CRUZ DO RIO PARDO;SP;3546405
28258;;2017;Administração Pública;SANTA ERNESTINA;SP;3546504
28259;;2017;Administração Pública;SANTA FÉ DO SUL;SP;3546603
28260;;2017;Administração Pública;SANTA GERTRUDES;SP;3546702
28261;;2017;Administração Pública;SANTA ISABEL;SP;3546801
28262;0;2017;Administração Pública;SANTA LÚCIA;SP;3546900
28263;;2017;Administração Pública;SANTA MARIA DA SERRA;SP;3547007
28264;;2017;Administração Pública;SANTA MERCEDES;SP;3547106
28265;0;2017;Administração Pública;SANTA RITA D'OESTE;SP;3547403
28266;;2017;Administração Pública;SANTA RITA DO PASSA QUATRO;SP;3547502
28267;;2017;Administração Pública;SANTA ROSA DE VITERBO;SP;3547601
28268;0;2017;Administração Pública;SANTA SALETE;SP;3547650
28269;0;2017;Administração Pública;SANTANA DA PONTE PENSA;SP;3547205
28270;0;2017;Administração Pública;SANTANA DE PARNAÍBA;SP;3547304
28271;;2017;Administração Pública;SANTO ANASTÁCIO;SP;3547700
28272;2469773000;2017;Administração Pública;SANTO ANDRÉ;SP;3547809
28273;0;2017;Administração Pública;SANTO ANTÔNIO DA ALEGRIA;SP;3547908
28274;0;2017;Administração Pública;SANTO ANTÔNIO DE POSSE;SP;3548005
28275;;2017;Administração Pública;SANTO ANTÔNIO DO ARACANGUÁ;SP;3548054
28276;;2017;Administração Pública;SANTO ANTÔNIO DO JARDIM;SP;3548104
28277;;2017;Administração Pública;SANTO ANTÔNIO DO PINHAL;SP;3548203
28278;0;2017;Administração Pública;SANTO EXPEDITO;SP;3548302
28279;0;2017;Administração Pública;SANTÓPOLIS DO AGUAPEÍ;SP;3548401
28280;2265703000;2017;Administração Pública;SANTOS;SP;3548500
28281;;2017;Administração Pública;SÃO BENTO DO SAPUCAÍ;SP;3548609
28282;3008065000;2017;Administração Pública;SÃO BERNARDO DO CAMPO;SP;3548708
28283;1071208000;2017;Administração Pública;SÃO CAETANO DO SUL;SP;3548807
28284;0;2017;Administração Pública;SÃO CARLOS;SP;3548906
28285;0;2017;Administração Pública;SÃO FRANCISCO;SP;3549003
28286;0;2017;Administração Pública;SÃO JOÃO DA BOA VISTA;SP;3549102
28287;0;2017;Administração Pública;SÃO JOÃO DAS DUAS PONTES;SP;3549201
28288;0;2017;Administração Pública;SÃO JOÃO DE IRACEMA;SP;3549250
28289;0;2017;Administração Pública;SÃO JOÃO DO PAU D'ALHO;SP;3549300
28290;;2017;Administração Pública;SÃO JOAQUIM DA BARRA;SP;3549409
28291;0;2017;Administração Pública;SÃO JOSÉ DA BELA VISTA;SP;3549508
28292;0;2017;Administração Pública;SÃO JOSÉ DO BARREIRO;SP;3549607
28293;;2017;Administração Pública;SÃO JOSÉ DO RIO PARDO;SP;3549706
28294;1575732000;2017;Administração Pública;SÃO JOSÉ DO RIO PRETO;SP;3549805
28295;2589199000;2017;Administração Pública;SÃO JOSÉ DOS CAMPOS;SP;3549904
28296;;2017;Administração Pública;SÃO LOURENÇO DA SERRA;SP;3549953
28297;0;2017;Administração Pública;SÃO LUIZ DO PARAITINGA;SP;3550001
28298;;2017;Administração Pública;SÃO MANUEL;SP;3550100
28299;;2017;Administração Pública;SÃO MIGUEL ARCANJO;SP;3550209
28300;42958614000;2017;Administração Pública;SÃO PAULO;SP;3550308
28301;;2017;Administração Pública;SÃO PEDRO;SP;3550407
28302;;2017;Administração Pública;SÃO PEDRO DO TURVO;SP;3550506
28303;328527000;2017;Administração Pública;SÃO ROQUE;SP;3550605
28304;0;2017;Administração Pública;SÃO SEBASTIÃO;SP;3550704
28305;;2017;Administração Pública;SÃO SEBASTIÃO DA GRAMA;SP;3550803
28306;;2017;Administração Pública;SÃO SIMÃO;SP;3550902
28307;1316031000;2017;Administração Pública;SÃO VICENTE;SP;3551009
28308;;2017;Administração Pública;SARAPUÍ;SP;3551108
28309;0;2017;Administração Pública;SARUTAIÁ;SP;3551207
28310;;2017;Administração Pública;SEBASTIANÓPOLIS DO SUL;SP;3551306
28311;;2017;Administração Pública;SERRA AZUL;SP;3551405
28312;;2017;Administração Pública;SERRA NEGRA;SP;3551603
28313;;2017;Administração Pública;SERRANA;SP;3551504
28314;0;2017;Administração Pública;SERTÃOZINHO;SP;3551702
28315;;2017;Administração Pública;SETE BARRAS;SP;3551801
28316;;2017;Administração Pública;SEVERÍNIA;SP;3551900
28317;0;2017;Administração Pública;SILVEIRAS;SP;3552007
28318;;2017;Administração Pública;SOCORRO;SP;3552106
28319;2565990000;2017;Administração Pública;SOROCABA;SP;3552205
28320;;2017;Administração Pública;SUD MENNUCCI;SP;3552304
28321;0;2017;Administração Pública;SUMARÉ;SP;3552403
28322;;2017;Administração Pública;SUZANÁPOLIS;SP;3552551
28323;0;2017;Administração Pública;SUZANO;SP;3552502
28324;;2017;Administração Pública;TABAPUÃ;SP;3552601
28325;;2017;Administração Pública;TABATINGA;SP;3552700
28412;0;2018;Administração Pública;ARAÇATUBA;SP;3502804
28326;0;2017;Administração Pública;TABOÃO DA SERRA;SP;3552809
28327;;2017;Administração Pública;TACIBA;SP;3552908
28328;;2017;Administração Pública;TAGUAÍ;SP;3553005
28329;0;2017;Administração Pública;TAIAÇU;SP;3553104
28330;0;2017;Administração Pública;TAIÚVA;SP;3553203
28331;;2017;Administração Pública;TAMBAÚ;SP;3553302
28332;0;2017;Administração Pública;TANABI;SP;3553401
28333;;2017;Administração Pública;TAPIRAÍ;SP;3553500
28334;;2017;Administração Pública;TAPIRATIBA;SP;3553609
28335;0;2017;Administração Pública;TAQUARAL;SP;3553658
28336;;2017;Administração Pública;TAQUARITINGA;SP;3553708
28337;;2017;Administração Pública;TAQUARITUBA;SP;3553807
28338;;2017;Administração Pública;TAQUARIVAÍ;SP;3553856
28339;;2017;Administração Pública;TARABAI;SP;3553906
28340;;2017;Administração Pública;TARUMÃ;SP;3553955
28341;0;2017;Administração Pública;TATUÍ;SP;3554003
28342;1222656000;2017;Administração Pública;TAUBATÉ;SP;3554102
28343;0;2017;Administração Pública;TEJUPÁ;SP;3554201
28344;;2017;Administração Pública;TEODORO SAMPAIO;SP;3554300
28345;;2017;Administração Pública;TERRA ROXA;SP;3554409
28346;;2017;Administração Pública;TIETÊ;SP;3554508
28347;0;2017;Administração Pública;TIMBURI;SP;3554607
28348;0;2017;Administração Pública;TORRE DE PEDRA;SP;3554656
28349;;2017;Administração Pública;TORRINHA;SP;3554706
28350;0;2017;Administração Pública;TRABIJU;SP;3554755
28351;0;2017;Administração Pública;TREMEMBÉ;SP;3554805
28352;;2017;Administração Pública;TRÊS FRONTEIRAS;SP;3554904
28353;0;2017;Administração Pública;TUIUTI;SP;3554953
28354;222751000;2017;Administração Pública;TUPÃ;SP;3555000
28355;0;2017;Administração Pública;TUPI PAULISTA;SP;3555109
28356;0;2017;Administração Pública;TURIÚBA;SP;3555208
28357;0;2017;Administração Pública;TURMALINA;SP;3555307
28358;;2017;Administração Pública;UBARANA;SP;3555356
28359;0;2017;Administração Pública;UBATUBA;SP;3555406
28360;0;2017;Administração Pública;UBIRAJARA;SP;3555505
28361;;2017;Administração Pública;UCHOA;SP;3555604
28362;0;2017;Administração Pública;UNIÃO PAULISTA;SP;3555703
28363;;2017;Administração Pública;URÂNIA;SP;3555802
28364;0;2017;Administração Pública;URU;SP;3555901
28365;;2017;Administração Pública;URUPÊS;SP;3556008
28366;;2017;Administração Pública;VALENTIM GENTIL;SP;3556107
28367;0;2017;Administração Pública;VALINHOS;SP;3556206
28368;;2017;Administração Pública;VALPARAÍSO;SP;3556305
