ValorPIB,SetorPIB,AnoPIB,NomeCidadePIB,UFPIB,CodigoIBGE
2346543000,Agropecuária,2015,IPORANGA,SP,3521200
,Agropecuária,2015,IPUÃ,SP,3521309
,Agropecuária,2015,IRACEMÁPOLIS,SP,3521408
0,Agropecuária,2015,IRAPUÃ,SP,3521507
0,Agropecuária,2015,IRAPURU,SP,3521606
0,Agropecuária,2015,ITABERÁ,SP,3521705
,Agropecuária,2015,ITAÍ,SP,3521804
,Agropecuária,2015,ITAJOBI,SP,3521903
0,Agropecuária,2015,ITAJU,SP,3522000
,Agropecuária,2015,ITANHAÉM,SP,3522109
3958141000,Agropecuária,2015,ITAOCA,SP,3522158
0,Agropecuária,2015,ITAPECERICA DA SERRA,SP,3522208
0,Agropecuária,2015,ITAPETININGA,SP,3522307
0,Agropecuária,2015,ITAPEVA,SP,3522406
195616000,Agropecuária,2015,ITAPEVI,SP,3522505
0,Agropecuária,2015,ITAPIRA,SP,3522604
2746147000,Agropecuária,2015,ITAPIRAPUÃ PAULISTA,SP,3522653
,Agropecuária,2015,ITÁPOLIS,SP,3522703
0,Agropecuária,2015,ITAPORANGA,SP,3522802
,Agropecuária,2015,ITAPUÍ,SP,3522901
,Agropecuária,2015,ITAPURA,SP,3523008
0,Agropecuária,2015,ITAQUAQUECETUBA,SP,3523107
,Agropecuária,2015,ITARARÉ,SP,3523206
0,Agropecuária,2015,ITARIRI,SP,3523305
0,Agropecuária,2015,ITATIBA,SP,3523404
,Agropecuária,2015,ITATINGA,SP,3523503
,Agropecuária,2015,ITIRAPINA,SP,3523602
0,Agropecuária,2015,ITIRAPUÃ,SP,3523701
0,Agropecuária,2015,ITOBI,SP,3523800
0,Agropecuária,2015,ITU,SP,3523909
0,Agropecuária,2015,ITUPEVA,SP,3524006
0,Agropecuária,2015,ITUVERAVA,SP,3524105
0,Agropecuária,2015,JABORANDI,SP,3524204
0,Agropecuária,2015,JABOTICABAL,SP,3524303
0,Agropecuária,2015,JACAREÍ,SP,3524402
,Agropecuária,2015,JACI,SP,3524501
,Agropecuária,2015,JACUPIRANGA,SP,3524600
0,Agropecuária,2015,JAGUARIÚNA,SP,3524709
0,Agropecuária,2015,JALES,SP,3524808
5563823000,Agropecuária,2015,JAMBEIRO,SP,3524907
391233000,Agropecuária,2015,JANDIRA,SP,3525003
,Agropecuária,2015,JARDINÓPOLIS,SP,3525102
0,Agropecuária,2015,JARINU,SP,3525201
0,Agropecuária,2015,JAÚ,SP,3525300
0,Agropecuária,2015,JERIQUARA,SP,3525409
,Agropecuária,2015,JOANÓPOLIS,SP,3525508
0,Agropecuária,2015,JOÃO RAMALHO,SP,3525607
,Agropecuária,2015,JOSÉ BONIFÁCIO,SP,3525706
2473387000,Agropecuária,2015,JÚLIO MESQUITA,SP,3525805
4576341000,Agropecuária,2015,JUMIRIM,SP,3525854
0,Agropecuária,2015,JUNDIAÍ,SP,3525904
,Agropecuária,2015,JUNQUEIRÓPOLIS,SP,3526001
,Agropecuária,2015,JUQUIÁ,SP,3526100
664177000,Agropecuária,2015,JUQUITIBA,SP,3526209
5983717000,Agropecuária,2015,LAGOINHA,SP,3526308
,Agropecuária,2015,LARANJAL PAULISTA,SP,3526407
0,Agropecuária,2015,LAVÍNIA,SP,3526506
4037929000,Agropecuária,2015,LAVRINHAS,SP,3526605
0,Agropecuária,2015,LEME,SP,3526704
0,Agropecuária,2015,LENÇÓIS PAULISTA,SP,3526803
0,Agropecuária,2015,LIMEIRA,SP,3526902
4686217000,Agropecuária,2015,LINDÓIA,SP,3527009
0,Agropecuária,2015,LINS,SP,3527108
0,Agropecuária,2015,LORENA,SP,3527207
8322181000,Agropecuária,2015,LOURDES,SP,3527256
0,Agropecuária,2015,LOUVEIRA,SP,3527306
,Agropecuária,2015,LUCÉLIA,SP,3527405
9019082000,Agropecuária,2015,LUCIANÓPOLIS,SP,3527504
0,Agropecuária,2015,LUÍS ANTÔNIO,SP,3527603
0,Agropecuária,2015,LUIZIÂNIA,SP,3527702
8633942000,Agropecuária,2015,LUPÉRCIO,SP,3527801
0,Agropecuária,2015,LUTÉCIA,SP,3527900
,Agropecuária,2015,MACATUBA,SP,3528007
0,Agropecuária,2015,MACAUBAL,SP,3528106
,Agropecuária,2015,MACEDÔNIA,SP,3528205
0,Agropecuária,2015,MAGDA,SP,3528304
0,Agropecuária,2015,MAIRINQUE,SP,3528403
1268102000,Agropecuária,2015,MAIRIPORÃ,SP,3528502
,Agropecuária,2015,MANDURI,SP,3528601
,Agropecuária,2015,MARABÁ PAULISTA,SP,3528700
,Agropecuária,2015,MARACAÍ,SP,3528809
,Agropecuária,2015,MARAPOAMA,SP,3528858
0,Agropecuária,2015,MARIÁPOLIS,SP,3528908
0,Agropecuária,2015,MARÍLIA,SP,3529005
0,Agropecuária,2015,MARINÓPOLIS,SP,3529104
,Agropecuária,2015,MARTINÓPOLIS,SP,3529203
0,Agropecuária,2015,MATÃO,SP,3529302
775297000,Agropecuária,2015,MAUÁ,SP,3529401
,Agropecuária,2015,MENDONÇA,SP,3529500
0,Agropecuária,2015,MERIDIANO,SP,3529609
0,Agropecuária,2015,MESÓPOLIS,SP,3529658
,Agropecuária,2015,MIGUELÓPOLIS,SP,3529708
,Agropecuária,2015,MINEIROS DO TIETÊ,SP,3529807
0,Agropecuária,2015,MIRA ESTRELA,SP,3530003
,Agropecuária,2015,MIRACATU,SP,3529906
,Agropecuária,2015,MIRANDÓPOLIS,SP,3530102
0,Agropecuária,2015,MIRANTE DO PARANAPANEMA,SP,3530201
0,Agropecuária,2015,MIRASSOL,SP,3530300
0,Agropecuária,2015,MIRASSOLÂNDIA,SP,3530409
,Agropecuária,2015,MOCOCA,SP,3530508
369375000,Agropecuária,2015,MOGI DAS CRUZES,SP,3530607
0,Agropecuária,2015,MOGI GUAÇU,SP,3530706
125896000,Agropecuária,2015,MOGI MIRIM,SP,3530805
0,Agropecuária,2015,MOMBUCA,SP,3530904
,Agropecuária,2015,MONÇÕES,SP,3531001
5422563000,Agropecuária,2015,MONGAGUÁ,SP,3531100
,Agropecuária,2015,MONTE ALEGRE DO SUL,SP,3531209
,Agropecuária,2015,MONTE ALTO,SP,3531308
,Agropecuária,2015,MONTE APRAZÍVEL,SP,3531407
0,Agropecuária,2015,MONTE AZUL PAULISTA,SP,3531506
0,Agropecuária,2015,MONTE CASTELO,SP,3531605
,Agropecuária,2015,MONTE MOR,SP,3531803
3099208000,Agropecuária,2015,MONTEIRO LOBATO,SP,3531704
,Agropecuária,2015,MORRO AGUDO,SP,3531902
,Agropecuária,2015,MORUNGABA,SP,3532009
0,Agropecuária,2015,MOTUCA,SP,3532058
0,Agropecuária,2015,MURUTINGA DO SUL,SP,3532108
0,Agropecuária,2015,NANTES,SP,3532157
,Agropecuária,2015,NARANDIBA,SP,3532207
6409664000,Agropecuária,2015,NATIVIDADE DA SERRA,SP,3532306
,Agropecuária,2015,NAZARÉ PAULISTA,SP,3532405
,Agropecuária,2015,NEVES PAULISTA,SP,3532504
,Agropecuária,2015,NHANDEARA,SP,3532603
,Agropecuária,2015,NIPOÃ,SP,3532702
0,Agropecuária,2015,NOVA ALIANÇA,SP,3532801
,Agropecuária,2015,NOVA CAMPINA,SP,3532827
9622627000,Agropecuária,2015,NOVA CANAÃ PAULISTA,SP,3532843
0,Agropecuária,2015,NOVA CASTILHO,SP,3532868
0,Agropecuária,2015,NOVA EUROPA,SP,3532900
,Agropecuária,2015,NOVA GRANADA,SP,3533007
2087879000,Agropecuária,2015,NOVA GUATAPORANGA,SP,3533106
,Agropecuária,2015,NOVA INDEPENDÊNCIA,SP,3533205
3597588000,Agropecuária,2015,NOVA LUZITÂNIA,SP,3533304
0,Agropecuária,2015,NOVA ODESSA,SP,3533403
7856002000,Agropecuária,2015,NOVAIS,SP,3533254
,Agropecuária,2015,NOVO HORIZONTE,SP,3533502
0,Agropecuária,2015,NUPORANGA,SP,3533601
0,Agropecuária,2015,OCAUÇU,SP,3533700
0,Agropecuária,2015,ÓLEO,SP,3533809
0,Agropecuária,2015,OLÍMPIA,SP,3533908
,Agropecuária,2015,ONDA VERDE,SP,3534005
,Agropecuária,2015,ORIENTE,SP,3534104
0,Agropecuária,2015,ORINDIÚVA,SP,3534203
,Agropecuária,2015,ORLÂNDIA,SP,3534302
746899000,Agropecuária,2015,OSASCO,SP,3534401
0,Agropecuária,2015,OSCAR BRESSANE,SP,3534500
0,Agropecuária,2015,OSVALDO CRUZ,SP,3534609
0,Agropecuária,2015,OURINHOS,SP,3534708
0,Agropecuária,2015,OURO VERDE,SP,3534807
0,Agropecuária,2015,OUROESTE,SP,3534757
0,Agropecuária,2015,PACAEMBU,SP,3534906
,Agropecuária,2015,PALESTINA,SP,3535002
0,Agropecuária,2015,PALMARES PAULISTA,SP,3535101
,Agropecuária,2015,PALMEIRA D'OESTE,SP,3535200
,Agropecuária,2015,PALMITAL,SP,3535309
0,Agropecuária,2015,PANORAMA,SP,3535408
101087000,Agropecuária,2015,PARAGUAÇU PAULISTA,SP,3535507
,Agropecuária,2015,PARAIBUNA,SP,3535606
,Agropecuária,2015,PARAÍSO,SP,3535705
,Agropecuária,2015,PARANAPANEMA,SP,3535804
0,Agropecuária,2015,PARANAPUÃ,SP,3535903
,Agropecuária,2015,PARAPUÃ,SP,3536000
7583729000,Agropecuária,2015,PARDINHO,SP,3536109
,Agropecuária,2015,PARIQUERA-AÇU,SP,3536208
9385471000,Agropecuária,2015,PARISI,SP,3536257
,Agropecuária,2015,PATROCÍNIO PAULISTA,SP,3536307
,Agropecuária,2015,PAULICÉIA,SP,3536406
0,Agropecuária,2015,PAULÍNIA,SP,3536505
3229533000,Agropecuária,2015,PAULISTÂNIA,SP,3536570
,Agropecuária,2015,PAULO DE FARIA,SP,3536604
,Agropecuária,2015,PEDERNEIRAS,SP,3536703
,Agropecuária,2015,PEDRA BELA,SP,3536802
0,Agropecuária,2015,PEDRANÓPOLIS,SP,3536901
,Agropecuária,2015,PEDREGULHO,SP,3537008
8050047000,Agropecuária,2015,PEDREIRA,SP,3537107
0,Agropecuária,2015,PEDRINHAS PAULISTA,SP,3537156
0,Agropecuária,2015,PEDRO DE TOLEDO,SP,3537206
0,Agropecuária,2015,PENÁPOLIS,SP,3537305
,Agropecuária,2015,PEREIRA BARRETO,SP,3537404
,Agropecuária,2015,PEREIRAS,SP,3537503
,Agropecuária,2015,PERUÍBE,SP,3537602
,Agropecuária,2015,PIACATU,SP,3537701
,Agropecuária,2015,PIEDADE,SP,3537800
,Agropecuária,2015,PILAR DO SUL,SP,3537909
0,Agropecuária,2015,PINDAMONHANGABA,SP,3538006
,Agropecuária,2015,PINDORAMA,SP,3538105
,Agropecuária,2015,PINHALZINHO,SP,3538204
0,Agropecuária,2015,PIQUEROBI,SP,3538303
3312711000,Agropecuária,2015,PIQUETE,SP,3538501
,Agropecuária,2015,PIRACAIA,SP,3538600
0,Agropecuária,2015,PIRACICABA,SP,3538709
,Agropecuária,2015,PIRAJU,SP,3538808
,Agropecuária,2015,PIRAJUÍ,SP,3538907
,Agropecuária,2015,PIRANGI,SP,3539004
124483000,Agropecuária,2015,PIRAPORA DO BOM JESUS,SP,3539103
,Agropecuária,2015,PIRAPOZINHO,SP,3539202
0,Agropecuária,2015,PIRASSUNUNGA,SP,3539301
,Agropecuária,2015,PIRATININGA,SP,3539400
0,Agropecuária,2015,PITANGUEIRAS,SP,3539509
0,Agropecuária,2015,PLANALTO,SP,3539608
0,Agropecuária,2015,PLATINA,SP,3539707
2449374000,Agropecuária,2015,POÁ,SP,3539806
,Agropecuária,2015,POLONI,SP,3539905
,Agropecuária,2015,POMPÉIA,SP,3540002
0,Agropecuária,2015,PONGAÍ,SP,3540101
,Agropecuária,2015,PONTAL,SP,3540200
,Agropecuária,2015,PONTALINDA,SP,3540259
,Agropecuária,2015,PONTES GESTAL,SP,3540309
0,Agropecuária,2015,POPULINA,SP,3540408
,Agropecuária,2015,PORANGABA,SP,3540507
134490000,Agropecuária,2015,PORTO FELIZ,SP,3540606
0,Agropecuária,2015,PORTO FERREIRA,SP,3540705
1166433000,Agropecuária,2015,POTIM,SP,3540754
,Agropecuária,2015,POTIRENDABA,SP,3540804
4671542000,Agropecuária,2015,PRACINHA,SP,3540853
,Agropecuária,2015,PRADÓPOLIS,SP,3540903
2880896000,Agropecuária,2015,PRAIA GRANDE,SP,3541000
0,Agropecuária,2015,PRATÂNIA,SP,3541059
0,Agropecuária,2015,PRESIDENTE ALVES,SP,3541109
,Agropecuária,2015,PRESIDENTE BERNARDES,SP,3541208
0,Agropecuária,2015,PRESIDENTE EPITÁCIO,SP,3541307
0,Agropecuária,2015,PRESIDENTE PRUDENTE,SP,3541406
,Agropecuária,2015,PRESIDENTE VENCESLAU,SP,3541505
0,Agropecuária,2015,PROMISSÃO,SP,3541604
0,Agropecuária,2015,QUADRA,SP,3541653
,Agropecuária,2015,QUATÁ,SP,3541703
,Agropecuária,2015,QUEIROZ,SP,3541802
3069954000,Agropecuária,2015,QUELUZ,SP,3541901
,Agropecuária,2015,QUINTANA,SP,3542008
,Agropecuária,2015,RAFARD,SP,3542107
,Agropecuária,2015,RANCHARIA,SP,3542206
0,Agropecuária,2015,REDENÇÃO DA SERRA,SP,3542305
,Agropecuária,2015,REGENTE FEIJÓ,SP,3542404
0,Agropecuária,2015,REGINÓPOLIS,SP,3542503
0,Agropecuária,2015,REGISTRO,SP,3542602
,Agropecuária,2015,RESTINGA,SP,3542701
9681896000,Agropecuária,2015,RIBEIRA,SP,3542800
,Agropecuária,2015,RIBEIRÃO BONITO,SP,3542909
,Agropecuária,2015,RIBEIRÃO BRANCO,SP,3543006
0,Agropecuária,2015,RIBEIRÃO CORRENTE,SP,3543105
0,Agropecuária,2015,RIBEIRÃO DO SUL,SP,3543204
9623977000,Agropecuária,2015,RIBEIRÃO DOS ÍNDIOS,SP,3543238
,Agropecuária,2015,RIBEIRÃO GRANDE,SP,3543253
1756902000,Agropecuária,2015,RIBEIRÃO PIRES,SP,3543303
0,Agropecuária,2015,RIBEIRÃO PRETO,SP,3543402
,Agropecuária,2015,RIFAINA,SP,3543600
,Agropecuária,2015,RINCÃO,SP,3543709
,Agropecuária,2015,RINÓPOLIS,SP,3543808
0,Agropecuária,2015,RIO CLARO,SP,3543907
0,Agropecuária,2015,RIO DAS PEDRAS,SP,3544004
598727000,Agropecuária,2015,RIO GRANDE DA SERRA,SP,3544103
0,Agropecuária,2015,RIOLÂNDIA,SP,3544202
0,Agropecuária,2015,RIVERSUL,SP,3543501
0,Agropecuária,2015,ROSANA,SP,3544251
3435067000,Agropecuária,2015,ROSEIRA,SP,3544301
0,Agropecuária,2015,RUBIÁCEA,SP,3544400
0,Agropecuária,2015,RUBINÉIA,SP,3544509
0,Agropecuária,2015,SABINO,SP,3544608
0,Agropecuária,2015,SAGRES,SP,3544707
0,Agropecuária,2015,SALES,SP,3544806
,Agropecuária,2015,SALES OLIVEIRA,SP,3544905
0,Agropecuária,2015,SALESÓPOLIS,SP,3545001
0,Agropecuária,2015,SALMOURÃO,SP,3545100
,Agropecuária,2015,SALTINHO,SP,3545159
0,Agropecuária,2015,SALTO,SP,3545209
,Agropecuária,2015,SALTO DE PIRAPORA,SP,3545308
,Agropecuária,2015,SALTO GRANDE,SP,3545407
,Agropecuária,2015,SANDOVALINA,SP,3545506
,Agropecuária,2015,SANTA ADÉLIA,SP,3545605
,Agropecuária,2015,SANTA ALBERTINA,SP,3545704
0,Agropecuária,2015,SANTA BÁRBARA D'OESTE,SP,3545803
,Agropecuária,2015,SANTA BRANCA,SP,3546009
0,Agropecuária,2015,SANTA CLARA D'OESTE,SP,3546108
,Agropecuária,2015,SANTA CRUZ DA CONCEIÇÃO,SP,3546207
0,Agropecuária,2015,SANTA CRUZ DA ESPERANÇA,SP,3546256
,Agropecuária,2015,SANTA CRUZ DAS PALMEIRAS,SP,3546306
,Agropecuária,2015,SANTA CRUZ DO RIO PARDO,SP,3546405
0,Agropecuária,2015,SANTA ERNESTINA,SP,3546504
,Agropecuária,2015,SANTA FÉ DO SUL,SP,3546603
8913225000,Agropecuária,2015,SANTA GERTRUDES,SP,3546702
,Agropecuária,2015,SANTA ISABEL,SP,3546801
0,Agropecuária,2015,SANTA LÚCIA,SP,3546900
,Agropecuária,2015,SANTA MARIA DA SERRA,SP,3547007
0,Agropecuária,2015,SANTA MERCEDES,SP,3547106
0,Agropecuária,2015,SANTA RITA D'OESTE,SP,3547403
,Agropecuária,2015,SANTA RITA DO PASSA QUATRO,SP,3547502
,Agropecuária,2015,SANTA ROSA DE VITERBO,SP,3547601
6243308000,Agropecuária,2015,SANTA SALETE,SP,3547650
7351299000,Agropecuária,2015,SANTANA DA PONTE PENSA,SP,3547205
0,Agropecuária,2015,SANTANA DE PARNAÍBA,SP,3547304
0,Agropecuária,2015,SANTO ANASTÁCIO,SP,3547700
965643000,Agropecuária,2015,SANTO ANDRÉ,SP,3547809
,Agropecuária,2015,SANTO ANTÔNIO DA ALEGRIA,SP,3547908
,Agropecuária,2015,SANTO ANTÔNIO DE POSSE,SP,3548005
,Agropecuária,2015,SANTO ANTÔNIO DO ARACANGUÁ,SP,3548054
,Agropecuária,2015,SANTO ANTÔNIO DO JARDIM,SP,3548104
7835427000,Agropecuária,2015,SANTO ANTÔNIO DO PINHAL,SP,3548203
4154846000,Agropecuária,2015,SANTO EXPEDITO,SP,3548302
7225202000,Agropecuária,2015,SANTÓPOLIS DO AGUAPEÍ,SP,3548401
2776772000,Agropecuária,2015,SANTOS,SP,3548500
,Agropecuária,2015,SÃO BENTO DO SAPUCAÍ,SP,3548609
7507102000,Agropecuária,2015,SÃO BERNARDO DO CAMPO,SP,3548708
23417000,Agropecuária,2015,SÃO CAETANO DO SUL,SP,3548807
0,Agropecuária,2015,SÃO CARLOS,SP,3548906
0,Agropecuária,2015,SÃO FRANCISCO,SP,3549003
0,Agropecuária,2015,SÃO JOÃO DA BOA VISTA,SP,3549102
7963818000,Agropecuária,2015,SÃO JOÃO DAS DUAS PONTES,SP,3549201
9736368000,Agropecuária,2015,SÃO JOÃO DE IRACEMA,SP,3549250
0,Agropecuária,2015,SÃO JOÃO DO PAU D'ALHO,SP,3549300
,Agropecuária,2015,SÃO JOAQUIM DA BARRA,SP,3549409
0,Agropecuária,2015,SÃO JOSÉ DA BELA VISTA,SP,3549508
6537339000,Agropecuária,2015,SÃO JOSÉ DO BARREIRO,SP,3549607
0,Agropecuária,2015,SÃO JOSÉ DO RIO PARDO,SP,3549706
0,Agropecuária,2015,SÃO JOSÉ DO RIO PRETO,SP,3549805
0,Agropecuária,2015,SÃO JOSÉ DOS CAMPOS,SP,3549904
997305000,Agropecuária,2015,SÃO LOURENÇO DA SERRA,SP,3549953
0,Agropecuária,2015,SÃO LUIZ DO PARAITINGA,SP,3550001
,Agropecuária,2015,SÃO MANUEL,SP,3550100
,Agropecuária,2015,SÃO MIGUEL ARCANJO,SP,3550209
0,Agropecuária,2015,SÃO PAULO,SP,3550308
0,Agropecuária,2015,SÃO PEDRO,SP,3550407
,Agropecuária,2015,SÃO PEDRO DO TURVO,SP,3550506
0,Agropecuária,2015,SÃO ROQUE,SP,3550605
8487421000,Agropecuária,2015,SÃO SEBASTIÃO,SP,3550704
,Agropecuária,2015,SÃO SEBASTIÃO DA GRAMA,SP,3550803
,Agropecuária,2015,SÃO SIMÃO,SP,3550902
2347397000,Agropecuária,2015,SÃO VICENTE,SP,3551009
,Agropecuária,2015,SARAPUÍ,SP,3551108
,Agropecuária,2015,SARUTAIÁ,SP,3551207
,Agropecuária,2015,SEBASTIANÓPOLIS DO SUL,SP,3551306
,Agropecuária,2015,SERRA AZUL,SP,3551405
,Agropecuária,2015,SERRA NEGRA,SP,3551603
,Agropecuária,2015,SERRANA,SP,3551504
0,Agropecuária,2015,SERTÃOZINHO,SP,3551702
,Agropecuária,2015,SETE BARRAS,SP,3551801
9360877000,Agropecuária,2015,SEVERÍNIA,SP,3551900
6628685000,Agropecuária,2015,SILVEIRAS,SP,3552007
,Agropecuária,2015,SOCORRO,SP,3552106
0,Agropecuária,2015,SOROCABA,SP,3552205
,Agropecuária,2015,SUD MENNUCCI,SP,3552304
116805000,Agropecuária,2015,SUMARÉ,SP,3552403
,Agropecuária,2015,SUZANÁPOLIS,SP,3552551
0,Agropecuária,2015,SUZANO,SP,3552502
,Agropecuária,2015,TABAPUÃ,SP,3552601
,Agropecuária,2015,TABATINGA,SP,3552700
142266000,Agropecuária,2015,TABOÃO DA SERRA,SP,3552809
0,Agropecuária,2015,TACIBA,SP,3552908
,Agropecuária,2015,TAGUAÍ,SP,3553005
0,Agropecuária,2015,TAIAÇU,SP,3553104
0,Agropecuária,2015,TAIÚVA,SP,3553203
,Agropecuária,2015,TAMBAÚ,SP,3553302
0,Agropecuária,2015,TANABI,SP,3553401
,Agropecuária,2015,TAPIRAÍ,SP,3553500
,Agropecuária,2015,TAPIRATIBA,SP,3553609
0,Agropecuária,2015,TAQUARAL,SP,3553658
0,Agropecuária,2015,TAQUARITINGA,SP,3553708
,Agropecuária,2015,TAQUARITUBA,SP,3553807
0,Agropecuária,2015,TAQUARIVAÍ,SP,3553856
0,Agropecuária,2015,TARABAI,SP,3553906
,Agropecuária,2015,TARUMÃ,SP,3553955
0,Agropecuária,2015,TATUÍ,SP,3554003
0,Agropecuária,2015,TAUBATÉ,SP,3554102
0,Agropecuária,2015,TEJUPÁ,SP,3554201
,Agropecuária,2015,TEODORO SAMPAIO,SP,3554300
,Agropecuária,2015,TERRA ROXA,SP,3554409
,Agropecuária,2015,TIETÊ,SP,3554508
0,Agropecuária,2015,TIMBURI,SP,3554607
0,Agropecuária,2015,TORRE DE PEDRA,SP,3554656
,Agropecuária,2015,TORRINHA,SP,3554706
6898513000,Agropecuária,2015,TRABIJU,SP,3554755
5936579000,Agropecuária,2015,TREMEMBÉ,SP,3554805
0,Agropecuária,2015,TRÊS FRONTEIRAS,SP,3554904
0,Agropecuária,2015,TUIUTI,SP,3554953
0,Agropecuária,2015,TUPÃ,SP,3555000
,Agropecuária,2015,TUPI PAULISTA,SP,3555109
8585184000,Agropecuária,2015,TURIÚBA,SP,3555208
0,Agropecuária,2015,TURMALINA,SP,3555307
0,Agropecuária,2015,UBARANA,SP,3555356
0,Agropecuária,2015,UBATUBA,SP,3555406
0,Agropecuária,2015,UBIRAJARA,SP,3555505
,Agropecuária,2015,UCHOA,SP,3555604
0,Agropecuária,2015,UNIÃO PAULISTA,SP,3555703
,Agropecuária,2015,URÂNIA,SP,3555802
0,Agropecuária,2015,URU,SP,3555901
,Agropecuária,2015,URUPÊS,SP,3556008
0,Agropecuária,2015,VALENTIM GENTIL,SP,3556107
0,Agropecuária,2015,VALINHOS,SP,3556206
,Agropecuária,2015,VALPARAÍSO,SP,3556305
0,Agropecuária,2015,VARGEM,SP,3556354
,Agropecuária,2015,VARGEM GRANDE DO SUL,SP,3556404
,Agropecuária,2015,VARGEM GRANDE PAULISTA,SP,3556453
1628829000,Agropecuária,2015,VÁRZEA PAULISTA,SP,3556503
0,Agropecuária,2015,VERA CRUZ,SP,3556602
0,Agropecuária,2015,VINHEDO,SP,3556701
,Agropecuária,2015,VIRADOURO,SP,3556800
,Agropecuária,2015,VISTA ALEGRE DO ALTO,SP,3556909
5258841000,Agropecuária,2015,VITÓRIA BRASIL,SP,3556958
0,Agropecuária,2015,VOTORANTIM,SP,3557006
0,Agropecuária,2015,VOTUPORANGA,SP,3557105
0,Agropecuária,2015,ZACARIAS,SP,3557154
41846000,Agropecuária,2016,ADAMANTINA,SP,3500105
0,Agropecuária,2016,ADOLFO,SP,3500204
,Agropecuária,2016,AGUAÍ,SP,3500303
,Agropecuária,2016,ÁGUAS DA PRATA,SP,3500402
5835331000,Agropecuária,2016,ÁGUAS DE LINDÓIA,SP,3500501
,Agropecuária,2016,ÁGUAS DE SANTA BÁRBARA,SP,3500550
0,Agropecuária,2016,ÁGUAS DE SÃO PEDRO,SP,3500600
0,Agropecuária,2016,AGUDOS,SP,3500709
0,Agropecuária,2016,ALAMBARI,SP,3500758
6309857000,Agropecuária,2016,ALFREDO MARCONDES,SP,3500808
0,Agropecuária,2016,ALTAIR,SP,3500907
155438000,Agropecuária,2016,ALTINÓPOLIS,SP,3501004
0,Agropecuária,2016,ALTO ALEGRE,SP,3501103
1817804000,Agropecuária,2016,ALUMÍNIO,SP,3501152
0,Agropecuária,2016,ÁLVARES FLORENCE,SP,3501202
,Agropecuária,2016,ÁLVARES MACHADO,SP,3501301
0,Agropecuária,2016,ÁLVARO DE CARVALHO,SP,3501400
,Agropecuária,2016,ALVINLÂNDIA,SP,3501509
0,Agropecuária,2016,AMERICANA,SP,3501608
,Agropecuária,2016,AMÉRICO BRASILIENSE,SP,3501707
0,Agropecuária,2016,AMÉRICO DE CAMPOS,SP,3501806
0,Agropecuária,2016,AMPARO,SP,3501905
,Agropecuária,2016,ANALÂNDIA,SP,3502002
0,Agropecuária,2016,ANDRADINA,SP,3502101
,Agropecuária,2016,ANGATUBA,SP,3502200
,Agropecuária,2016,ANHEMBI,SP,3502309
0,Agropecuária,2016,ANHUMAS,SP,3502408
1862633000,Agropecuária,2016,APARECIDA,SP,3502507
,Agropecuária,2016,APARECIDA D'OESTE,SP,3502606
,Agropecuária,2016,APIAÍ,SP,3502705
1213114000,Agropecuária,2016,ARAÇARIGUAMA,SP,3502754
0,Agropecuária,2016,ARAÇATUBA,SP,3502804
,Agropecuária,2016,ARAÇOIABA DA SERRA,SP,3502903
0,Agropecuária,2016,ARAMINA,SP,3503000
0,Agropecuária,2016,ARANDU,SP,3503109
1885935000,Agropecuária,2016,ARAPEÍ,SP,3503158
0,Agropecuária,2016,ARARAQUARA,SP,3503208
0,Agropecuária,2016,ARARAS,SP,3503307
0,Agropecuária,2016,ARCO-ÍRIS,SP,3503356
,Agropecuária,2016,AREALVA,SP,3503406
6323043000,Agropecuária,2016,AREIAS,SP,3503505
,Agropecuária,2016,AREIÓPOLIS,SP,3503604
0,Agropecuária,2016,ARIRANHA,SP,3503703
0,Agropecuária,2016,ARTUR NOGUEIRA,SP,3503802
0,Agropecuária,2016,ARUJÁ,SP,3503901
0,Agropecuária,2016,ASPÁSIA,SP,3503950
0,Agropecuária,2016,ASSIS,SP,3504008
189580000,Agropecuária,2016,ATIBAIA,SP,3504107
,Agropecuária,2016,AURIFLAMA,SP,3504206
,Agropecuária,2016,AVAÍ,SP,3504305
,Agropecuária,2016,AVANHANDAVA,SP,3504404
0,Agropecuária,2016,AVARÉ,SP,3504503
,Agropecuária,2016,BADY BASSITT,SP,3504602
0,Agropecuária,2016,BALBINOS,SP,3504701
,Agropecuária,2016,BÁLSAMO,SP,3504800
9763344000,Agropecuária,2016,BANANAL,SP,3504909
0,Agropecuária,2016,BARÃO DE ANTONINA,SP,3505005
0,Agropecuária,2016,BARBOSA,SP,3505104
,Agropecuária,2016,BARIRI,SP,3505203
,Agropecuária,2016,BARRA BONITA,SP,3505302
0,Agropecuária,2016,BARRA DO CHAPÉU,SP,3505351
4141112000,Agropecuária,2016,BARRA DO TURVO,SP,3505401
0,Agropecuária,2016,BARRETOS,SP,3505500
,Agropecuária,2016,BARRINHA,SP,3505609
315721000,Agropecuária,2016,BARUERI,SP,3505708
,Agropecuária,2016,BASTOS,SP,3505807
,Agropecuária,2016,BATATAIS,SP,3505906
0,Agropecuária,2016,BAURU,SP,3506003
0,Agropecuária,2016,BEBEDOURO,SP,3506102
,Agropecuária,2016,BENTO DE ABREU,SP,3506201
,Agropecuária,2016,BERNARDINO DE CAMPOS,SP,3506300
5615315000,Agropecuária,2016,BERTIOGA,SP,3506359
0,Agropecuária,2016,BILAC,SP,3506409
