ValorPIB,SetorPIB,AnoPIB,NomeCidadePIB,UFPIB,CodigoIBGE
,Comércio e Serviços,2011,BARRINHA,SP,3505609
19833855000,Comércio e Serviços,2011,BARUERI,SP,3505708
,Comércio e Serviços,2011,BASTOS,SP,3505807
,Comércio e Serviços,2011,BATATAIS,SP,3505906
5309539000,Comércio e Serviços,2011,BAURU,SP,3506003
894679000,Comércio e Serviços,2011,BEBEDOURO,SP,3506102
,Comércio e Serviços,2011,BENTO DE ABREU,SP,3506201
,Comércio e Serviços,2011,BERNARDINO DE CAMPOS,SP,3506300
0,Comércio e Serviços,2011,BERTIOGA,SP,3506359
0,Comércio e Serviços,2011,BILAC,SP,3506409
0,Comércio e Serviços,2011,BIRIGUI,SP,3506508
,Comércio e Serviços,2011,BIRITIBA MIRIM,SP,3506607
,Comércio e Serviços,2011,BOA ESPERANÇA DO SUL,SP,3506706
,Comércio e Serviços,2011,BOCAINA,SP,3506805
,Comércio e Serviços,2011,BOFETE,SP,3506904
,Comércio e Serviços,2011,BOITUVA,SP,3507001
0,Comércio e Serviços,2011,BOM JESUS DOS PERDÕES,SP,3507100
8804281000,Comércio e Serviços,2011,BOM SUCESSO DE ITARARÉ,SP,3507159
0,Comércio e Serviços,2011,BORÁ,SP,3507209
,Comércio e Serviços,2011,BORACÉIA,SP,3507308
,Comércio e Serviços,2011,BORBOREMA,SP,3507407
0,Comércio e Serviços,2011,BOREBI,SP,3507456
1425546000,Comércio e Serviços,2011,BOTUCATU,SP,3507506
1697824000,Comércio e Serviços,2011,BRAGANÇA PAULISTA,SP,3507605
0,Comércio e Serviços,2011,BRAÚNA,SP,3507704
0,Comércio e Serviços,2011,BREJO ALEGRE,SP,3507753
,Comércio e Serviços,2011,BRODOWSKI,SP,3507803
,Comércio e Serviços,2011,BROTAS,SP,3507902
,Comércio e Serviços,2011,BURI,SP,3508009
,Comércio e Serviços,2011,BURITAMA,SP,3508108
0,Comércio e Serviços,2011,BURITIZAL,SP,3508207
0,Comércio e Serviços,2011,CABRÁLIA PAULISTA,SP,3508306
619059000,Comércio e Serviços,2011,CABREÚVA,SP,3508405
1043583000,Comércio e Serviços,2011,CAÇAPAVA,SP,3508504
0,Comércio e Serviços,2011,CACHOEIRA PAULISTA,SP,3508603
,Comércio e Serviços,2011,CACONDE,SP,3508702
,Comércio e Serviços,2011,CAFELÂNDIA,SP,3508801
0,Comércio e Serviços,2011,CAIABU,SP,3508900
,Comércio e Serviços,2011,CAIEIRAS,SP,3509007
0,Comércio e Serviços,2011,CAIUÁ,SP,3509106
2818909000,Comércio e Serviços,2011,CAJAMAR,SP,3509205
,Comércio e Serviços,2011,CAJATI,SP,3509254
0,Comércio e Serviços,2011,CAJOBI,SP,3509304
,Comércio e Serviços,2011,CAJURU,SP,3509403
0,Comércio e Serviços,2011,CAMPINA DO MONTE ALEGRE,SP,3509452
24481384000,Comércio e Serviços,2011,CAMPINAS,SP,3509502
0,Comércio e Serviços,2011,CAMPO LIMPO PAULISTA,SP,3509601
0,Comércio e Serviços,2011,CAMPOS DO JORDÃO,SP,3509700
0,Comércio e Serviços,2011,CAMPOS NOVOS PAULISTA,SP,3509809
,Comércio e Serviços,2011,CANANÉIA,SP,3509908
0,Comércio e Serviços,2011,CANAS,SP,3509957
,Comércio e Serviços,2011,CÂNDIDO MOTA,SP,3510005
0,Comércio e Serviços,2011,CÂNDIDO RODRIGUES,SP,3510104
0,Comércio e Serviços,2011,CANITAR,SP,3510153
,Comércio e Serviços,2011,CAPÃO BONITO,SP,3510203
,Comércio e Serviços,2011,CAPELA DO ALTO,SP,3510302
,Comércio e Serviços,2011,CAPIVARI,SP,3510401
0,Comércio e Serviços,2011,CARAGUATATUBA,SP,3510500
1701443000,Comércio e Serviços,2011,CARAPICUÍBA,SP,3510609
0,Comércio e Serviços,2011,CARDOSO,SP,3510708
,Comércio e Serviços,2011,CASA BRANCA,SP,3510807
0,Comércio e Serviços,2011,CÁSSIA DOS COQUEIROS,SP,3510906
,Comércio e Serviços,2011,CASTILHO,SP,3511003
1523780000,Comércio e Serviços,2011,CATANDUVA,SP,3511102
0,Comércio e Serviços,2011,CATIGUÁ,SP,3511201
,Comércio e Serviços,2011,CEDRAL,SP,3511300
,Comércio e Serviços,2011,CERQUEIRA CÉSAR,SP,3511409
,Comércio e Serviços,2011,CERQUILHO,SP,3511508
,Comércio e Serviços,2011,CESÁRIO LANGE,SP,3511607
,Comércio e Serviços,2011,CHARQUEADA,SP,3511706
,Comércio e Serviços,2011,CHAVANTES,SP,3557204
,Comércio e Serviços,2011,CLEMENTINA,SP,3511904
0,Comércio e Serviços,2011,COLINA,SP,3512001
,Comércio e Serviços,2011,COLÔMBIA,SP,3512100
,Comércio e Serviços,2011,CONCHAL,SP,3512209
,Comércio e Serviços,2011,CONCHAS,SP,3512308
,Comércio e Serviços,2011,CORDEIRÓPOLIS,SP,3512407
,Comércio e Serviços,2011,COROADOS,SP,3512506
0,Comércio e Serviços,2011,CORONEL MACEDO,SP,3512605
0,Comércio e Serviços,2011,CORUMBATAÍ,SP,3512704
0,Comércio e Serviços,2011,COSMÓPOLIS,SP,3512803
,Comércio e Serviços,2011,COSMORAMA,SP,3512902
3610654000,Comércio e Serviços,2011,COTIA,SP,3513009
269399000,Comércio e Serviços,2011,CRAVINHOS,SP,3513108
0,Comércio e Serviços,2011,CRISTAIS PAULISTA,SP,3513207
0,Comércio e Serviços,2011,CRUZÁLIA,SP,3513306
0,Comércio e Serviços,2011,CRUZEIRO,SP,3513405
2798053000,Comércio e Serviços,2011,CUBATÃO,SP,3513504
0,Comércio e Serviços,2011,CUNHA,SP,3513603
,Comércio e Serviços,2011,DESCALVADO,SP,3513702
4411179000,Comércio e Serviços,2011,DIADEMA,SP,3513801
7020605000,Comércio e Serviços,2011,DIRCE REIS,SP,3513850
0,Comércio e Serviços,2011,DIVINOLÂNDIA,SP,3513900
24022000,Comércio e Serviços,2011,DOBRADA,SP,3514007
,Comércio e Serviços,2011,DOIS CÓRREGOS,SP,3514106
7169466000,Comércio e Serviços,2011,DOLCINÓPOLIS,SP,3514205
,Comércio e Serviços,2011,DOURADO,SP,3514304
,Comércio e Serviços,2011,DRACENA,SP,3514403
,Comércio e Serviços,2011,DUARTINA,SP,3514502
,Comércio e Serviços,2011,DUMONT,SP,3514601
0,Comércio e Serviços,2011,ECHAPORÃ,SP,3514700
0,Comércio e Serviços,2011,ELDORADO,SP,3514809
,Comércio e Serviços,2011,ELIAS FAUSTO,SP,3514908
0,Comércio e Serviços,2011,ELISIÁRIO,SP,3514924
9383546000,Comércio e Serviços,2011,EMBAÚBA,SP,3514957
2691044000,Comércio e Serviços,2011,EMBU DAS ARTES,SP,3515004
262575000,Comércio e Serviços,2011,EMBU-GUAÇU,SP,3515103
9905446000,Comércio e Serviços,2011,EMILIANÓPOLIS,SP,3515129
,Comércio e Serviços,2011,ENGENHEIRO COELHO,SP,3515152
,Comércio e Serviços,2011,ESPÍRITO SANTO DO PINHAL,SP,3515186
,Comércio e Serviços,2011,ESPÍRITO SANTO DO TURVO,SP,3515194
,Comércio e Serviços,2011,ESTIVA GERBI,SP,3557303
0,Comércio e Serviços,2011,ESTRELA D'OESTE,SP,3515202
9184554000,Comércio e Serviços,2011,ESTRELA DO NORTE,SP,3515301
0,Comércio e Serviços,2011,EUCLIDES DA CUNHA PAULISTA,SP,3515350
,Comércio e Serviços,2011,FARTURA,SP,3515400
,Comércio e Serviços,2011,FERNANDO PRESTES,SP,3515608
0,Comércio e Serviços,2011,FERNANDÓPOLIS,SP,3515509
5771171000,Comércio e Serviços,2011,FERNÃO,SP,3515657
0,Comércio e Serviços,2011,FERRAZ DE VASCONCELOS,SP,3515707
4830296000,Comércio e Serviços,2011,FLORA RICA,SP,3515806
0,Comércio e Serviços,2011,FLOREAL,SP,3515905
,Comércio e Serviços,2011,FLÓRIDA PAULISTA,SP,3516002
0,Comércio e Serviços,2011,FLORÍNEA,SP,3516101
3065622000,Comércio e Serviços,2011,FRANCA,SP,3516200
0,Comércio e Serviços,2011,FRANCISCO MORATO,SP,3516309
0,Comércio e Serviços,2011,FRANCO DA ROCHA,SP,3516408
0,Comércio e Serviços,2011,GABRIEL MONTEIRO,SP,3516507
,Comércio e Serviços,2011,GÁLIA,SP,3516606
,Comércio e Serviços,2011,GARÇA,SP,3516705
0,Comércio e Serviços,2011,GASTÃO VIDIGAL,SP,3516804
0,Comércio e Serviços,2011,GAVIÃO PEIXOTO,SP,3516853
,Comércio e Serviços,2011,GENERAL SALGADO,SP,3516903
0,Comércio e Serviços,2011,GETULINA,SP,3517000
,Comércio e Serviços,2011,GLICÉRIO,SP,3517109
,Comércio e Serviços,2011,GUAIÇARA,SP,3517208
0,Comércio e Serviços,2011,GUAIMBÊ,SP,3517307
,Comércio e Serviços,2011,GUAÍRA,SP,3517406
,Comércio e Serviços,2011,GUAPIAÇU,SP,3517505
,Comércio e Serviços,2011,GUAPIARA,SP,3517604
,Comércio e Serviços,2011,GUARÁ,SP,3517703
0,Comércio e Serviços,2011,GUARAÇAÍ,SP,3517802
,Comércio e Serviços,2011,GUARACI,SP,3517901
5088902000,Comércio e Serviços,2011,GUARANI D'OESTE,SP,3518008
,Comércio e Serviços,2011,GUARANTÃ,SP,3518107
232089000,Comércio e Serviços,2011,GUARARAPES,SP,3518206
,Comércio e Serviços,2011,GUARAREMA,SP,3518305
1306430000,Comércio e Serviços,2011,GUARATINGUETÁ,SP,3518404
,Comércio e Serviços,2011,GUAREÍ,SP,3518503
,Comércio e Serviços,2011,GUARIBA,SP,3518602
2518252000,Comércio e Serviços,2011,GUARUJÁ,SP,3518701
18504896000,Comércio e Serviços,2011,GUARULHOS,SP,3518800
0,Comércio e Serviços,2011,GUATAPARÁ,SP,3518859
0,Comércio e Serviços,2011,GUZOLÂNDIA,SP,3518909
,Comércio e Serviços,2011,HERCULÂNDIA,SP,3519006
130920000,Comércio e Serviços,2011,HOLAMBRA,SP,3519055
3401340000,Comércio e Serviços,2011,HORTOLÂNDIA,SP,3519071
,Comércio e Serviços,2011,IACANGA,SP,3519105
0,Comércio e Serviços,2011,IACRI,SP,3519204
0,Comércio e Serviços,2011,IARAS,SP,3519253
,Comércio e Serviços,2011,IBATÉ,SP,3519303
,Comércio e Serviços,2011,IBIRÁ,SP,3519402
47232000,Comércio e Serviços,2011,IBIRAREMA,SP,3519501
,Comércio e Serviços,2011,IBITINGA,SP,3519600
0,Comércio e Serviços,2011,IBIÚNA,SP,3519709
,Comércio e Serviços,2011,ICÉM,SP,3519808
0,Comércio e Serviços,2011,IEPÊ,SP,3519907
,Comércio e Serviços,2011,IGARAÇU DO TIETÊ,SP,3520004
,Comércio e Serviços,2011,IGARAPAVA,SP,3520103
0,Comércio e Serviços,2011,IGARATÁ,SP,3520202
,Comércio e Serviços,2011,IGUAPE,SP,3520301
0,Comércio e Serviços,2011,ILHA COMPRIDA,SP,3520426
,Comércio e Serviços,2011,ILHA SOLTEIRA,SP,3520442
0,Comércio e Serviços,2011,ILHABELA,SP,3520400
2982853000,Comércio e Serviços,2011,INDAIATUBA,SP,3520509
0,Comércio e Serviços,2011,INDIANA,SP,3520608
,Comércio e Serviços,2011,INDIAPORÃ,SP,3520707
0,Comércio e Serviços,2011,INÚBIA PAULISTA,SP,3520806
,Comércio e Serviços,2011,IPAUSSU,SP,3520905
0,Comércio e Serviços,2011,IPERÓ,SP,3521002
,Comércio e Serviços,2011,IPEÚNA,SP,3521101
9243254000,Comércio e Serviços,2011,IPIGUÁ,SP,3521150
0,Comércio e Serviços,2011,IPORANGA,SP,3521200
0,Comércio e Serviços,2011,IPUÃ,SP,3521309
,Comércio e Serviços,2011,IRACEMÁPOLIS,SP,3521408
22258000,Comércio e Serviços,2011,IRAPUÃ,SP,3521507
0,Comércio e Serviços,2011,IRAPURU,SP,3521606
,Comércio e Serviços,2011,ITABERÁ,SP,3521705
,Comércio e Serviços,2011,ITAÍ,SP,3521804
,Comércio e Serviços,2011,ITAJOBI,SP,3521903
,Comércio e Serviços,2011,ITAJU,SP,3522000
,Comércio e Serviços,2011,ITANHAÉM,SP,3522109
5931383000,Comércio e Serviços,2011,ITAOCA,SP,3522158
1247319000,Comércio e Serviços,2011,ITAPECERICA DA SERRA,SP,3522208
1175424000,Comércio e Serviços,2011,ITAPETININGA,SP,3522307
,Comércio e Serviços,2011,ITAPEVA,SP,3522406
3026670000,Comércio e Serviços,2011,ITAPEVI,SP,3522505
812949000,Comércio e Serviços,2011,ITAPIRA,SP,3522604
5092121000,Comércio e Serviços,2011,ITAPIRAPUÃ PAULISTA,SP,3522653
0,Comércio e Serviços,2011,ITÁPOLIS,SP,3522703
0,Comércio e Serviços,2011,ITAPORANGA,SP,3522802
,Comércio e Serviços,2011,ITAPUÍ,SP,3522901
0,Comércio e Serviços,2011,ITAPURA,SP,3523008
1342755000,Comércio e Serviços,2011,ITAQUAQUECETUBA,SP,3523107
0,Comércio e Serviços,2011,ITARARÉ,SP,3523206
0,Comércio e Serviços,2011,ITARIRI,SP,3523305
1316876000,Comércio e Serviços,2011,ITATIBA,SP,3523404
,Comércio e Serviços,2011,ITATINGA,SP,3523503
,Comércio e Serviços,2011,ITIRAPINA,SP,3523602
0,Comércio e Serviços,2011,ITIRAPUÃ,SP,3523701
0,Comércio e Serviços,2011,ITOBI,SP,3523800
2712837000,Comércio e Serviços,2011,ITU,SP,3523909
0,Comércio e Serviços,2011,ITUPEVA,SP,3524006
,Comércio e Serviços,2011,ITUVERAVA,SP,3524105
0,Comércio e Serviços,2011,JABORANDI,SP,3524204
0,Comércio e Serviços,2011,JABOTICABAL,SP,3524303
2302041000,Comércio e Serviços,2011,JACAREÍ,SP,3524402
,Comércio e Serviços,2011,JACI,SP,3524501
104429000,Comércio e Serviços,2011,JACUPIRANGA,SP,3524600
1897802000,Comércio e Serviços,2011,JAGUARIÚNA,SP,3524709
,Comércio e Serviços,2011,JALES,SP,3524808
0,Comércio e Serviços,2011,JAMBEIRO,SP,3524907
0,Comércio e Serviços,2011,JANDIRA,SP,3525003
0,Comércio e Serviços,2011,JARDINÓPOLIS,SP,3525102
,Comércio e Serviços,2011,JARINU,SP,3525201
1700827000,Comércio e Serviços,2011,JAÚ,SP,3525300
,Comércio e Serviços,2011,JERIQUARA,SP,3525409
,Comércio e Serviços,2011,JOANÓPOLIS,SP,3525508
0,Comércio e Serviços,2011,JOÃO RAMALHO,SP,3525607
,Comércio e Serviços,2011,JOSÉ BONIFÁCIO,SP,3525706
0,Comércio e Serviços,2011,JÚLIO MESQUITA,SP,3525805
0,Comércio e Serviços,2011,JUMIRIM,SP,3525854
13149113000,Comércio e Serviços,2011,JUNDIAÍ,SP,3525904
129128000,Comércio e Serviços,2011,JUNQUEIRÓPOLIS,SP,3526001
,Comércio e Serviços,2011,JUQUIÁ,SP,3526100
0,Comércio e Serviços,2011,JUQUITIBA,SP,3526209
0,Comércio e Serviços,2011,LAGOINHA,SP,3526308
,Comércio e Serviços,2011,LARANJAL PAULISTA,SP,3526407
0,Comércio e Serviços,2011,LAVÍNIA,SP,3526506
0,Comércio e Serviços,2011,LAVRINHAS,SP,3526605
0,Comércio e Serviços,2011,LEME,SP,3526704
742636000,Comércio e Serviços,2011,LENÇÓIS PAULISTA,SP,3526803
3583006000,Comércio e Serviços,2011,LIMEIRA,SP,3526902
,Comércio e Serviços,2011,LINDÓIA,SP,3527009
,Comércio e Serviços,2011,LINS,SP,3527108
,Comércio e Serviços,2011,LORENA,SP,3527207
6203185000,Comércio e Serviços,2011,LOURDES,SP,3527256
2807675000,Comércio e Serviços,2011,LOUVEIRA,SP,3527306
,Comércio e Serviços,2011,LUCÉLIA,SP,3527405
8089832000,Comércio e Serviços,2011,LUCIANÓPOLIS,SP,3527504
,Comércio e Serviços,2011,LUÍS ANTÔNIO,SP,3527603
0,Comércio e Serviços,2011,LUIZIÂNIA,SP,3527702
0,Comércio e Serviços,2011,LUPÉRCIO,SP,3527801
8915686000,Comércio e Serviços,2011,LUTÉCIA,SP,3527900
,Comércio e Serviços,2011,MACATUBA,SP,3528007
0,Comércio e Serviços,2011,MACAUBAL,SP,3528106
0,Comércio e Serviços,2011,MACEDÔNIA,SP,3528205
0,Comércio e Serviços,2011,MAGDA,SP,3528304
0,Comércio e Serviços,2011,MAIRINQUE,SP,3528403
0,Comércio e Serviços,2011,MAIRIPORÃ,SP,3528502
0,Comércio e Serviços,2011,MANDURI,SP,3528601
,Comércio e Serviços,2011,MARABÁ PAULISTA,SP,3528700
,Comércio e Serviços,2011,MARACAÍ,SP,3528809
0,Comércio e Serviços,2011,MARAPOAMA,SP,3528858
9098049000,Comércio e Serviços,2011,MARIÁPOLIS,SP,3528908
2755473000,Comércio e Serviços,2011,MARÍLIA,SP,3529005
5135822000,Comércio e Serviços,2011,MARINÓPOLIS,SP,3529104
128841000,Comércio e Serviços,2011,MARTINÓPOLIS,SP,3529203
,Comércio e Serviços,2011,MATÃO,SP,3529302
3985790000,Comércio e Serviços,2011,MAUÁ,SP,3529401
,Comércio e Serviços,2011,MENDONÇA,SP,3529500
,Comércio e Serviços,2011,MERIDIANO,SP,3529609
7199601000,Comércio e Serviços,2011,MESÓPOLIS,SP,3529658
,Comércio e Serviços,2011,MIGUELÓPOLIS,SP,3529708
,Comércio e Serviços,2011,MINEIROS DO TIETÊ,SP,3529807
0,Comércio e Serviços,2011,MIRA ESTRELA,SP,3530003
,Comércio e Serviços,2011,MIRACATU,SP,3529906
,Comércio e Serviços,2011,MIRANDÓPOLIS,SP,3530102
,Comércio e Serviços,2011,MIRANTE DO PARANAPANEMA,SP,3530201
,Comércio e Serviços,2011,MIRASSOL,SP,3530300
0,Comércio e Serviços,2011,MIRASSOLÂNDIA,SP,3530409
,Comércio e Serviços,2011,MOCOCA,SP,3530508
4481080000,Comércio e Serviços,2011,MOGI DAS CRUZES,SP,3530607
1505616000,Comércio e Serviços,2011,MOGI GUAÇU,SP,3530706
1263024000,Comércio e Serviços,2011,MOGI MIRIM,SP,3530805
0,Comércio e Serviços,2011,MOMBUCA,SP,3530904
0,Comércio e Serviços,2011,MONÇÕES,SP,3531001
257677000,Comércio e Serviços,2011,MONGAGUÁ,SP,3531100
,Comércio e Serviços,2011,MONTE ALEGRE DO SUL,SP,3531209
,Comércio e Serviços,2011,MONTE ALTO,SP,3531308
,Comércio e Serviços,2011,MONTE APRAZÍVEL,SP,3531407
,Comércio e Serviços,2011,MONTE AZUL PAULISTA,SP,3531506
0,Comércio e Serviços,2011,MONTE CASTELO,SP,3531605
0,Comércio e Serviços,2011,MONTE MOR,SP,3531803
0,Comércio e Serviços,2011,MONTEIRO LOBATO,SP,3531704
,Comércio e Serviços,2011,MORRO AGUDO,SP,3531902
,Comércio e Serviços,2011,MORUNGABA,SP,3532009
0,Comércio e Serviços,2011,MOTUCA,SP,3532058
0,Comércio e Serviços,2011,MURUTINGA DO SUL,SP,3532108
,Comércio e Serviços,2011,NANTES,SP,3532157
,Comércio e Serviços,2011,NARANDIBA,SP,3532207
0,Comércio e Serviços,2011,NATIVIDADE DA SERRA,SP,3532306
,Comércio e Serviços,2011,NAZARÉ PAULISTA,SP,3532405
,Comércio e Serviços,2011,NEVES PAULISTA,SP,3532504
,Comércio e Serviços,2011,NHANDEARA,SP,3532603
,Comércio e Serviços,2011,NIPOÃ,SP,3532702
0,Comércio e Serviços,2011,NOVA ALIANÇA,SP,3532801
,Comércio e Serviços,2011,NOVA CAMPINA,SP,3532827
4808268000,Comércio e Serviços,2011,NOVA CANAÃ PAULISTA,SP,3532843
5203856000,Comércio e Serviços,2011,NOVA CASTILHO,SP,3532868
,Comércio e Serviços,2011,NOVA EUROPA,SP,3532900
,Comércio e Serviços,2011,NOVA GRANADA,SP,3533007
6219016000,Comércio e Serviços,2011,NOVA GUATAPORANGA,SP,3533106
0,Comércio e Serviços,2011,NOVA INDEPENDÊNCIA,SP,3533205
0,Comércio e Serviços,2011,NOVA LUZITÂNIA,SP,3533304
0,Comércio e Serviços,2011,NOVA ODESSA,SP,3533403
9971777000,Comércio e Serviços,2011,NOVAIS,SP,3533254
,Comércio e Serviços,2011,NOVO HORIZONTE,SP,3533502
0,Comércio e Serviços,2011,NUPORANGA,SP,3533601
0,Comércio e Serviços,2011,OCAUÇU,SP,3533700
7065473000,Comércio e Serviços,2011,ÓLEO,SP,3533809
,Comércio e Serviços,2011,OLÍMPIA,SP,3533908
,Comércio e Serviços,2011,ONDA VERDE,SP,3534005
0,Comércio e Serviços,2011,ORIENTE,SP,3534104
0,Comércio e Serviços,2011,ORINDIÚVA,SP,3534203
,Comércio e Serviços,2011,ORLÂNDIA,SP,3534302
32650490000,Comércio e Serviços,2011,OSASCO,SP,3534401
0,Comércio e Serviços,2011,OSCAR BRESSANE,SP,3534500
,Comércio e Serviços,2011,OSVALDO CRUZ,SP,3534609
1068115000,Comércio e Serviços,2011,OURINHOS,SP,3534708
0,Comércio e Serviços,2011,OURO VERDE,SP,3534807
,Comércio e Serviços,2011,OUROESTE,SP,3534757
0,Comércio e Serviços,2011,PACAEMBU,SP,3534906
0,Comércio e Serviços,2011,PALESTINA,SP,3535002
0,Comércio e Serviços,2011,PALMARES PAULISTA,SP,3535101
0,Comércio e Serviços,2011,PALMEIRA D'OESTE,SP,3535200
,Comércio e Serviços,2011,PALMITAL,SP,3535309
,Comércio e Serviços,2011,PANORAMA,SP,3535408
,Comércio e Serviços,2011,PARAGUAÇU PAULISTA,SP,3535507
,Comércio e Serviços,2011,PARAIBUNA,SP,3535606
,Comércio e Serviços,2011,PARAÍSO,SP,3535705
,Comércio e Serviços,2011,PARANAPANEMA,SP,3535804
0,Comércio e Serviços,2011,PARANAPUÃ,SP,3535903
,Comércio e Serviços,2011,PARAPUÃ,SP,3536000
,Comércio e Serviços,2011,PARDINHO,SP,3536109
,Comércio e Serviços,2011,PARIQUERA-AÇU,SP,3536208
5194031000,Comércio e Serviços,2011,PARISI,SP,3536257
,Comércio e Serviços,2011,PATROCÍNIO PAULISTA,SP,3536307
,Comércio e Serviços,2011,PAULICÉIA,SP,3536406
5364269000,Comércio e Serviços,2011,PAULÍNIA,SP,3536505
4233284000,Comércio e Serviços,2011,PAULISTÂNIA,SP,3536570
0,Comércio e Serviços,2011,PAULO DE FARIA,SP,3536604
,Comércio e Serviços,2011,PEDERNEIRAS,SP,3536703
0,Comércio e Serviços,2011,PEDRA BELA,SP,3536802
6723085000,Comércio e Serviços,2011,PEDRANÓPOLIS,SP,3536901
,Comércio e Serviços,2011,PEDREGULHO,SP,3537008
0,Comércio e Serviços,2011,PEDREIRA,SP,3537107
0,Comércio e Serviços,2011,PEDRINHAS PAULISTA,SP,3537156
0,Comércio e Serviços,2011,PEDRO DE TOLEDO,SP,3537206
497215000,Comércio e Serviços,2011,PENÁPOLIS,SP,3537305
,Comércio e Serviços,2011,PEREIRA BARRETO,SP,3537404
0,Comércio e Serviços,2011,PEREIRAS,SP,3537503
,Comércio e Serviços,2011,PERUÍBE,SP,3537602
0,Comércio e Serviços,2011,PIACATU,SP,3537701
,Comércio e Serviços,2011,PIEDADE,SP,3537800
,Comércio e Serviços,2011,PILAR DO SUL,SP,3537909
1552377000,Comércio e Serviços,2011,PINDAMONHANGABA,SP,3538006
,Comércio e Serviços,2011,PINDORAMA,SP,3538105
,Comércio e Serviços,2011,PINHALZINHO,SP,3538204
0,Comércio e Serviços,2011,PIQUEROBI,SP,3538303
0,Comércio e Serviços,2011,PIQUETE,SP,3538501
,Comércio e Serviços,2011,PIRACAIA,SP,3538600
6483968000,Comércio e Serviços,2011,PIRACICABA,SP,3538709
,Comércio e Serviços,2011,PIRAJU,SP,3538808
,Comércio e Serviços,2011,PIRAJUÍ,SP,3538907
,Comércio e Serviços,2011,PIRANGI,SP,3539004
332798000,Comércio e Serviços,2011,PIRAPORA DO BOM JESUS,SP,3539103
,Comércio e Serviços,2011,PIRAPOZINHO,SP,3539202
0,Comércio e Serviços,2011,PIRASSUNUNGA,SP,3539301
,Comércio e Serviços,2011,PIRATININGA,SP,3539400
,Comércio e Serviços,2011,PITANGUEIRAS,SP,3539509
,Comércio e Serviços,2011,PLANALTO,SP,3539608
0,Comércio e Serviços,2011,PLATINA,SP,3539707
1386472000,Comércio e Serviços,2011,POÁ,SP,3539806
,Comércio e Serviços,2011,POLONI,SP,3539905
,Comércio e Serviços,2011,POMPÉIA,SP,3540002
0,Comércio e Serviços,2011,PONGAÍ,SP,3540101
,Comércio e Serviços,2011,PONTAL,SP,3540200
0,Comércio e Serviços,2011,PONTALINDA,SP,3540259
,Comércio e Serviços,2011,PONTES GESTAL,SP,3540309
0,Comércio e Serviços,2011,POPULINA,SP,3540408
,Comércio e Serviços,2011,PORANGABA,SP,3540507
0,Comércio e Serviços,2011,PORTO FELIZ,SP,3540606
,Comércio e Serviços,2011,PORTO FERREIRA,SP,3540705
0,Comércio e Serviços,2011,POTIM,SP,3540754
,Comércio e Serviços,2011,POTIRENDABA,SP,3540804
3868331000,Comércio e Serviços,2011,PRACINHA,SP,3540853
,Comércio e Serviços,2011,PRADÓPOLIS,SP,3540903
2144402000,Comércio e Serviços,2011,PRAIA GRANDE,SP,3541000
0,Comércio e Serviços,2011,PRATÂNIA,SP,3541059
0,Comércio e Serviços,2011,PRESIDENTE ALVES,SP,3541109
,Comércio e Serviços,2011,PRESIDENTE BERNARDES,SP,3541208
,Comércio e Serviços,2011,PRESIDENTE EPITÁCIO,SP,3541307
3125414000,Comércio e Serviços,2011,PRESIDENTE PRUDENTE,SP,3541406
,Comércio e Serviços,2011,PRESIDENTE VENCESLAU,SP,3541505
,Comércio e Serviços,2011,PROMISSÃO,SP,3541604
0,Comércio e Serviços,2011,QUADRA,SP,3541653
,Comércio e Serviços,2011,QUATÁ,SP,3541703
,Comércio e Serviços,2011,QUEIROZ,SP,3541802
0,Comércio e Serviços,2011,QUELUZ,SP,3541901
,Comércio e Serviços,2011,QUINTANA,SP,3542008
,Comércio e Serviços,2011,RAFARD,SP,3542107
0,Comércio e Serviços,2011,RANCHARIA,SP,3542206
0,Comércio e Serviços,2011,REDENÇÃO DA SERRA,SP,3542305
,Comércio e Serviços,2011,REGENTE FEIJÓ,SP,3542404
23900000,Comércio e Serviços,2011,REGINÓPOLIS,SP,3542503
,Comércio e Serviços,2011,REGISTRO,SP,3542602
,Comércio e Serviços,2011,RESTINGA,SP,3542701
5904596000,Comércio e Serviços,2011,RIBEIRA,SP,3542800
,Comércio e Serviços,2011,RIBEIRÃO BONITO,SP,3542909
0,Comércio e Serviços,2011,RIBEIRÃO BRANCO,SP,3543006
0,Comércio e Serviços,2011,RIBEIRÃO CORRENTE,SP,3543105
0,Comércio e Serviços,2011,RIBEIRÃO DO SUL,SP,3543204
0,Comércio e Serviços,2011,RIBEIRÃO DOS ÍNDIOS,SP,3543238
0,Comércio e Serviços,2011,RIBEIRÃO GRANDE,SP,3543253
1004697000,Comércio e Serviços,2011,RIBEIRÃO PIRES,SP,3543303
13334238000,Comércio e Serviços,2011,RIBEIRÃO PRETO,SP,3543402
0,Comércio e Serviços,2011,RIFAINA,SP,3543600
,Comércio e Serviços,2011,RINCÃO,SP,3543709
,Comércio e Serviços,2011,RINÓPOLIS,SP,3543808
2483035000,Comércio e Serviços,2011,RIO CLARO,SP,3543907
,Comércio e Serviços,2011,RIO DAS PEDRAS,SP,3544004
0,Comércio e Serviços,2011,RIO GRANDE DA SERRA,SP,3544103
,Comércio e Serviços,2011,RIOLÂNDIA,SP,3544202
8818843000,Comércio e Serviços,2011,RIVERSUL,SP,3543501
0,Comércio e Serviços,2011,ROSANA,SP,3544251
,Comércio e Serviços,2011,ROSEIRA,SP,3544301
