ContagemPop,FaixaEtariaPop,SexoPop,NomeCidadePopulacao,UFPopulacao,CodigoIBGE
2678,25 a 29,H,Lins,SP,3527108
2691,30 a 34,H,Lins,SP,3527108
2872,35 a 39,H,Lins,SP,3527108
2813,40 a 44,H,Lins,SP,3527108
2458,45 a 49,H,Lins,SP,3527108
2314,50 a 54,H,Lins,SP,3527108
2203,55 a 59,H,Lins,SP,3527108
1981,60 a 64,H,Lins,SP,3527108
1596,65 a 69,H,Lins,SP,3527108
1117,70 a 74,H,Lins,SP,3527108
698,75 a 79,H,Lins,SP,3527108
463,80 a 84,H,Lins,SP,3527108
260,85 a 89,H,Lins,SP,3527108
112,90 e +,H,Lins,SP,3527108
2394,00 a 04,M,Lorena,SP,3527207
2628,05 a 09,M,Lorena,SP,3527207
2533,10 a 14,M,Lorena,SP,3527207
2730,15 a 19,M,Lorena,SP,3527207
2931,20 a 24,M,Lorena,SP,3527207
3199,25 a 29,M,Lorena,SP,3527207
3246,30 a 34,M,Lorena,SP,3527207
3306,35 a 39,M,Lorena,SP,3527207
3505,40 a 44,M,Lorena,SP,3527207
2947,45 a 49,M,Lorena,SP,3527207
2826,50 a 54,M,Lorena,SP,3527207
2906,55 a 59,M,Lorena,SP,3527207
2615,60 a 64,M,Lorena,SP,3527207
2148,65 a 69,M,Lorena,SP,3527207
1712,70 a 74,M,Lorena,SP,3527207
1203,75 a 79,M,Lorena,SP,3527207
727,80 a 84,M,Lorena,SP,3527207
409,85 a 89,M,Lorena,SP,3527207
272,90 e +,M,Lorena,SP,3527207
2512,00 a 04,H,Lorena,SP,3527207
2626,05 a 09,H,Lorena,SP,3527207
2709,10 a 14,H,Lorena,SP,3527207
2903,15 a 19,H,Lorena,SP,3527207
3013,20 a 24,H,Lorena,SP,3527207
2952,25 a 29,H,Lorena,SP,3527207
3063,30 a 34,H,Lorena,SP,3527207
3219,35 a 39,H,Lorena,SP,3527207
3264,40 a 44,H,Lorena,SP,3527207
2624,45 a 49,H,Lorena,SP,3527207
2509,50 a 54,H,Lorena,SP,3527207
2441,55 a 59,H,Lorena,SP,3527207
2140,60 a 64,H,Lorena,SP,3527207
1776,65 a 69,H,Lorena,SP,3527207
1270,70 a 74,H,Lorena,SP,3527207
830,75 a 79,H,Lorena,SP,3527207
436,80 a 84,H,Lorena,SP,3527207
228,85 a 89,H,Lorena,SP,3527207
103,90 e +,H,Lorena,SP,3527207
48,00 a 04,M,Lourdes,SP,3527256
54,05 a 09,M,Lourdes,SP,3527256
47,10 a 14,M,Lourdes,SP,3527256
63,15 a 19,M,Lourdes,SP,3527256
58,20 a 24,M,Lourdes,SP,3527256
48,25 a 29,M,Lourdes,SP,3527256
51,30 a 34,M,Lourdes,SP,3527256
75,35 a 39,M,Lourdes,SP,3527256
69,40 a 44,M,Lourdes,SP,3527256
75,45 a 49,M,Lourdes,SP,3527256
67,50 a 54,M,Lourdes,SP,3527256
65,55 a 59,M,Lourdes,SP,3527256
65,60 a 64,M,Lourdes,SP,3527256
65,65 a 69,M,Lourdes,SP,3527256
49,70 a 74,M,Lourdes,SP,3527256
42,75 a 79,M,Lourdes,SP,3527256
22,80 a 84,M,Lourdes,SP,3527256
8,85 a 89,M,Lourdes,SP,3527256
6,90 e +,M,Lourdes,SP,3527256
52,00 a 04,H,Lourdes,SP,3527256
62,05 a 09,H,Lourdes,SP,3527256
57,10 a 14,H,Lourdes,SP,3527256
55,15 a 19,H,Lourdes,SP,3527256
63,20 a 24,H,Lourdes,SP,3527256
54,25 a 29,H,Lourdes,SP,3527256
49,30 a 34,H,Lourdes,SP,3527256
63,35 a 39,H,Lourdes,SP,3527256
77,40 a 44,H,Lourdes,SP,3527256
62,45 a 49,H,Lourdes,SP,3527256
80,50 a 54,H,Lourdes,SP,3527256
63,55 a 59,H,Lourdes,SP,3527256
50,60 a 64,H,Lourdes,SP,3527256
62,65 a 69,H,Lourdes,SP,3527256
54,70 a 74,H,Lourdes,SP,3527256
37,75 a 79,H,Lourdes,SP,3527256
22,80 a 84,H,Lourdes,SP,3527256
7,85 a 89,H,Lourdes,SP,3527256
4,90 e +,H,Lourdes,SP,3527256
1702,00 a 04,M,Louveira,SP,3527306
1873,05 a 09,M,Louveira,SP,3527306
1650,10 a 14,M,Louveira,SP,3527306
1680,15 a 19,M,Louveira,SP,3527306
2119,20 a 24,M,Louveira,SP,3527306
2271,25 a 29,M,Louveira,SP,3527306
2315,30 a 34,M,Louveira,SP,3527306
2461,35 a 39,M,Louveira,SP,3527306
2216,40 a 44,M,Louveira,SP,3527306
1693,45 a 49,M,Louveira,SP,3527306
1446,50 a 54,M,Louveira,SP,3527306
1220,55 a 59,M,Louveira,SP,3527306
1106,60 a 64,M,Louveira,SP,3527306
870,65 a 69,M,Louveira,SP,3527306
580,70 a 74,M,Louveira,SP,3527306
368,75 a 79,M,Louveira,SP,3527306
273,80 a 84,M,Louveira,SP,3527306
136,85 a 89,M,Louveira,SP,3527306
86,90 e +,M,Louveira,SP,3527306
1791,00 a 04,H,Louveira,SP,3527306
1949,05 a 09,H,Louveira,SP,3527306
1797,10 a 14,H,Louveira,SP,3527306
1711,15 a 19,H,Louveira,SP,3527306
2164,20 a 24,H,Louveira,SP,3527306
2335,25 a 29,H,Louveira,SP,3527306
2194,30 a 34,H,Louveira,SP,3527306
2378,35 a 39,H,Louveira,SP,3527306
2344,40 a 44,H,Louveira,SP,3527306
1654,45 a 49,H,Louveira,SP,3527306
1418,50 a 54,H,Louveira,SP,3527306
1165,55 a 59,H,Louveira,SP,3527306
954,60 a 64,H,Louveira,SP,3527306
767,65 a 69,H,Louveira,SP,3527306
530,70 a 74,H,Louveira,SP,3527306
308,75 a 79,H,Louveira,SP,3527306
182,80 a 84,H,Louveira,SP,3527306
95,85 a 89,H,Louveira,SP,3527306
46,90 e +,H,Louveira,SP,3527306
464,00 a 04,M,Lucélia,SP,3527405
473,05 a 09,M,Lucélia,SP,3527405
511,10 a 14,M,Lucélia,SP,3527405
512,15 a 19,M,Lucélia,SP,3527405
535,20 a 24,M,Lucélia,SP,3527405
586,25 a 29,M,Lucélia,SP,3527405
566,30 a 34,M,Lucélia,SP,3527405
649,35 a 39,M,Lucélia,SP,3527405
629,40 a 44,M,Lucélia,SP,3527405
600,45 a 49,M,Lucélia,SP,3527405
641,50 a 54,M,Lucélia,SP,3527405
648,55 a 59,M,Lucélia,SP,3527405
605,60 a 64,M,Lucélia,SP,3527405
472,65 a 69,M,Lucélia,SP,3527405
365,70 a 74,M,Lucélia,SP,3527405
283,75 a 79,M,Lucélia,SP,3527405
191,80 a 84,M,Lucélia,SP,3527405
96,85 a 89,M,Lucélia,SP,3527405
75,90 e +,M,Lucélia,SP,3527405
501,00 a 04,H,Lucélia,SP,3527405
505,05 a 09,H,Lucélia,SP,3527405
562,10 a 14,H,Lucélia,SP,3527405
591,15 a 19,H,Lucélia,SP,3527405
705,20 a 24,H,Lucélia,SP,3527405
799,25 a 29,H,Lucélia,SP,3527405
902,30 a 34,H,Lucélia,SP,3527405
950,35 a 39,H,Lucélia,SP,3527405
1034,40 a 44,H,Lucélia,SP,3527405
939,45 a 49,H,Lucélia,SP,3527405
866,50 a 54,H,Lucélia,SP,3527405
799,55 a 59,H,Lucélia,SP,3527405
645,60 a 64,H,Lucélia,SP,3527405
498,65 a 69,H,Lucélia,SP,3527405
371,70 a 74,H,Lucélia,SP,3527405
256,75 a 79,H,Lucélia,SP,3527405
144,80 a 84,H,Lucélia,SP,3527405
55,85 a 89,H,Lucélia,SP,3527405
38,90 e +,H,Lucélia,SP,3527405
57,00 a 04,M,Lucianópolis,SP,3527504
67,05 a 09,M,Lucianópolis,SP,3527504
75,10 a 14,M,Lucianópolis,SP,3527504
74,15 a 19,M,Lucianópolis,SP,3527504
84,20 a 24,M,Lucianópolis,SP,3527504
77,25 a 29,M,Lucianópolis,SP,3527504
78,30 a 34,M,Lucianópolis,SP,3527504
84,35 a 39,M,Lucianópolis,SP,3527504
97,40 a 44,M,Lucianópolis,SP,3527504
80,45 a 49,M,Lucianópolis,SP,3527504
70,50 a 54,M,Lucianópolis,SP,3527504
48,55 a 59,M,Lucianópolis,SP,3527504
78,60 a 64,M,Lucianópolis,SP,3527504
67,65 a 69,M,Lucianópolis,SP,3527504
70,70 a 74,M,Lucianópolis,SP,3527504
31,75 a 79,M,Lucianópolis,SP,3527504
21,80 a 84,M,Lucianópolis,SP,3527504
11,85 a 89,M,Lucianópolis,SP,3527504
9,90 e +,M,Lucianópolis,SP,3527504
67,00 a 04,H,Lucianópolis,SP,3527504
65,05 a 09,H,Lucianópolis,SP,3527504
73,10 a 14,H,Lucianópolis,SP,3527504
79,15 a 19,H,Lucianópolis,SP,3527504
91,20 a 24,H,Lucianópolis,SP,3527504
88,25 a 29,H,Lucianópolis,SP,3527504
67,30 a 34,H,Lucianópolis,SP,3527504
117,35 a 39,H,Lucianópolis,SP,3527504
104,40 a 44,H,Lucianópolis,SP,3527504
75,45 a 49,H,Lucianópolis,SP,3527504
62,50 a 54,H,Lucianópolis,SP,3527504
62,55 a 59,H,Lucianópolis,SP,3527504
54,60 a 64,H,Lucianópolis,SP,3527504
75,65 a 69,H,Lucianópolis,SP,3527504
56,70 a 74,H,Lucianópolis,SP,3527504
30,75 a 79,H,Lucianópolis,SP,3527504
20,80 a 84,H,Lucianópolis,SP,3527504
5,85 a 89,H,Lucianópolis,SP,3527504
4,90 e +,H,Lucianópolis,SP,3527504
410,00 a 04,M,Luís Antônio,SP,3527603
392,05 a 09,M,Luís Antônio,SP,3527603
433,10 a 14,M,Luís Antônio,SP,3527603
444,15 a 19,M,Luís Antônio,SP,3527603
424,20 a 24,M,Luís Antônio,SP,3527603
512,25 a 29,M,Luís Antônio,SP,3527603
491,30 a 34,M,Luís Antônio,SP,3527603
519,35 a 39,M,Luís Antônio,SP,3527603
492,40 a 44,M,Luís Antônio,SP,3527603
392,45 a 49,M,Luís Antônio,SP,3527603
391,50 a 54,M,Luís Antônio,SP,3527603
343,55 a 59,M,Luís Antônio,SP,3527603
308,60 a 64,M,Luís Antônio,SP,3527603
208,65 a 69,M,Luís Antônio,SP,3527603
167,70 a 74,M,Luís Antônio,SP,3527603
92,75 a 79,M,Luís Antônio,SP,3527603
65,80 a 84,M,Luís Antônio,SP,3527603
30,85 a 89,M,Luís Antônio,SP,3527603
19,90 e +,M,Luís Antônio,SP,3527603
388,00 a 04,H,Luís Antônio,SP,3527603
427,05 a 09,H,Luís Antônio,SP,3527603
479,10 a 14,H,Luís Antônio,SP,3527603
492,15 a 19,H,Luís Antônio,SP,3527603
463,20 a 24,H,Luís Antônio,SP,3527603
476,25 a 29,H,Luís Antônio,SP,3527603
467,30 a 34,H,Luís Antônio,SP,3527603
518,35 a 39,H,Luís Antônio,SP,3527603
480,40 a 44,H,Luís Antônio,SP,3527603
425,45 a 49,H,Luís Antônio,SP,3527603
342,50 a 54,H,Luís Antônio,SP,3527603
316,55 a 59,H,Luís Antônio,SP,3527603
320,60 a 64,H,Luís Antônio,SP,3527603
220,65 a 69,H,Luís Antônio,SP,3527603
135,70 a 74,H,Luís Antônio,SP,3527603
82,75 a 79,H,Luís Antônio,SP,3527603
60,80 a 84,H,Luís Antônio,SP,3527603
34,85 a 89,H,Luís Antônio,SP,3527603
9,90 e +,H,Luís Antônio,SP,3527603
134,00 a 04,M,Luiziânia,SP,3527702
168,05 a 09,M,Luiziânia,SP,3527702
132,10 a 14,M,Luiziânia,SP,3527702
159,15 a 19,M,Luiziânia,SP,3527702
145,20 a 24,M,Luiziânia,SP,3527702
171,25 a 29,M,Luiziânia,SP,3527702
175,30 a 34,M,Luiziânia,SP,3527702
174,35 a 39,M,Luiziânia,SP,3527702
152,40 a 44,M,Luiziânia,SP,3527702
144,45 a 49,M,Luiziânia,SP,3527702
142,50 a 54,M,Luiziânia,SP,3527702
173,55 a 59,M,Luiziânia,SP,3527702
166,60 a 64,M,Luiziânia,SP,3527702
97,65 a 69,M,Luiziânia,SP,3527702
81,70 a 74,M,Luiziânia,SP,3527702
56,75 a 79,M,Luiziânia,SP,3527702
45,80 a 84,M,Luiziânia,SP,3527702
24,85 a 89,M,Luiziânia,SP,3527702
18,90 e +,M,Luiziânia,SP,3527702
165,00 a 04,H,Luiziânia,SP,3527702
174,05 a 09,H,Luiziânia,SP,3527702
165,10 a 14,H,Luiziânia,SP,3527702
161,15 a 19,H,Luiziânia,SP,3527702
148,20 a 24,H,Luiziânia,SP,3527702
158,25 a 29,H,Luiziânia,SP,3527702
167,30 a 34,H,Luiziânia,SP,3527702
213,35 a 39,H,Luiziânia,SP,3527702
167,40 a 44,H,Luiziânia,SP,3527702
128,45 a 49,H,Luiziânia,SP,3527702
151,50 a 54,H,Luiziânia,SP,3527702
143,55 a 59,H,Luiziânia,SP,3527702
129,60 a 64,H,Luiziânia,SP,3527702
100,65 a 69,H,Luiziânia,SP,3527702
72,70 a 74,H,Luiziânia,SP,3527702
49,75 a 79,H,Luiziânia,SP,3527702
33,80 a 84,H,Luiziânia,SP,3527702
18,85 a 89,H,Luiziânia,SP,3527702
4,90 e +,H,Luiziânia,SP,3527702
104,00 a 04,M,Lupércio,SP,3527801
146,05 a 09,M,Lupércio,SP,3527801
132,10 a 14,M,Lupércio,SP,3527801
148,15 a 19,M,Lupércio,SP,3527801
118,20 a 24,M,Lupércio,SP,3527801
122,25 a 29,M,Lupércio,SP,3527801
144,30 a 34,M,Lupércio,SP,3527801
138,35 a 39,M,Lupércio,SP,3527801
159,40 a 44,M,Lupércio,SP,3527801
126,45 a 49,M,Lupércio,SP,3527801
127,50 a 54,M,Lupércio,SP,3527801
148,55 a 59,M,Lupércio,SP,3527801
131,60 a 64,M,Lupércio,SP,3527801
106,65 a 69,M,Lupércio,SP,3527801
75,70 a 74,M,Lupércio,SP,3527801
56,75 a 79,M,Lupércio,SP,3527801
35,80 a 84,M,Lupércio,SP,3527801
18,85 a 89,M,Lupércio,SP,3527801
8,90 e +,M,Lupércio,SP,3527801
129,00 a 04,H,Lupércio,SP,3527801
131,05 a 09,H,Lupércio,SP,3527801
143,10 a 14,H,Lupércio,SP,3527801
124,15 a 19,H,Lupércio,SP,3527801
116,20 a 24,H,Lupércio,SP,3527801
114,25 a 29,H,Lupércio,SP,3527801
135,30 a 34,H,Lupércio,SP,3527801
135,35 a 39,H,Lupércio,SP,3527801
170,40 a 44,H,Lupércio,SP,3527801
121,45 a 49,H,Lupércio,SP,3527801
123,50 a 54,H,Lupércio,SP,3527801
121,55 a 59,H,Lupércio,SP,3527801
105,60 a 64,H,Lupércio,SP,3527801
106,65 a 69,H,Lupércio,SP,3527801
64,70 a 74,H,Lupércio,SP,3527801
48,75 a 79,H,Lupércio,SP,3527801
34,80 a 84,H,Lupércio,SP,3527801
13,85 a 89,H,Lupércio,SP,3527801
8,90 e +,H,Lupércio,SP,3527801
68,00 a 04,M,Lutécia,SP,3527900
80,05 a 09,M,Lutécia,SP,3527900
102,10 a 14,M,Lutécia,SP,3527900
61,15 a 19,M,Lutécia,SP,3527900
86,20 a 24,M,Lutécia,SP,3527900
82,25 a 29,M,Lutécia,SP,3527900
106,30 a 34,M,Lutécia,SP,3527900
97,35 a 39,M,Lutécia,SP,3527900
90,40 a 44,M,Lutécia,SP,3527900
86,45 a 49,M,Lutécia,SP,3527900
88,50 a 54,M,Lutécia,SP,3527900
101,55 a 59,M,Lutécia,SP,3527900
90,60 a 64,M,Lutécia,SP,3527900
74,65 a 69,M,Lutécia,SP,3527900
49,70 a 74,M,Lutécia,SP,3527900
41,75 a 79,M,Lutécia,SP,3527900
25,80 a 84,M,Lutécia,SP,3527900
10,85 a 89,M,Lutécia,SP,3527900
9,90 e +,M,Lutécia,SP,3527900
80,00 a 04,H,Lutécia,SP,3527900
100,05 a 09,H,Lutécia,SP,3527900
78,10 a 14,H,Lutécia,SP,3527900
97,15 a 19,H,Lutécia,SP,3527900
75,20 a 24,H,Lutécia,SP,3527900
77,25 a 29,H,Lutécia,SP,3527900
90,30 a 34,H,Lutécia,SP,3527900
101,35 a 39,H,Lutécia,SP,3527900
96,40 a 44,H,Lutécia,SP,3527900
91,45 a 49,H,Lutécia,SP,3527900
77,50 a 54,H,Lutécia,SP,3527900
93,55 a 59,H,Lutécia,SP,3527900
89,60 a 64,H,Lutécia,SP,3527900
60,65 a 69,H,Lutécia,SP,3527900
38,70 a 74,H,Lutécia,SP,3527900
32,75 a 79,H,Lutécia,SP,3527900
23,80 a 84,H,Lutécia,SP,3527900
15,85 a 89,H,Lutécia,SP,3527900
4,90 e +,H,Lutécia,SP,3527900
500,00 a 04,M,Macatuba,SP,3528007
510,05 a 09,M,Macatuba,SP,3528007
561,10 a 14,M,Macatuba,SP,3528007
560,15 a 19,M,Macatuba,SP,3528007
580,20 a 24,M,Macatuba,SP,3528007
608,25 a 29,M,Macatuba,SP,3528007
668,30 a 34,M,Macatuba,SP,3528007
693,35 a 39,M,Macatuba,SP,3528007
640,40 a 44,M,Macatuba,SP,3528007
553,45 a 49,M,Macatuba,SP,3528007
545,50 a 54,M,Macatuba,SP,3528007
569,55 a 59,M,Macatuba,SP,3528007
492,60 a 64,M,Macatuba,SP,3528007
343,65 a 69,M,Macatuba,SP,3528007
257,70 a 74,M,Macatuba,SP,3528007
173,75 a 79,M,Macatuba,SP,3528007
139,80 a 84,M,Macatuba,SP,3528007
75,85 a 89,M,Macatuba,SP,3528007
47,90 e +,M,Macatuba,SP,3528007
521,00 a 04,H,Macatuba,SP,3528007
547,05 a 09,H,Macatuba,SP,3528007
573,10 a 14,H,Macatuba,SP,3528007
563,15 a 19,H,Macatuba,SP,3528007
592,20 a 24,H,Macatuba,SP,3528007
625,25 a 29,H,Macatuba,SP,3528007
624,30 a 34,H,Macatuba,SP,3528007
676,35 a 39,H,Macatuba,SP,3528007
675,40 a 44,H,Macatuba,SP,3528007
513,45 a 49,H,Macatuba,SP,3528007
559,50 a 54,H,Macatuba,SP,3528007
542,55 a 59,H,Macatuba,SP,3528007
434,60 a 64,H,Macatuba,SP,3528007
319,65 a 69,H,Macatuba,SP,3528007
232,70 a 74,H,Macatuba,SP,3528007
142,75 a 79,H,Macatuba,SP,3528007
95,80 a 84,H,Macatuba,SP,3528007
62,85 a 89,H,Macatuba,SP,3528007
22,90 e +,H,Macatuba,SP,3528007
180,00 a 04,M,Macaubal,SP,3528106
188,05 a 09,M,Macaubal,SP,3528106
177,10 a 14,M,Macaubal,SP,3528106
244,15 a 19,M,Macaubal,SP,3528106
202,20 a 24,M,Macaubal,SP,3528106
236,25 a 29,M,Macaubal,SP,3528106
244,30 a 34,M,Macaubal,SP,3528106
242,35 a 39,M,Macaubal,SP,3528106
286,40 a 44,M,Macaubal,SP,3528106
235,45 a 49,M,Macaubal,SP,3528106
272,50 a 54,M,Macaubal,SP,3528106
267,55 a 59,M,Macaubal,SP,3528106
277,60 a 64,M,Macaubal,SP,3528106
212,65 a 69,M,Macaubal,SP,3528106
164,70 a 74,M,Macaubal,SP,3528106
128,75 a 79,M,Macaubal,SP,3528106
117,80 a 84,M,Macaubal,SP,3528106
54,85 a 89,M,Macaubal,SP,3528106
24,90 e +,M,Macaubal,SP,3528106
198,00 a 04,H,Macaubal,SP,3528106
198,05 a 09,H,Macaubal,SP,3528106
216,10 a 14,H,Macaubal,SP,3528106
194,15 a 19,H,Macaubal,SP,3528106
219,20 a 24,H,Macaubal,SP,3528106
211,25 a 29,H,Macaubal,SP,3528106
232,30 a 34,H,Macaubal,SP,3528106
292,35 a 39,H,Macaubal,SP,3528106
268,40 a 44,H,Macaubal,SP,3528106
251,45 a 49,H,Macaubal,SP,3528106
270,50 a 54,H,Macaubal,SP,3528106
260,55 a 59,H,Macaubal,SP,3528106
244,60 a 64,H,Macaubal,SP,3528106
230,65 a 69,H,Macaubal,SP,3528106
170,70 a 74,H,Macaubal,SP,3528106
122,75 a 79,H,Macaubal,SP,3528106
95,80 a 84,H,Macaubal,SP,3528106
44,85 a 89,H,Macaubal,SP,3528106
18,90 e +,H,Macaubal,SP,3528106
95,00 a 04,M,Macedônia,SP,3528205
86,05 a 09,M,Macedônia,SP,3528205
96,10 a 14,M,Macedônia,SP,3528205
136,15 a 19,M,Macedônia,SP,3528205
119,20 a 24,M,Macedônia,SP,3528205
110,25 a 29,M,Macedônia,SP,3528205
115,30 a 34,M,Macedônia,SP,3528205
140,35 a 39,M,Macedônia,SP,3528205
163,40 a 44,M,Macedônia,SP,3528205
146,45 a 49,M,Macedônia,SP,3528205
163,50 a 54,M,Macedônia,SP,3528205
148,55 a 59,M,Macedônia,SP,3528205
146,60 a 64,M,Macedônia,SP,3528205
112,65 a 69,M,Macedônia,SP,3528205
102,70 a 74,M,Macedônia,SP,3528205
58,75 a 79,M,Macedônia,SP,3528205
30,80 a 84,M,Macedônia,SP,3528205
30,85 a 89,M,Macedônia,SP,3528205
18,90 e +,M,Macedônia,SP,3528205
106,00 a 04,H,Macedônia,SP,3528205
115,05 a 09,H,Macedônia,SP,3528205
111,10 a 14,H,Macedônia,SP,3528205
132,15 a 19,H,Macedônia,SP,3528205
109,20 a 24,H,Macedônia,SP,3528205
103,25 a 29,H,Macedônia,SP,3528205
115,30 a 34,H,Macedônia,SP,3528205
128,35 a 39,H,Macedônia,SP,3528205
156,40 a 44,H,Macedônia,SP,3528205
145,45 a 49,H,Macedônia,SP,3528205
128,50 a 54,H,Macedônia,SP,3528205
150,55 a 59,H,Macedônia,SP,3528205
130,60 a 64,H,Macedônia,SP,3528205
106,65 a 69,H,Macedônia,SP,3528205
86,70 a 74,H,Macedônia,SP,3528205
63,75 a 79,H,Macedônia,SP,3528205
41,80 a 84,H,Macedônia,SP,3528205
20,85 a 89,H,Macedônia,SP,3528205
6,90 e +,H,Macedônia,SP,3528205
70,00 a 04,M,Magda,SP,3528304
96,05 a 09,M,Magda,SP,3528304
94,10 a 14,M,Magda,SP,3528304
74,15 a 19,M,Magda,SP,3528304
89,20 a 24,M,Magda,SP,3528304
76,25 a 29,M,Magda,SP,3528304
124,30 a 34,M,Magda,SP,3528304
91,35 a 39,M,Magda,SP,3528304
122,40 a 44,M,Magda,SP,3528304
122,45 a 49,M,Magda,SP,3528304
116,50 a 54,M,Magda,SP,3528304
111,55 a 59,M,Magda,SP,3528304
120,60 a 64,M,Magda,SP,3528304
92,65 a 69,M,Magda,SP,3528304
84,70 a 74,M,Magda,SP,3528304
61,75 a 79,M,Magda,SP,3528304
45,80 a 84,M,Magda,SP,3528304
24,85 a 89,M,Magda,SP,3528304
9,90 e +,M,Magda,SP,3528304
54,00 a 04,H,Magda,SP,3528304
84,05 a 09,H,Magda,SP,3528304
96,10 a 14,H,Magda,SP,3528304
81,15 a 19,H,Magda,SP,3528304
98,20 a 24,H,Magda,SP,3528304
94,25 a 29,H,Magda,SP,3528304
100,30 a 34,H,Magda,SP,3528304
95,35 a 39,H,Magda,SP,3528304
119,40 a 44,H,Magda,SP,3528304
118,45 a 49,H,Magda,SP,3528304
118,50 a 54,H,Magda,SP,3528304
105,55 a 59,H,Magda,SP,3528304
108,60 a 64,H,Magda,SP,3528304
100,65 a 69,H,Magda,SP,3528304
63,70 a 74,H,Magda,SP,3528304
55,75 a 79,H,Magda,SP,3528304
33,80 a 84,H,Magda,SP,3528304
16,85 a 89,H,Magda,SP,3528304
8,90 e +,H,Magda,SP,3528304
1448,00 a 04,M,Mairinque,SP,3528403
1508,05 a 09,M,Mairinque,SP,3528403
1615,10 a 14,M,Mairinque,SP,3528403
1583,15 a 19,M,Mairinque,SP,3528403
1687,20 a 24,M,Mairinque,SP,3528403
1727,25 a 29,M,Mairinque,SP,3528403
1861,30 a 34,M,Mairinque,SP,3528403
2090,35 a 39,M,Mairinque,SP,3528403
2062,40 a 44,M,Mairinque,SP,3528403
1704,45 a 49,M,Mairinque,SP,3528403
1653,50 a 54,M,Mairinque,SP,3528403
1587,55 a 59,M,Mairinque,SP,3528403
1377,60 a 64,M,Mairinque,SP,3528403
1126,65 a 69,M,Mairinque,SP,3528403
807,70 a 74,M,Mairinque,SP,3528403
507,75 a 79,M,Mairinque,SP,3528403
298,80 a 84,M,Mairinque,SP,3528403
152,85 a 89,M,Mairinque,SP,3528403
87,90 e +,M,Mairinque,SP,3528403
1518,00 a 04,H,Mairinque,SP,3528403
1719,05 a 09,H,Mairinque,SP,3528403
1682,10 a 14,H,Mairinque,SP,3528403
1684,15 a 19,H,Mairinque,SP,3528403
1974,20 a 24,H,Mairinque,SP,3528403
2020,25 a 29,H,Mairinque,SP,3528403
1928,30 a 34,H,Mairinque,SP,3528403
2046,35 a 39,H,Mairinque,SP,3528403
2052,40 a 44,H,Mairinque,SP,3528403
1781,45 a 49,H,Mairinque,SP,3528403
1600,50 a 54,H,Mairinque,SP,3528403
1408,55 a 59,H,Mairinque,SP,3528403
1263,60 a 64,H,Mairinque,SP,3528403
960,65 a 69,H,Mairinque,SP,3528403
746,70 a 74,H,Mairinque,SP,3528403
417,75 a 79,H,Mairinque,SP,3528403
219,80 a 84,H,Mairinque,SP,3528403
95,85 a 89,H,Mairinque,SP,3528403
36,90 e +,H,Mairinque,SP,3528403
2696,00 a 04,M,Mairiporã,SP,3528502
3102,05 a 09,M,Mairiporã,SP,3528502
3039,10 a 14,M,Mairiporã,SP,3528502
3032,15 a 19,M,Mairiporã,SP,3528502
3224,20 a 24,M,Mairiporã,SP,3528502
3270,25 a 29,M,Mairiporã,SP,3528502
3455,30 a 34,M,Mairiporã,SP,3528502
3733,35 a 39,M,Mairiporã,SP,3528502
3984,40 a 44,M,Mairiporã,SP,3528502
3483,45 a 49,M,Mairiporã,SP,3528502
3153,50 a 54,M,Mairiporã,SP,3528502
2976,55 a 59,M,Mairiporã,SP,3528502
2642,60 a 64,M,Mairiporã,SP,3528502
2037,65 a 69,M,Mairiporã,SP,3528502
1443,70 a 74,M,Mairiporã,SP,3528502
921,75 a 79,M,Mairiporã,SP,3528502
536,80 a 84,M,Mairiporã,SP,3528502
319,85 a 89,M,Mairiporã,SP,3528502
180,90 e +,M,Mairiporã,SP,3528502
2852,00 a 04,H,Mairiporã,SP,3528502
3318,05 a 09,H,Mairiporã,SP,3528502
3196,10 a 14,H,Mairiporã,SP,3528502
3169,15 a 19,H,Mairiporã,SP,3528502
3370,20 a 24,H,Mairiporã,SP,3528502
3203,25 a 29,H,Mairiporã,SP,3528502
3296,30 a 34,H,Mairiporã,SP,3528502
3610,35 a 39,H,Mairiporã,SP,3528502
3738,40 a 44,H,Mairiporã,SP,3528502
3283,45 a 49,H,Mairiporã,SP,3528502
3270,50 a 54,H,Mairiporã,SP,3528502
2826,55 a 59,H,Mairiporã,SP,3528502
2601,60 a 64,H,Mairiporã,SP,3528502
2032,65 a 69,H,Mairiporã,SP,3528502
1351,70 a 74,H,Mairiporã,SP,3528502
820,75 a 79,H,Mairiporã,SP,3528502
414,80 a 84,H,Mairiporã,SP,3528502
193,85 a 89,H,Mairiporã,SP,3528502
86,90 e +,H,Mairiporã,SP,3528502
290,00 a 04,M,Manduri,SP,3528601
280,05 a 09,M,Manduri,SP,3528601
310,10 a 14,M,Manduri,SP,3528601
307,15 a 19,M,Manduri,SP,3528601
309,20 a 24,M,Manduri,SP,3528601
345,25 a 29,M,Manduri,SP,3528601
357,30 a 34,M,Manduri,SP,3528601
368,35 a 39,M,Manduri,SP,3528601
365,40 a 44,M,Manduri,SP,3528601
326,45 a 49,M,Manduri,SP,3528601
382,50 a 54,M,Manduri,SP,3528601
310,55 a 59,M,Manduri,SP,3528601
294,60 a 64,M,Manduri,SP,3528601
212,65 a 69,M,Manduri,SP,3528601
210,70 a 74,M,Manduri,SP,3528601
144,75 a 79,M,Manduri,SP,3528601
98,80 a 84,M,Manduri,SP,3528601
