ContagemPop,FaixaEtariaPop,SexoPop,NomeCidadePopulacao,UFPopulacao,CodigoIBGE
269,30 a 34,H,Catiguá,SP,3511201
280,35 a 39,H,Catiguá,SP,3511201
288,40 a 44,H,Catiguá,SP,3511201
242,45 a 49,H,Catiguá,SP,3511201
244,50 a 54,H,Catiguá,SP,3511201
238,55 a 59,H,Catiguá,SP,3511201
185,60 a 64,H,Catiguá,SP,3511201
173,65 a 69,H,Catiguá,SP,3511201
129,70 a 74,H,Catiguá,SP,3511201
59,75 a 79,H,Catiguá,SP,3511201
41,80 a 84,H,Catiguá,SP,3511201
22,85 a 89,H,Catiguá,SP,3511201
7,90 e +,H,Catiguá,SP,3511201
352,00 a 04,M,Cedral,SP,3511300
387,05 a 09,M,Cedral,SP,3511300
385,10 a 14,M,Cedral,SP,3511300
390,15 a 19,M,Cedral,SP,3511300
365,20 a 24,M,Cedral,SP,3511300
469,25 a 29,M,Cedral,SP,3511300
517,30 a 34,M,Cedral,SP,3511300
572,35 a 39,M,Cedral,SP,3511300
569,40 a 44,M,Cedral,SP,3511300
407,45 a 49,M,Cedral,SP,3511300
399,50 a 54,M,Cedral,SP,3511300
380,55 a 59,M,Cedral,SP,3511300
332,60 a 64,M,Cedral,SP,3511300
281,65 a 69,M,Cedral,SP,3511300
235,70 a 74,M,Cedral,SP,3511300
158,75 a 79,M,Cedral,SP,3511300
104,80 a 84,M,Cedral,SP,3511300
61,85 a 89,M,Cedral,SP,3511300
33,90 e +,M,Cedral,SP,3511300
377,00 a 04,H,Cedral,SP,3511300
363,05 a 09,H,Cedral,SP,3511300
417,10 a 14,H,Cedral,SP,3511300
393,15 a 19,H,Cedral,SP,3511300
396,20 a 24,H,Cedral,SP,3511300
446,25 a 29,H,Cedral,SP,3511300
517,30 a 34,H,Cedral,SP,3511300
529,35 a 39,H,Cedral,SP,3511300
541,40 a 44,H,Cedral,SP,3511300
454,45 a 49,H,Cedral,SP,3511300
413,50 a 54,H,Cedral,SP,3511300
322,55 a 59,H,Cedral,SP,3511300
322,60 a 64,H,Cedral,SP,3511300
241,65 a 69,H,Cedral,SP,3511300
190,70 a 74,H,Cedral,SP,3511300
144,75 a 79,H,Cedral,SP,3511300
85,80 a 84,H,Cedral,SP,3511300
42,85 a 89,H,Cedral,SP,3511300
30,90 e +,H,Cedral,SP,3511300
627,00 a 04,M,Cerqueira César,SP,3511409
687,05 a 09,M,Cerqueira César,SP,3511409
689,10 a 14,M,Cerqueira César,SP,3511409
745,15 a 19,M,Cerqueira César,SP,3511409
708,20 a 24,M,Cerqueira César,SP,3511409
680,25 a 29,M,Cerqueira César,SP,3511409
784,30 a 34,M,Cerqueira César,SP,3511409
781,35 a 39,M,Cerqueira César,SP,3511409
761,40 a 44,M,Cerqueira César,SP,3511409
701,45 a 49,M,Cerqueira César,SP,3511409
626,50 a 54,M,Cerqueira César,SP,3511409
601,55 a 59,M,Cerqueira César,SP,3511409
555,60 a 64,M,Cerqueira César,SP,3511409
438,65 a 69,M,Cerqueira César,SP,3511409
358,70 a 74,M,Cerqueira César,SP,3511409
240,75 a 79,M,Cerqueira César,SP,3511409
166,80 a 84,M,Cerqueira César,SP,3511409
88,85 a 89,M,Cerqueira César,SP,3511409
61,90 e +,M,Cerqueira César,SP,3511409
656,00 a 04,H,Cerqueira César,SP,3511409
717,05 a 09,H,Cerqueira César,SP,3511409
718,10 a 14,H,Cerqueira César,SP,3511409
738,15 a 19,H,Cerqueira César,SP,3511409
817,20 a 24,H,Cerqueira César,SP,3511409
954,25 a 29,H,Cerqueira César,SP,3511409
1081,30 a 34,H,Cerqueira César,SP,3511409
1006,35 a 39,H,Cerqueira César,SP,3511409
878,40 a 44,H,Cerqueira César,SP,3511409
673,45 a 49,H,Cerqueira César,SP,3511409
665,50 a 54,H,Cerqueira César,SP,3511409
588,55 a 59,H,Cerqueira César,SP,3511409
540,60 a 64,H,Cerqueira César,SP,3511409
429,65 a 69,H,Cerqueira César,SP,3511409
300,70 a 74,H,Cerqueira César,SP,3511409
201,75 a 79,H,Cerqueira César,SP,3511409
124,80 a 84,H,Cerqueira César,SP,3511409
55,85 a 89,H,Cerqueira César,SP,3511409
33,90 e +,H,Cerqueira César,SP,3511409
1194,00 a 04,M,Cerquilho,SP,3511508
1372,05 a 09,M,Cerquilho,SP,3511508
1349,10 a 14,M,Cerquilho,SP,3511508
1379,15 a 19,M,Cerquilho,SP,3511508
1539,20 a 24,M,Cerquilho,SP,3511508
1511,25 a 29,M,Cerquilho,SP,3511508
1737,30 a 34,M,Cerquilho,SP,3511508
1930,35 a 39,M,Cerquilho,SP,3511508
1979,40 a 44,M,Cerquilho,SP,3511508
1608,45 a 49,M,Cerquilho,SP,3511508
1546,50 a 54,M,Cerquilho,SP,3511508
1383,55 a 59,M,Cerquilho,SP,3511508
1282,60 a 64,M,Cerquilho,SP,3511508
1068,65 a 69,M,Cerquilho,SP,3511508
849,70 a 74,M,Cerquilho,SP,3511508
582,75 a 79,M,Cerquilho,SP,3511508
316,80 a 84,M,Cerquilho,SP,3511508
192,85 a 89,M,Cerquilho,SP,3511508
112,90 e +,M,Cerquilho,SP,3511508
1207,00 a 04,H,Cerquilho,SP,3511508
1361,05 a 09,H,Cerquilho,SP,3511508
1403,10 a 14,H,Cerquilho,SP,3511508
1384,15 a 19,H,Cerquilho,SP,3511508
1589,20 a 24,H,Cerquilho,SP,3511508
1588,25 a 29,H,Cerquilho,SP,3511508
1645,30 a 34,H,Cerquilho,SP,3511508
1870,35 a 39,H,Cerquilho,SP,3511508
1926,40 a 44,H,Cerquilho,SP,3511508
1580,45 a 49,H,Cerquilho,SP,3511508
1410,50 a 54,H,Cerquilho,SP,3511508
1241,55 a 59,H,Cerquilho,SP,3511508
1114,60 a 64,H,Cerquilho,SP,3511508
921,65 a 69,H,Cerquilho,SP,3511508
688,70 a 74,H,Cerquilho,SP,3511508
429,75 a 79,H,Cerquilho,SP,3511508
224,80 a 84,H,Cerquilho,SP,3511508
132,85 a 89,H,Cerquilho,SP,3511508
55,90 e +,H,Cerquilho,SP,3511508
557,00 a 04,M,Cesário Lange,SP,3511607
597,05 a 09,M,Cesário Lange,SP,3511607
628,10 a 14,M,Cesário Lange,SP,3511607
612,15 a 19,M,Cesário Lange,SP,3511607
650,20 a 24,M,Cesário Lange,SP,3511607
688,25 a 29,M,Cesário Lange,SP,3511607
792,30 a 34,M,Cesário Lange,SP,3511607
762,35 a 39,M,Cesário Lange,SP,3511607
717,40 a 44,M,Cesário Lange,SP,3511607
645,45 a 49,M,Cesário Lange,SP,3511607
537,50 a 54,M,Cesário Lange,SP,3511607
533,55 a 59,M,Cesário Lange,SP,3511607
485,60 a 64,M,Cesário Lange,SP,3511607
384,65 a 69,M,Cesário Lange,SP,3511607
291,70 a 74,M,Cesário Lange,SP,3511607
191,75 a 79,M,Cesário Lange,SP,3511607
116,80 a 84,M,Cesário Lange,SP,3511607
60,85 a 89,M,Cesário Lange,SP,3511607
34,90 e +,M,Cesário Lange,SP,3511607
553,00 a 04,H,Cesário Lange,SP,3511607
677,05 a 09,H,Cesário Lange,SP,3511607
621,10 a 14,H,Cesário Lange,SP,3511607
640,15 a 19,H,Cesário Lange,SP,3511607
833,20 a 24,H,Cesário Lange,SP,3511607
770,25 a 29,H,Cesário Lange,SP,3511607
791,30 a 34,H,Cesário Lange,SP,3511607
843,35 a 39,H,Cesário Lange,SP,3511607
795,40 a 44,H,Cesário Lange,SP,3511607
626,45 a 49,H,Cesário Lange,SP,3511607
566,50 a 54,H,Cesário Lange,SP,3511607
539,55 a 59,H,Cesário Lange,SP,3511607
457,60 a 64,H,Cesário Lange,SP,3511607
356,65 a 69,H,Cesário Lange,SP,3511607
311,70 a 74,H,Cesário Lange,SP,3511607
195,75 a 79,H,Cesário Lange,SP,3511607
120,80 a 84,H,Cesário Lange,SP,3511607
55,85 a 89,H,Cesário Lange,SP,3511607
21,90 e +,H,Cesário Lange,SP,3511607
441,00 a 04,M,Charqueada,SP,3511706
526,05 a 09,M,Charqueada,SP,3511706
465,10 a 14,M,Charqueada,SP,3511706
486,15 a 19,M,Charqueada,SP,3511706
591,20 a 24,M,Charqueada,SP,3511706
574,25 a 29,M,Charqueada,SP,3511706
633,30 a 34,M,Charqueada,SP,3511706
613,35 a 39,M,Charqueada,SP,3511706
561,40 a 44,M,Charqueada,SP,3511706
542,45 a 49,M,Charqueada,SP,3511706
494,50 a 54,M,Charqueada,SP,3511706
478,55 a 59,M,Charqueada,SP,3511706
437,60 a 64,M,Charqueada,SP,3511706
328,65 a 69,M,Charqueada,SP,3511706
244,70 a 74,M,Charqueada,SP,3511706
179,75 a 79,M,Charqueada,SP,3511706
97,80 a 84,M,Charqueada,SP,3511706
69,85 a 89,M,Charqueada,SP,3511706
27,90 e +,M,Charqueada,SP,3511706
511,00 a 04,H,Charqueada,SP,3511706
505,05 a 09,H,Charqueada,SP,3511706
540,10 a 14,H,Charqueada,SP,3511706
518,15 a 19,H,Charqueada,SP,3511706
531,20 a 24,H,Charqueada,SP,3511706
557,25 a 29,H,Charqueada,SP,3511706
620,30 a 34,H,Charqueada,SP,3511706
604,35 a 39,H,Charqueada,SP,3511706
622,40 a 44,H,Charqueada,SP,3511706
531,45 a 49,H,Charqueada,SP,3511706
520,50 a 54,H,Charqueada,SP,3511706
436,55 a 59,H,Charqueada,SP,3511706
387,60 a 64,H,Charqueada,SP,3511706
345,65 a 69,H,Charqueada,SP,3511706
248,70 a 74,H,Charqueada,SP,3511706
130,75 a 79,H,Charqueada,SP,3511706
83,80 a 84,H,Charqueada,SP,3511706
40,85 a 89,H,Charqueada,SP,3511706
22,90 e +,H,Charqueada,SP,3511706
216,00 a 04,M,Clementina,SP,3511904
227,05 a 09,M,Clementina,SP,3511904
257,10 a 14,M,Clementina,SP,3511904
256,15 a 19,M,Clementina,SP,3511904
220,20 a 24,M,Clementina,SP,3511904
224,25 a 29,M,Clementina,SP,3511904
308,30 a 34,M,Clementina,SP,3511904
280,35 a 39,M,Clementina,SP,3511904
265,40 a 44,M,Clementina,SP,3511904
206,45 a 49,M,Clementina,SP,3511904
205,50 a 54,M,Clementina,SP,3511904
219,55 a 59,M,Clementina,SP,3511904
192,60 a 64,M,Clementina,SP,3511904
157,65 a 69,M,Clementina,SP,3511904
119,70 a 74,M,Clementina,SP,3511904
72,75 a 79,M,Clementina,SP,3511904
53,80 a 84,M,Clementina,SP,3511904
27,85 a 89,M,Clementina,SP,3511904
13,90 e +,M,Clementina,SP,3511904
233,00 a 04,H,Clementina,SP,3511904
242,05 a 09,H,Clementina,SP,3511904
245,10 a 14,H,Clementina,SP,3511904
248,15 a 19,H,Clementina,SP,3511904
252,20 a 24,H,Clementina,SP,3511904
238,25 a 29,H,Clementina,SP,3511904
290,30 a 34,H,Clementina,SP,3511904
290,35 a 39,H,Clementina,SP,3511904
244,40 a 44,H,Clementina,SP,3511904
217,45 a 49,H,Clementina,SP,3511904
188,50 a 54,H,Clementina,SP,3511904
214,55 a 59,H,Clementina,SP,3511904
178,60 a 64,H,Clementina,SP,3511904
148,65 a 69,H,Clementina,SP,3511904
102,70 a 74,H,Clementina,SP,3511904
61,75 a 79,H,Clementina,SP,3511904
39,80 a 84,H,Clementina,SP,3511904
29,85 a 89,H,Clementina,SP,3511904
8,90 e +,H,Clementina,SP,3511904
546,00 a 04,M,Colina,SP,3512001
628,05 a 09,M,Colina,SP,3512001
529,10 a 14,M,Colina,SP,3512001
586,15 a 19,M,Colina,SP,3512001
627,20 a 24,M,Colina,SP,3512001
667,25 a 29,M,Colina,SP,3512001
684,30 a 34,M,Colina,SP,3512001
727,35 a 39,M,Colina,SP,3512001
766,40 a 44,M,Colina,SP,3512001
624,45 a 49,M,Colina,SP,3512001
700,50 a 54,M,Colina,SP,3512001
613,55 a 59,M,Colina,SP,3512001
558,60 a 64,M,Colina,SP,3512001
405,65 a 69,M,Colina,SP,3512001
340,70 a 74,M,Colina,SP,3512001
249,75 a 79,M,Colina,SP,3512001
142,80 a 84,M,Colina,SP,3512001
95,85 a 89,M,Colina,SP,3512001
50,90 e +,M,Colina,SP,3512001
528,00 a 04,H,Colina,SP,3512001
648,05 a 09,H,Colina,SP,3512001
535,10 a 14,H,Colina,SP,3512001
594,15 a 19,H,Colina,SP,3512001
654,20 a 24,H,Colina,SP,3512001
607,25 a 29,H,Colina,SP,3512001
716,30 a 34,H,Colina,SP,3512001
704,35 a 39,H,Colina,SP,3512001
658,40 a 44,H,Colina,SP,3512001
602,45 a 49,H,Colina,SP,3512001
621,50 a 54,H,Colina,SP,3512001
576,55 a 59,H,Colina,SP,3512001
448,60 a 64,H,Colina,SP,3512001
403,65 a 69,H,Colina,SP,3512001
270,70 a 74,H,Colina,SP,3512001
210,75 a 79,H,Colina,SP,3512001
83,80 a 84,H,Colina,SP,3512001
58,85 a 89,H,Colina,SP,3512001
35,90 e +,H,Colina,SP,3512001
203,00 a 04,M,Colômbia,SP,3512100
230,05 a 09,M,Colômbia,SP,3512100
232,10 a 14,M,Colômbia,SP,3512100
228,15 a 19,M,Colômbia,SP,3512100
204,20 a 24,M,Colômbia,SP,3512100
220,25 a 29,M,Colômbia,SP,3512100
237,30 a 34,M,Colômbia,SP,3512100
253,35 a 39,M,Colômbia,SP,3512100
254,40 a 44,M,Colômbia,SP,3512100
245,45 a 49,M,Colômbia,SP,3512100
217,50 a 54,M,Colômbia,SP,3512100
190,55 a 59,M,Colômbia,SP,3512100
181,60 a 64,M,Colômbia,SP,3512100
148,65 a 69,M,Colômbia,SP,3512100
102,70 a 74,M,Colômbia,SP,3512100
84,75 a 79,M,Colômbia,SP,3512100
33,80 a 84,M,Colômbia,SP,3512100
17,85 a 89,M,Colômbia,SP,3512100
10,90 e +,M,Colômbia,SP,3512100
212,00 a 04,H,Colômbia,SP,3512100
250,05 a 09,H,Colômbia,SP,3512100
253,10 a 14,H,Colômbia,SP,3512100
233,15 a 19,H,Colômbia,SP,3512100
202,20 a 24,H,Colômbia,SP,3512100
215,25 a 29,H,Colômbia,SP,3512100
220,30 a 34,H,Colômbia,SP,3512100
227,35 a 39,H,Colômbia,SP,3512100
264,40 a 44,H,Colômbia,SP,3512100
252,45 a 49,H,Colômbia,SP,3512100
221,50 a 54,H,Colômbia,SP,3512100
245,55 a 59,H,Colômbia,SP,3512100
189,60 a 64,H,Colômbia,SP,3512100
131,65 a 69,H,Colômbia,SP,3512100
95,70 a 74,H,Colômbia,SP,3512100
69,75 a 79,H,Colômbia,SP,3512100
38,80 a 84,H,Colômbia,SP,3512100
21,85 a 89,H,Colômbia,SP,3512100
4,90 e +,H,Colômbia,SP,3512100
948,00 a 04,M,Conchal,SP,3512209
896,05 a 09,M,Conchal,SP,3512209
898,10 a 14,M,Conchal,SP,3512209
987,15 a 19,M,Conchal,SP,3512209
1127,20 a 24,M,Conchal,SP,3512209
1139,25 a 29,M,Conchal,SP,3512209
1156,30 a 34,M,Conchal,SP,3512209
1083,35 a 39,M,Conchal,SP,3512209
1088,40 a 44,M,Conchal,SP,3512209
898,45 a 49,M,Conchal,SP,3512209
874,50 a 54,M,Conchal,SP,3512209
788,55 a 59,M,Conchal,SP,3512209
662,60 a 64,M,Conchal,SP,3512209
506,65 a 69,M,Conchal,SP,3512209
397,70 a 74,M,Conchal,SP,3512209
293,75 a 79,M,Conchal,SP,3512209
178,80 a 84,M,Conchal,SP,3512209
107,85 a 89,M,Conchal,SP,3512209
64,90 e +,M,Conchal,SP,3512209
997,00 a 04,H,Conchal,SP,3512209
990,05 a 09,H,Conchal,SP,3512209
941,10 a 14,H,Conchal,SP,3512209
1023,15 a 19,H,Conchal,SP,3512209
1170,20 a 24,H,Conchal,SP,3512209
1140,25 a 29,H,Conchal,SP,3512209
1184,30 a 34,H,Conchal,SP,3512209
1069,35 a 39,H,Conchal,SP,3512209
1077,40 a 44,H,Conchal,SP,3512209
895,45 a 49,H,Conchal,SP,3512209
848,50 a 54,H,Conchal,SP,3512209
747,55 a 59,H,Conchal,SP,3512209
634,60 a 64,H,Conchal,SP,3512209
484,65 a 69,H,Conchal,SP,3512209
354,70 a 74,H,Conchal,SP,3512209
217,75 a 79,H,Conchal,SP,3512209
139,80 a 84,H,Conchal,SP,3512209
76,85 a 89,H,Conchal,SP,3512209
27,90 e +,H,Conchal,SP,3512209
366,00 a 04,M,Conchas,SP,3512308
462,05 a 09,M,Conchas,SP,3512308
488,10 a 14,M,Conchas,SP,3512308
441,15 a 19,M,Conchas,SP,3512308
501,20 a 24,M,Conchas,SP,3512308
467,25 a 29,M,Conchas,SP,3512308
531,30 a 34,M,Conchas,SP,3512308
559,35 a 39,M,Conchas,SP,3512308
536,40 a 44,M,Conchas,SP,3512308
494,45 a 49,M,Conchas,SP,3512308
536,50 a 54,M,Conchas,SP,3512308
519,55 a 59,M,Conchas,SP,3512308
504,60 a 64,M,Conchas,SP,3512308
413,65 a 69,M,Conchas,SP,3512308
322,70 a 74,M,Conchas,SP,3512308
201,75 a 79,M,Conchas,SP,3512308
144,80 a 84,M,Conchas,SP,3512308
86,85 a 89,M,Conchas,SP,3512308
38,90 e +,M,Conchas,SP,3512308
443,00 a 04,H,Conchas,SP,3512308
482,05 a 09,H,Conchas,SP,3512308
494,10 a 14,H,Conchas,SP,3512308
536,15 a 19,H,Conchas,SP,3512308
516,20 a 24,H,Conchas,SP,3512308
466,25 a 29,H,Conchas,SP,3512308
521,30 a 34,H,Conchas,SP,3512308
523,35 a 39,H,Conchas,SP,3512308
563,40 a 44,H,Conchas,SP,3512308
506,45 a 49,H,Conchas,SP,3512308
466,50 a 54,H,Conchas,SP,3512308
516,55 a 59,H,Conchas,SP,3512308
514,60 a 64,H,Conchas,SP,3512308
393,65 a 69,H,Conchas,SP,3512308
279,70 a 74,H,Conchas,SP,3512308
189,75 a 79,H,Conchas,SP,3512308
118,80 a 84,H,Conchas,SP,3512308
62,85 a 89,H,Conchas,SP,3512308
37,90 e +,H,Conchas,SP,3512308
775,00 a 04,M,Cordeirópolis,SP,3512407
819,05 a 09,M,Cordeirópolis,SP,3512407
746,10 a 14,M,Cordeirópolis,SP,3512407
807,15 a 19,M,Cordeirópolis,SP,3512407
905,20 a 24,M,Cordeirópolis,SP,3512407
1000,25 a 29,M,Cordeirópolis,SP,3512407
999,30 a 34,M,Cordeirópolis,SP,3512407
976,35 a 39,M,Cordeirópolis,SP,3512407
1051,40 a 44,M,Cordeirópolis,SP,3512407
820,45 a 49,M,Cordeirópolis,SP,3512407
805,50 a 54,M,Cordeirópolis,SP,3512407
700,55 a 59,M,Cordeirópolis,SP,3512407
585,60 a 64,M,Cordeirópolis,SP,3512407
493,65 a 69,M,Cordeirópolis,SP,3512407
382,70 a 74,M,Cordeirópolis,SP,3512407
235,75 a 79,M,Cordeirópolis,SP,3512407
173,80 a 84,M,Cordeirópolis,SP,3512407
92,85 a 89,M,Cordeirópolis,SP,3512407
60,90 e +,M,Cordeirópolis,SP,3512407
716,00 a 04,H,Cordeirópolis,SP,3512407
855,05 a 09,H,Cordeirópolis,SP,3512407
831,10 a 14,H,Cordeirópolis,SP,3512407
813,15 a 19,H,Cordeirópolis,SP,3512407
937,20 a 24,H,Cordeirópolis,SP,3512407
968,25 a 29,H,Cordeirópolis,SP,3512407
1028,30 a 34,H,Cordeirópolis,SP,3512407
1031,35 a 39,H,Cordeirópolis,SP,3512407
987,40 a 44,H,Cordeirópolis,SP,3512407
837,45 a 49,H,Cordeirópolis,SP,3512407
771,50 a 54,H,Cordeirópolis,SP,3512407
627,55 a 59,H,Cordeirópolis,SP,3512407
555,60 a 64,H,Cordeirópolis,SP,3512407
399,65 a 69,H,Cordeirópolis,SP,3512407
317,70 a 74,H,Cordeirópolis,SP,3512407
215,75 a 79,H,Cordeirópolis,SP,3512407
112,80 a 84,H,Cordeirópolis,SP,3512407
69,85 a 89,H,Cordeirópolis,SP,3512407
23,90 e +,H,Cordeirópolis,SP,3512407
128,00 a 04,M,Coroados,SP,3512506
195,05 a 09,M,Coroados,SP,3512506
170,10 a 14,M,Coroados,SP,3512506
155,15 a 19,M,Coroados,SP,3512506
140,20 a 24,M,Coroados,SP,3512506
188,25 a 29,M,Coroados,SP,3512506
188,30 a 34,M,Coroados,SP,3512506
196,35 a 39,M,Coroados,SP,3512506
227,40 a 44,M,Coroados,SP,3512506
222,45 a 49,M,Coroados,SP,3512506
188,50 a 54,M,Coroados,SP,3512506
177,55 a 59,M,Coroados,SP,3512506
167,60 a 64,M,Coroados,SP,3512506
143,65 a 69,M,Coroados,SP,3512506
104,70 a 74,M,Coroados,SP,3512506
53,75 a 79,M,Coroados,SP,3512506
46,80 a 84,M,Coroados,SP,3512506
28,85 a 89,M,Coroados,SP,3512506
15,90 e +,M,Coroados,SP,3512506
153,00 a 04,H,Coroados,SP,3512506
184,05 a 09,H,Coroados,SP,3512506
163,10 a 14,H,Coroados,SP,3512506
164,15 a 19,H,Coroados,SP,3512506
155,20 a 24,H,Coroados,SP,3512506
202,25 a 29,H,Coroados,SP,3512506
191,30 a 34,H,Coroados,SP,3512506
197,35 a 39,H,Coroados,SP,3512506
218,40 a 44,H,Coroados,SP,3512506
183,45 a 49,H,Coroados,SP,3512506
184,50 a 54,H,Coroados,SP,3512506
181,55 a 59,H,Coroados,SP,3512506
145,60 a 64,H,Coroados,SP,3512506
130,65 a 69,H,Coroados,SP,3512506
98,70 a 74,H,Coroados,SP,3512506
61,75 a 79,H,Coroados,SP,3512506
35,80 a 84,H,Coroados,SP,3512506
21,85 a 89,H,Coroados,SP,3512506
5,90 e +,H,Coroados,SP,3512506
102,00 a 04,M,Coronel Macedo,SP,3512605
118,05 a 09,M,Coronel Macedo,SP,3512605
130,10 a 14,M,Coronel Macedo,SP,3512605
133,15 a 19,M,Coronel Macedo,SP,3512605
138,20 a 24,M,Coronel Macedo,SP,3512605
143,25 a 29,M,Coronel Macedo,SP,3512605
141,30 a 34,M,Coronel Macedo,SP,3512605
142,35 a 39,M,Coronel Macedo,SP,3512605
163,40 a 44,M,Coronel Macedo,SP,3512605
154,45 a 49,M,Coronel Macedo,SP,3512605
128,50 a 54,M,Coronel Macedo,SP,3512605
157,55 a 59,M,Coronel Macedo,SP,3512605
138,60 a 64,M,Coronel Macedo,SP,3512605
113,65 a 69,M,Coronel Macedo,SP,3512605
89,70 a 74,M,Coronel Macedo,SP,3512605
67,75 a 79,M,Coronel Macedo,SP,3512605
38,80 a 84,M,Coronel Macedo,SP,3512605
19,85 a 89,M,Coronel Macedo,SP,3512605
6,90 e +,M,Coronel Macedo,SP,3512605
120,00 a 04,H,Coronel Macedo,SP,3512605
128,05 a 09,H,Coronel Macedo,SP,3512605
139,10 a 14,H,Coronel Macedo,SP,3512605
147,15 a 19,H,Coronel Macedo,SP,3512605
145,20 a 24,H,Coronel Macedo,SP,3512605
142,25 a 29,H,Coronel Macedo,SP,3512605
131,30 a 34,H,Coronel Macedo,SP,3512605
144,35 a 39,H,Coronel Macedo,SP,3512605
163,40 a 44,H,Coronel Macedo,SP,3512605
137,45 a 49,H,Coronel Macedo,SP,3512605
136,50 a 54,H,Coronel Macedo,SP,3512605
156,55 a 59,H,Coronel Macedo,SP,3512605
155,60 a 64,H,Coronel Macedo,SP,3512605
125,65 a 69,H,Coronel Macedo,SP,3512605
82,70 a 74,H,Coronel Macedo,SP,3512605
58,75 a 79,H,Coronel Macedo,SP,3512605
33,80 a 84,H,Coronel Macedo,SP,3512605
10,85 a 89,H,Coronel Macedo,SP,3512605
10,90 e +,H,Coronel Macedo,SP,3512605
106,00 a 04,M,Corumbataí,SP,3512704
158,05 a 09,M,Corumbataí,SP,3512704
142,10 a 14,M,Corumbataí,SP,3512704
140,15 a 19,M,Corumbataí,SP,3512704
152,20 a 24,M,Corumbataí,SP,3512704
126,25 a 29,M,Corumbataí,SP,3512704
180,30 a 34,M,Corumbataí,SP,3512704
168,35 a 39,M,Corumbataí,SP,3512704
148,40 a 44,M,Corumbataí,SP,3512704
152,45 a 49,M,Corumbataí,SP,3512704
122,50 a 54,M,Corumbataí,SP,3512704
134,55 a 59,M,Corumbataí,SP,3512704
129,60 a 64,M,Corumbataí,SP,3512704
76,65 a 69,M,Corumbataí,SP,3512704
70,70 a 74,M,Corumbataí,SP,3512704
48,75 a 79,M,Corumbataí,SP,3512704
28,80 a 84,M,Corumbataí,SP,3512704
11,85 a 89,M,Corumbataí,SP,3512704
8,90 e +,M,Corumbataí,SP,3512704
151,00 a 04,H,Corumbataí,SP,3512704
125,05 a 09,H,Corumbataí,SP,3512704
127,10 a 14,H,Corumbataí,SP,3512704
143,15 a 19,H,Corumbataí,SP,3512704
161,20 a 24,H,Corumbataí,SP,3512704
154,25 a 29,H,Corumbataí,SP,3512704
192,30 a 34,H,Corumbataí,SP,3512704
166,35 a 39,H,Corumbataí,SP,3512704
142,40 a 44,H,Corumbataí,SP,3512704
114,45 a 49,H,Corumbataí,SP,3512704
131,50 a 54,H,Corumbataí,SP,3512704
137,55 a 59,H,Corumbataí,SP,3512704
115,60 a 64,H,Corumbataí,SP,3512704
88,65 a 69,H,Corumbataí,SP,3512704
73,70 a 74,H,Corumbataí,SP,3512704
42,75 a 79,H,Corumbataí,SP,3512704
21,80 a 84,H,Corumbataí,SP,3512704
11,85 a 89,H,Corumbataí,SP,3512704
4,90 e +,H,Corumbataí,SP,3512704
1736,00 a 04,M,Cosmópolis,SP,3512803
1791,05 a 09,M,Cosmópolis,SP,3512803
1963,10 a 14,M,Cosmópolis,SP,3512803
1873,15 a 19,M,Cosmópolis,SP,3512803
2132,20 a 24,M,Cosmópolis,SP,3512803
2298,25 a 29,M,Cosmópolis,SP,3512803
2423,30 a 34,M,Cosmópolis,SP,3512803
2537,35 a 39,M,Cosmópolis,SP,3512803
2436,40 a 44,M,Cosmópolis,SP,3512803
2242,45 a 49,M,Cosmópolis,SP,3512803
2004,50 a 54,M,Cosmópolis,SP,3512803
1922,55 a 59,M,Cosmópolis,SP,3512803
1597,60 a 64,M,Cosmópolis,SP,3512803
1287,65 a 69,M,Cosmópolis,SP,3512803
952,70 a 74,M,Cosmópolis,SP,3512803
576,75 a 79,M,Cosmópolis,SP,3512803
332,80 a 84,M,Cosmópolis,SP,3512803
230,85 a 89,M,Cosmópolis,SP,3512803
111,90 e +,M,Cosmópolis,SP,3512803
1734,00 a 04,H,Cosmópolis,SP,3512803
1926,05 a 09,H,Cosmópolis,SP,3512803
2057,10 a 14,H,Cosmópolis,SP,3512803
2069,15 a 19,H,Cosmópolis,SP,3512803
2161,20 a 24,H,Cosmópolis,SP,3512803
2233,25 a 29,H,Cosmópolis,SP,3512803
2426,30 a 34,H,Cosmópolis,SP,3512803
2345,35 a 39,H,Cosmópolis,SP,3512803
2460,40 a 44,H,Cosmópolis,SP,3512803
2045,45 a 49,H,Cosmópolis,SP,3512803
1951,50 a 54,H,Cosmópolis,SP,3512803
1719,55 a 59,H,Cosmópolis,SP,3512803
1409,60 a 64,H,Cosmópolis,SP,3512803
1100,65 a 69,H,Cosmópolis,SP,3512803
762,70 a 74,H,Cosmópolis,SP,3512803
464,75 a 79,H,Cosmópolis,SP,3512803
280,80 a 84,H,Cosmópolis,SP,3512803
132,85 a 89,H,Cosmópolis,SP,3512803
58,90 e +,H,Cosmópolis,SP,3512803
235,00 a 04,M,Cosmorama,SP,3512902
255,05 a 09,M,Cosmorama,SP,3512902
241,10 a 14,M,Cosmorama,SP,3512902
271,15 a 19,M,Cosmorama,SP,3512902
319,20 a 24,M,Cosmorama,SP,3512902
294,25 a 29,M,Cosmorama,SP,3512902
292,30 a 34,M,Cosmorama,SP,3512902
319,35 a 39,M,Cosmorama,SP,3512902
323,40 a 44,M,Cosmorama,SP,3512902
