ano;cod_ibge;municipio;sexo;idade;populacao
2010;3509106;Caiuá;Mulheres;25 a 29;155
2010;3509106;Caiuá;Mulheres;30 a 34;158
2010;3509106;Caiuá;Mulheres;35 a 39;195
2010;3509106;Caiuá;Mulheres;40 a 44;192
2010;3509106;Caiuá;Mulheres;45 a 49;185
2010;3509106;Caiuá;Mulheres;50 a 54;149
2010;3509106;Caiuá;Mulheres;55 a 59;142
2010;3509106;Caiuá;Mulheres;60 a 64;94
2010;3509106;Caiuá;Mulheres;65 a 69;83
2010;3509106;Caiuá;Mulheres;70 a 74;69
2010;3509106;Caiuá;Mulheres;75 a 79;39
2010;3509106;Caiuá;Mulheres;80 a 84;16
2010;3509106;Caiuá;Mulheres;85 a 89;11
2010;3509106;Caiuá;Mulheres;90 e +;10
2010;3509254;Cajati;Homens;00 a 04;1153
2010;3509254;Cajati;Homens;05 a 09;1343
2010;3509254;Cajati;Homens;10 a 14;1587
2010;3509254;Cajati;Homens;15 a 19;1360
2010;3509254;Cajati;Homens;20 a 24;1097
2010;3509254;Cajati;Homens;25 a 29;1091
2010;3509254;Cajati;Homens;30 a 34;1152
2010;3509254;Cajati;Homens;35 a 39;1006
2010;3509254;Cajati;Homens;40 a 44;903
2010;3509254;Cajati;Homens;45 a 49;820
2010;3509254;Cajati;Homens;50 a 54;695
2010;3509254;Cajati;Homens;55 a 59;608
2010;3509254;Cajati;Homens;60 a 64;457
2010;3509254;Cajati;Homens;65 a 69;388
2010;3509254;Cajati;Homens;70 a 74;294
2010;3509254;Cajati;Homens;75 a 79;206
2010;3509254;Cajati;Homens;80 a 84;100
2010;3509254;Cajati;Homens;85 a 89;44
2010;3509254;Cajati;Homens;90 e +;24
2010;3509254;Cajati;Mulheres;00 a 04;1176
2010;3509254;Cajati;Mulheres;05 a 09;1226
2010;3509254;Cajati;Mulheres;10 a 14;1500
2010;3509254;Cajati;Mulheres;15 a 19;1322
2010;3509254;Cajati;Mulheres;20 a 24;1146
2010;3509254;Cajati;Mulheres;25 a 29;1148
2010;3509254;Cajati;Mulheres;30 a 34;1176
2010;3509254;Cajati;Mulheres;35 a 39;1017
2010;3509254;Cajati;Mulheres;40 a 44;862
2010;3509254;Cajati;Mulheres;45 a 49;792
2010;3509254;Cajati;Mulheres;50 a 54;669
2010;3509254;Cajati;Mulheres;55 a 59;562
2010;3509254;Cajati;Mulheres;60 a 64;414
2010;3509254;Cajati;Mulheres;65 a 69;360
2010;3509254;Cajati;Mulheres;70 a 74;269
2010;3509254;Cajati;Mulheres;75 a 79;197
2010;3509254;Cajati;Mulheres;80 a 84;127
2010;3509254;Cajati;Mulheres;85 a 89;51
2010;3509254;Cajati;Mulheres;90 e +;30
2010;3509304;Cajobi;Homens;00 a 04;283
2010;3509304;Cajobi;Homens;05 a 09;337
2010;3509304;Cajobi;Homens;10 a 14;368
2010;3509304;Cajobi;Homens;15 a 19;442
2010;3509304;Cajobi;Homens;20 a 24;509
2010;3509304;Cajobi;Homens;25 a 29;500
2010;3509304;Cajobi;Homens;30 a 34;373
2010;3509304;Cajobi;Homens;35 a 39;341
2010;3509304;Cajobi;Homens;40 a 44;317
2010;3509304;Cajobi;Homens;45 a 49;366
2010;3509304;Cajobi;Homens;50 a 54;282
2010;3509304;Cajobi;Homens;55 a 59;263
2010;3509304;Cajobi;Homens;60 a 64;202
2010;3509304;Cajobi;Homens;65 a 69;146
2010;3509304;Cajobi;Homens;70 a 74;138
2010;3509304;Cajobi;Homens;75 a 79;87
2010;3509304;Cajobi;Homens;80 a 84;45
2010;3509304;Cajobi;Homens;85 a 89;17
2010;3509304;Cajobi;Homens;90 e +;9
2010;3509304;Cajobi;Mulheres;00 a 04;253
2010;3509304;Cajobi;Mulheres;05 a 09;319
2010;3509304;Cajobi;Mulheres;10 a 14;335
2010;3509304;Cajobi;Mulheres;15 a 19;400
2010;3509304;Cajobi;Mulheres;20 a 24;402
2010;3509304;Cajobi;Mulheres;25 a 29;390
2010;3509304;Cajobi;Mulheres;30 a 34;347
2010;3509304;Cajobi;Mulheres;35 a 39;344
2010;3509304;Cajobi;Mulheres;40 a 44;359
2010;3509304;Cajobi;Mulheres;45 a 49;335
2010;3509304;Cajobi;Mulheres;50 a 54;292
2010;3509304;Cajobi;Mulheres;55 a 59;224
2010;3509304;Cajobi;Mulheres;60 a 64;214
2010;3509304;Cajobi;Mulheres;65 a 69;180
2010;3509304;Cajobi;Mulheres;70 a 74;136
2010;3509304;Cajobi;Mulheres;75 a 79;107
2010;3509304;Cajobi;Mulheres;80 a 84;59
2010;3509304;Cajobi;Mulheres;85 a 89;34
2010;3509304;Cajobi;Mulheres;90 e +;13
2010;3509403;Cajuru;Homens;00 a 04;854
2010;3509403;Cajuru;Homens;05 a 09;876
2010;3509403;Cajuru;Homens;10 a 14;1056
2010;3509403;Cajuru;Homens;15 a 19;1084
2010;3509403;Cajuru;Homens;20 a 24;1067
2010;3509403;Cajuru;Homens;25 a 29;971
2010;3509403;Cajuru;Homens;30 a 34;867
2010;3509403;Cajuru;Homens;35 a 39;850
2010;3509403;Cajuru;Homens;40 a 44;820
2010;3509403;Cajuru;Homens;45 a 49;736
2010;3509403;Cajuru;Homens;50 a 54;636
2010;3509403;Cajuru;Homens;55 a 59;526
2010;3509403;Cajuru;Homens;60 a 64;421
2010;3509403;Cajuru;Homens;65 a 69;303
2010;3509403;Cajuru;Homens;70 a 74;242
2010;3509403;Cajuru;Homens;75 a 79;199
2010;3509403;Cajuru;Homens;80 a 84;138
2010;3509403;Cajuru;Homens;85 a 89;42
2010;3509403;Cajuru;Homens;90 e +;11
2010;3509403;Cajuru;Mulheres;00 a 04;753
2010;3509403;Cajuru;Mulheres;05 a 09;843
2010;3509403;Cajuru;Mulheres;10 a 14;1024
2010;3509403;Cajuru;Mulheres;15 a 19;1078
2010;3509403;Cajuru;Mulheres;20 a 24;1003
2010;3509403;Cajuru;Mulheres;25 a 29;953
2010;3509403;Cajuru;Mulheres;30 a 34;919
2010;3509403;Cajuru;Mulheres;35 a 39;804
2010;3509403;Cajuru;Mulheres;40 a 44;791
2010;3509403;Cajuru;Mulheres;45 a 49;747
2010;3509403;Cajuru;Mulheres;50 a 54;669
2010;3509403;Cajuru;Mulheres;55 a 59;502
2010;3509403;Cajuru;Mulheres;60 a 64;449
2010;3509403;Cajuru;Mulheres;65 a 69;356
2010;3509403;Cajuru;Mulheres;70 a 74;306
2010;3509403;Cajuru;Mulheres;75 a 79;213
2010;3509403;Cajuru;Mulheres;80 a 84;147
2010;3509403;Cajuru;Mulheres;85 a 89;76
2010;3509403;Cajuru;Mulheres;90 e +;39
2010;3509452;Campina do Monte Alegre;Homens;00 a 04;204
2010;3509452;Campina do Monte Alegre;Homens;05 a 09;237
2010;3509452;Campina do Monte Alegre;Homens;10 a 14;281
2010;3509452;Campina do Monte Alegre;Homens;15 a 19;240
2010;3509452;Campina do Monte Alegre;Homens;20 a 24;241
2010;3509452;Campina do Monte Alegre;Homens;25 a 29;225
2010;3509452;Campina do Monte Alegre;Homens;30 a 34;197
2010;3509452;Campina do Monte Alegre;Homens;35 a 39;198
2010;3509452;Campina do Monte Alegre;Homens;40 a 44;178
2010;3509452;Campina do Monte Alegre;Homens;45 a 49;191
2010;3509452;Campina do Monte Alegre;Homens;50 a 54;143
2010;3509452;Campina do Monte Alegre;Homens;55 a 59;144
2010;3509452;Campina do Monte Alegre;Homens;60 a 64;126
2010;3509452;Campina do Monte Alegre;Homens;65 a 69;67
2010;3509452;Campina do Monte Alegre;Homens;70 a 74;94
2010;3509452;Campina do Monte Alegre;Homens;75 a 79;36
2010;3509452;Campina do Monte Alegre;Homens;80 a 84;38
2010;3509452;Campina do Monte Alegre;Homens;85 a 89;9
2010;3509452;Campina do Monte Alegre;Homens;90 e +;4
2010;3509452;Campina do Monte Alegre;Mulheres;00 a 04;188
2010;3509452;Campina do Monte Alegre;Mulheres;05 a 09;224
2010;3509452;Campina do Monte Alegre;Mulheres;10 a 14;232
2010;3509452;Campina do Monte Alegre;Mulheres;15 a 19;229
2010;3509452;Campina do Monte Alegre;Mulheres;20 a 24;227
2010;3509452;Campina do Monte Alegre;Mulheres;25 a 29;226
2010;3509452;Campina do Monte Alegre;Mulheres;30 a 34;208
2010;3509452;Campina do Monte Alegre;Mulheres;35 a 39;188
2010;3509452;Campina do Monte Alegre;Mulheres;40 a 44;200
2010;3509452;Campina do Monte Alegre;Mulheres;45 a 49;175
2010;3509452;Campina do Monte Alegre;Mulheres;50 a 54;141
2010;3509452;Campina do Monte Alegre;Mulheres;55 a 59;139
2010;3509452;Campina do Monte Alegre;Mulheres;60 a 64;99
2010;3509452;Campina do Monte Alegre;Mulheres;65 a 69;85
2010;3509452;Campina do Monte Alegre;Mulheres;70 a 74;46
2010;3509452;Campina do Monte Alegre;Mulheres;75 a 79;52
2010;3509452;Campina do Monte Alegre;Mulheres;80 a 84;27
2010;3509452;Campina do Monte Alegre;Mulheres;85 a 89;15
2010;3509452;Campina do Monte Alegre;Mulheres;90 e +;13
2010;3509502;Campinas;Homens;00 a 04;32541
2010;3509502;Campinas;Homens;05 a 09;33570
2010;3509502;Campinas;Homens;10 a 14;39891
2010;3509502;Campinas;Homens;15 a 19;41344
2010;3509502;Campinas;Homens;20 a 24;48225
2010;3509502;Campinas;Homens;25 a 29;51178
2010;3509502;Campinas;Homens;30 a 34;47315
2010;3509502;Campinas;Homens;35 a 39;40812
2010;3509502;Campinas;Homens;40 a 44;37955
2010;3509502;Campinas;Homens;45 a 49;34630
2010;3509502;Campinas;Homens;50 a 54;31354
2010;3509502;Campinas;Homens;55 a 59;25295
2010;3509502;Campinas;Homens;60 a 64;19059
2010;3509502;Campinas;Homens;65 a 69;13766
2010;3509502;Campinas;Homens;70 a 74;10457
2010;3509502;Campinas;Homens;75 a 79;6832
2010;3509502;Campinas;Homens;80 a 84;4094
2010;3509502;Campinas;Homens;85 a 89;1777
2010;3509502;Campinas;Homens;90 e +;770
2010;3509502;Campinas;Mulheres;00 a 04;31330
2010;3509502;Campinas;Mulheres;05 a 09;32214
2010;3509502;Campinas;Mulheres;10 a 14;38690
2010;3509502;Campinas;Mulheres;15 a 19;40346
2010;3509502;Campinas;Mulheres;20 a 24;48593
2010;3509502;Campinas;Mulheres;25 a 29;52883
2010;3509502;Campinas;Mulheres;30 a 34;49301
2010;3509502;Campinas;Mulheres;35 a 39;43304
2010;3509502;Campinas;Mulheres;40 a 44;41355
2010;3509502;Campinas;Mulheres;45 a 49;38876
2010;3509502;Campinas;Mulheres;50 a 54;35795
2010;3509502;Campinas;Mulheres;55 a 59;29515
2010;3509502;Campinas;Mulheres;60 a 64;23211
2010;3509502;Campinas;Mulheres;65 a 69;16986
2010;3509502;Campinas;Mulheres;70 a 74;13743
2010;3509502;Campinas;Mulheres;75 a 79;10260
2010;3509502;Campinas;Mulheres;80 a 84;7291
2010;3509502;Campinas;Mulheres;85 a 89;3650
2010;3509502;Campinas;Mulheres;90 e +;1905
2010;3509601;Campo Limpo Paulista;Homens;00 a 04;2688
2010;3509601;Campo Limpo Paulista;Homens;05 a 09;2802
2010;3509601;Campo Limpo Paulista;Homens;10 a 14;3208
2010;3509601;Campo Limpo Paulista;Homens;15 a 19;3293
2010;3509601;Campo Limpo Paulista;Homens;20 a 24;3332
2010;3509601;Campo Limpo Paulista;Homens;25 a 29;3385
2010;3509601;Campo Limpo Paulista;Homens;30 a 34;2983
2010;3509601;Campo Limpo Paulista;Homens;35 a 39;2827
2010;3509601;Campo Limpo Paulista;Homens;40 a 44;2629
2010;3509601;Campo Limpo Paulista;Homens;45 a 49;2347
2010;3509601;Campo Limpo Paulista;Homens;50 a 54;2102
2010;3509601;Campo Limpo Paulista;Homens;55 a 59;1645
2010;3509601;Campo Limpo Paulista;Homens;60 a 64;1229
2010;3509601;Campo Limpo Paulista;Homens;65 a 69;777
2010;3509601;Campo Limpo Paulista;Homens;70 a 74;529
2010;3509601;Campo Limpo Paulista;Homens;75 a 79;334
2010;3509601;Campo Limpo Paulista;Homens;80 a 84;179
2010;3509601;Campo Limpo Paulista;Homens;85 a 89;67
2010;3509601;Campo Limpo Paulista;Homens;90 e +;36
2010;3509601;Campo Limpo Paulista;Mulheres;00 a 04;2644
2010;3509601;Campo Limpo Paulista;Mulheres;05 a 09;2646
2010;3509601;Campo Limpo Paulista;Mulheres;10 a 14;3127
2010;3509601;Campo Limpo Paulista;Mulheres;15 a 19;3227
2010;3509601;Campo Limpo Paulista;Mulheres;20 a 24;3358
2010;3509601;Campo Limpo Paulista;Mulheres;25 a 29;3425
2010;3509601;Campo Limpo Paulista;Mulheres;30 a 34;3208
2010;3509601;Campo Limpo Paulista;Mulheres;35 a 39;2960
2010;3509601;Campo Limpo Paulista;Mulheres;40 a 44;2635
2010;3509601;Campo Limpo Paulista;Mulheres;45 a 49;2566
2010;3509601;Campo Limpo Paulista;Mulheres;50 a 54;2253
2010;3509601;Campo Limpo Paulista;Mulheres;55 a 59;1909
2010;3509601;Campo Limpo Paulista;Mulheres;60 a 64;1250
2010;3509601;Campo Limpo Paulista;Mulheres;65 a 69;874
2010;3509601;Campo Limpo Paulista;Mulheres;70 a 74;656
2010;3509601;Campo Limpo Paulista;Mulheres;75 a 79;443
2010;3509601;Campo Limpo Paulista;Mulheres;80 a 84;273
2010;3509601;Campo Limpo Paulista;Mulheres;85 a 89;148
2010;3509601;Campo Limpo Paulista;Mulheres;90 e +;80
2010;3509700;Campos do Jordão;Homens;00 a 04;1729
2010;3509700;Campos do Jordão;Homens;05 a 09;1835
2010;3509700;Campos do Jordão;Homens;10 a 14;2204
2010;3509700;Campos do Jordão;Homens;15 a 19;2212
2010;3509700;Campos do Jordão;Homens;20 a 24;2078
2010;3509700;Campos do Jordão;Homens;25 a 29;2068
2010;3509700;Campos do Jordão;Homens;30 a 34;1989
2010;3509700;Campos do Jordão;Homens;35 a 39;1808
2010;3509700;Campos do Jordão;Homens;40 a 44;1724
2010;3509700;Campos do Jordão;Homens;45 a 49;1529
2010;3509700;Campos do Jordão;Homens;50 a 54;1290
2010;3509700;Campos do Jordão;Homens;55 a 59;954
2010;3509700;Campos do Jordão;Homens;60 a 64;737
2010;3509700;Campos do Jordão;Homens;65 a 69;451
2010;3509700;Campos do Jordão;Homens;70 a 74;344
2010;3509700;Campos do Jordão;Homens;75 a 79;244
2010;3509700;Campos do Jordão;Homens;80 a 84;124
2010;3509700;Campos do Jordão;Homens;85 a 89;57
2010;3509700;Campos do Jordão;Homens;90 e +;16
2010;3509700;Campos do Jordão;Mulheres;00 a 04;1620
2010;3509700;Campos do Jordão;Mulheres;05 a 09;1878
2010;3509700;Campos do Jordão;Mulheres;10 a 14;2257
2010;3509700;Campos do Jordão;Mulheres;15 a 19;2137
2010;3509700;Campos do Jordão;Mulheres;20 a 24;2055
2010;3509700;Campos do Jordão;Mulheres;25 a 29;2055
2010;3509700;Campos do Jordão;Mulheres;30 a 34;2064
2010;3509700;Campos do Jordão;Mulheres;35 a 39;1992
2010;3509700;Campos do Jordão;Mulheres;40 a 44;1858
2010;3509700;Campos do Jordão;Mulheres;45 a 49;1645
2010;3509700;Campos do Jordão;Mulheres;50 a 54;1406
2010;3509700;Campos do Jordão;Mulheres;55 a 59;1072
2010;3509700;Campos do Jordão;Mulheres;60 a 64;784
2010;3509700;Campos do Jordão;Mulheres;65 a 69;547
2010;3509700;Campos do Jordão;Mulheres;70 a 74;433
2010;3509700;Campos do Jordão;Mulheres;75 a 79;275
2010;3509700;Campos do Jordão;Mulheres;80 a 84;187
2010;3509700;Campos do Jordão;Mulheres;85 a 89;81
2010;3509700;Campos do Jordão;Mulheres;90 e +;50
2010;3509809;Campos Novos Paulista;Homens;00 a 04;161
2010;3509809;Campos Novos Paulista;Homens;05 a 09;207
2010;3509809;Campos Novos Paulista;Homens;10 a 14;221
2010;3509809;Campos Novos Paulista;Homens;15 a 19;196
2010;3509809;Campos Novos Paulista;Homens;20 a 24;169
2010;3509809;Campos Novos Paulista;Homens;25 a 29;191
2010;3509809;Campos Novos Paulista;Homens;30 a 34;179
2010;3509809;Campos Novos Paulista;Homens;35 a 39;149
2010;3509809;Campos Novos Paulista;Homens;40 a 44;146
2010;3509809;Campos Novos Paulista;Homens;45 a 49;165
2010;3509809;Campos Novos Paulista;Homens;50 a 54;122
2010;3509809;Campos Novos Paulista;Homens;55 a 59;108
2010;3509809;Campos Novos Paulista;Homens;60 a 64;102
2010;3509809;Campos Novos Paulista;Homens;65 a 69;89
2010;3509809;Campos Novos Paulista;Homens;70 a 74;53
2010;3509809;Campos Novos Paulista;Homens;75 a 79;39
2010;3509809;Campos Novos Paulista;Homens;80 a 84;29
2010;3509809;Campos Novos Paulista;Homens;85 a 89;10
2010;3509809;Campos Novos Paulista;Homens;90 e +;3
2010;3509809;Campos Novos Paulista;Mulheres;00 a 04;165
2010;3509809;Campos Novos Paulista;Mulheres;05 a 09;164
2010;3509809;Campos Novos Paulista;Mulheres;10 a 14;185
2010;3509809;Campos Novos Paulista;Mulheres;15 a 19;174
2010;3509809;Campos Novos Paulista;Mulheres;20 a 24;156
2010;3509809;Campos Novos Paulista;Mulheres;25 a 29;173
2010;3509809;Campos Novos Paulista;Mulheres;30 a 34;160
2010;3509809;Campos Novos Paulista;Mulheres;35 a 39;152
2010;3509809;Campos Novos Paulista;Mulheres;40 a 44;163
2010;3509809;Campos Novos Paulista;Mulheres;45 a 49;145
2010;3509809;Campos Novos Paulista;Mulheres;50 a 54;105
2010;3509809;Campos Novos Paulista;Mulheres;55 a 59;129
2010;3509809;Campos Novos Paulista;Mulheres;60 a 64;94
2010;3509809;Campos Novos Paulista;Mulheres;65 a 69;86
2010;3509809;Campos Novos Paulista;Mulheres;70 a 74;54
2010;3509809;Campos Novos Paulista;Mulheres;75 a 79;47
2010;3509809;Campos Novos Paulista;Mulheres;80 a 84;30
2010;3509809;Campos Novos Paulista;Mulheres;85 a 89;11
2010;3509809;Campos Novos Paulista;Mulheres;90 e +;7
2010;3509908;Cananéia;Homens;00 a 04;467
2010;3509908;Cananéia;Homens;05 a 09;524
2010;3509908;Cananéia;Homens;10 a 14;647
2010;3509908;Cananéia;Homens;15 a 19;558
2010;3509908;Cananéia;Homens;20 a 24;435
2010;3509908;Cananéia;Homens;25 a 29;459
2010;3509908;Cananéia;Homens;30 a 34;505
2010;3509908;Cananéia;Homens;35 a 39;441
2010;3509908;Cananéia;Homens;40 a 44;347
2010;3509908;Cananéia;Homens;45 a 49;359
2010;3509908;Cananéia;Homens;50 a 54;343
2010;3509908;Cananéia;Homens;55 a 59;299
2010;3509908;Cananéia;Homens;60 a 64;257
2010;3509908;Cananéia;Homens;65 a 69;191
2010;3509908;Cananéia;Homens;70 a 74;126
2010;3509908;Cananéia;Homens;75 a 79;102
2010;3509908;Cananéia;Homens;80 a 84;45
2010;3509908;Cananéia;Homens;85 a 89;20
2010;3509908;Cananéia;Homens;90 e +;9
2010;3509908;Cananéia;Mulheres;00 a 04;445
2010;3509908;Cananéia;Mulheres;05 a 09;506
2010;3509908;Cananéia;Mulheres;10 a 14;636
2010;3509908;Cananéia;Mulheres;15 a 19;544
2010;3509908;Cananéia;Mulheres;20 a 24;467
2010;3509908;Cananéia;Mulheres;25 a 29;425
2010;3509908;Cananéia;Mulheres;30 a 34;488
2010;3509908;Cananéia;Mulheres;35 a 39;402
2010;3509908;Cananéia;Mulheres;40 a 44;373
2010;3509908;Cananéia;Mulheres;45 a 49;361
2010;3509908;Cananéia;Mulheres;50 a 54;343
2010;3509908;Cananéia;Mulheres;55 a 59;298
2010;3509908;Cananéia;Mulheres;60 a 64;214
2010;3509908;Cananéia;Mulheres;65 a 69;192
2010;3509908;Cananéia;Mulheres;70 a 74;152
2010;3509908;Cananéia;Mulheres;75 a 79;124
2010;3509908;Cananéia;Mulheres;80 a 84;66
2010;3509908;Cananéia;Mulheres;85 a 89;42
2010;3509908;Cananéia;Mulheres;90 e +;14
2010;3509957;Canas;Homens;00 a 04;209
2010;3509957;Canas;Homens;05 a 09;184
2010;3509957;Canas;Homens;10 a 14;211
2010;3509957;Canas;Homens;15 a 19;202
2010;3509957;Canas;Homens;20 a 24;210
2010;3509957;Canas;Homens;25 a 29;199
2010;3509957;Canas;Homens;30 a 34;164
2010;3509957;Canas;Homens;35 a 39;145
2010;3509957;Canas;Homens;40 a 44;158
2010;3509957;Canas;Homens;45 a 49;145
2010;3509957;Canas;Homens;50 a 54;113
2010;3509957;Canas;Homens;55 a 59;97
2010;3509957;Canas;Homens;60 a 64;55
2010;3509957;Canas;Homens;65 a 69;49
2010;3509957;Canas;Homens;70 a 74;37
2010;3509957;Canas;Homens;75 a 79;22
2010;3509957;Canas;Homens;80 a 84;12
2010;3509957;Canas;Homens;85 a 89;8
2010;3509957;Canas;Homens;90 e +;3
2010;3509957;Canas;Mulheres;00 a 04;181
2010;3509957;Canas;Mulheres;05 a 09;194
2010;3509957;Canas;Mulheres;10 a 14;204
2010;3509957;Canas;Mulheres;15 a 19;195
2010;3509957;Canas;Mulheres;20 a 24;188
2010;3509957;Canas;Mulheres;25 a 29;188
2010;3509957;Canas;Mulheres;30 a 34;156
2010;3509957;Canas;Mulheres;35 a 39;151
2010;3509957;Canas;Mulheres;40 a 44;146
2010;3509957;Canas;Mulheres;45 a 49;152
2010;3509957;Canas;Mulheres;50 a 54;105
2010;3509957;Canas;Mulheres;55 a 59;93
2010;3509957;Canas;Mulheres;60 a 64;66
2010;3509957;Canas;Mulheres;65 a 69;56
2010;3509957;Canas;Mulheres;70 a 74;29
2010;3509957;Canas;Mulheres;75 a 79;36
2010;3509957;Canas;Mulheres;80 a 84;13
2010;3509957;Canas;Mulheres;85 a 89;7
2010;3509957;Canas;Mulheres;90 e +;2
2010;3510005;Cândido Mota;Homens;00 a 04;957
2010;3510005;Cândido Mota;Homens;05 a 09;973
2010;3510005;Cândido Mota;Homens;10 a 14;1188
2010;3510005;Cândido Mota;Homens;15 a 19;1273
2010;3510005;Cândido Mota;Homens;20 a 24;1317
2010;3510005;Cândido Mota;Homens;25 a 29;1163
2010;3510005;Cândido Mota;Homens;30 a 34;1078
2010;3510005;Cândido Mota;Homens;35 a 39;1028
2010;3510005;Cândido Mota;Homens;40 a 44;1054
2010;3510005;Cândido Mota;Homens;45 a 49;1049
2010;3510005;Cândido Mota;Homens;50 a 54;905
2010;3510005;Cândido Mota;Homens;55 a 59;749
2010;3510005;Cândido Mota;Homens;60 a 64;592
2010;3510005;Cândido Mota;Homens;65 a 69;470
2010;3510005;Cândido Mota;Homens;70 a 74;360
2010;3510005;Cândido Mota;Homens;75 a 79;268
2010;3510005;Cândido Mota;Homens;80 a 84;136
2010;3510005;Cândido Mota;Homens;85 a 89;70
2010;3510005;Cândido Mota;Homens;90 e +;28
2010;3510005;Cândido Mota;Mulheres;00 a 04;939
2010;3510005;Cândido Mota;Mulheres;05 a 09;953
2010;3510005;Cândido Mota;Mulheres;10 a 14;1175
2010;3510005;Cândido Mota;Mulheres;15 a 19;1195
2010;3510005;Cândido Mota;Mulheres;20 a 24;1307
2010;3510005;Cândido Mota;Mulheres;25 a 29;1152
2010;3510005;Cândido Mota;Mulheres;30 a 34;1129
2010;3510005;Cândido Mota;Mulheres;35 a 39;1082
2010;3510005;Cândido Mota;Mulheres;40 a 44;1139
2010;3510005;Cândido Mota;Mulheres;45 a 49;1080
2010;3510005;Cândido Mota;Mulheres;50 a 54;976
2010;3510005;Cândido Mota;Mulheres;55 a 59;811
2010;3510005;Cândido Mota;Mulheres;60 a 64;659
2010;3510005;Cândido Mota;Mulheres;65 a 69;513
2010;3510005;Cândido Mota;Mulheres;70 a 74;414
2010;3510005;Cândido Mota;Mulheres;75 a 79;365
2010;3510005;Cândido Mota;Mulheres;80 a 84;192
2010;3510005;Cândido Mota;Mulheres;85 a 89;102
2010;3510005;Cândido Mota;Mulheres;90 e +;43
2010;3510104;Cândido Rodrigues;Homens;00 a 04;68
2010;3510104;Cândido Rodrigues;Homens;05 a 09;75
2010;3510104;Cândido Rodrigues;Homens;10 a 14;68
2010;3510104;Cândido Rodrigues;Homens;15 a 19;93
2010;3510104;Cândido Rodrigues;Homens;20 a 24;119
2010;3510104;Cândido Rodrigues;Homens;25 a 29;92
2010;3510104;Cândido Rodrigues;Homens;30 a 34;88
2010;3510104;Cândido Rodrigues;Homens;35 a 39;90
2010;3510104;Cândido Rodrigues;Homens;40 a 44;96
2010;3510104;Cândido Rodrigues;Homens;45 a 49;108
2010;3510104;Cândido Rodrigues;Homens;50 a 54;99
2010;3510104;Cândido Rodrigues;Homens;55 a 59;71
2010;3510104;Cândido Rodrigues;Homens;60 a 64;72
2010;3510104;Cândido Rodrigues;Homens;65 a 69;57
2010;3510104;Cândido Rodrigues;Homens;70 a 74;47
2010;3510104;Cândido Rodrigues;Homens;75 a 79;38
2010;3510104;Cândido Rodrigues;Homens;80 a 84;18
2010;3510104;Cândido Rodrigues;Homens;85 a 89;13
2010;3510104;Cândido Rodrigues;Homens;90 e +;3
2010;3510104;Cândido Rodrigues;Mulheres;00 a 04;57
2010;3510104;Cândido Rodrigues;Mulheres;05 a 09;84
2010;3510104;Cândido Rodrigues;Mulheres;10 a 14;88
2010;3510104;Cândido Rodrigues;Mulheres;15 a 19;100
2010;3510104;Cândido Rodrigues;Mulheres;20 a 24;125
2010;3510104;Cândido Rodrigues;Mulheres;25 a 29;99
2010;3510104;Cândido Rodrigues;Mulheres;30 a 34;89
2010;3510104;Cândido Rodrigues;Mulheres;35 a 39;84
2010;3510104;Cândido Rodrigues;Mulheres;40 a 44;100
2010;3510104;Cândido Rodrigues;Mulheres;45 a 49;109
2010;3510104;Cândido Rodrigues;Mulheres;50 a 54;86
2010;3510104;Cândido Rodrigues;Mulheres;55 a 59;57
2010;3510104;Cândido Rodrigues;Mulheres;60 a 64;89
2010;3510104;Cândido Rodrigues;Mulheres;65 a 69;58
2010;3510104;Cândido Rodrigues;Mulheres;70 a 74;49
2010;3510104;Cândido Rodrigues;Mulheres;75 a 79;38
2010;3510104;Cândido Rodrigues;Mulheres;80 a 84;25
2010;3510104;Cândido Rodrigues;Mulheres;85 a 89;9
2010;3510104;Cândido Rodrigues;Mulheres;90 e +;7
2010;3510153;Canitar;Homens;00 a 04;180
2010;3510153;Canitar;Homens;05 a 09;236
2010;3510153;Canitar;Homens;10 a 14;238
2010;3510153;Canitar;Homens;15 a 19;191
2010;3510153;Canitar;Homens;20 a 24;170
2010;3510153;Canitar;Homens;25 a 29;199
2010;3510153;Canitar;Homens;30 a 34;192
2010;3510153;Canitar;Homens;35 a 39;158
2010;3510153;Canitar;Homens;40 a 44;145
2010;3510153;Canitar;Homens;45 a 49;127
2010;3510153;Canitar;Homens;50 a 54;94
2010;3510153;Canitar;Homens;55 a 59;90
2010;3510153;Canitar;Homens;60 a 64;71
2010;3510153;Canitar;Homens;65 a 69;49
2010;3510153;Canitar;Homens;70 a 74;38
2010;3510153;Canitar;Homens;75 a 79;27
2010;3510153;Canitar;Homens;80 a 84;8
2010;3510153;Canitar;Homens;85 a 89;2
2010;3510153;Canitar;Homens;90 e +;1
2010;3510153;Canitar;Mulheres;00 a 04;181
2010;3510153;Canitar;Mulheres;05 a 09;226
2010;3510153;Canitar;Mulheres;10 a 14;215
2010;3510153;Canitar;Mulheres;15 a 19;181
2010;3510153;Canitar;Mulheres;20 a 24;186
2010;3510153;Canitar;Mulheres;25 a 29;195
2010;3510153;Canitar;Mulheres;30 a 34;186
2010;3510153;Canitar;Mulheres;35 a 39;162
2010;3510153;Canitar;Mulheres;40 a 44;101
2010;3510153;Canitar;Mulheres;45 a 49;128
2010;3510153;Canitar;Mulheres;50 a 54;96
2010;3510153;Canitar;Mulheres;55 a 59;88
